DrugA,DrugB,Interaction,Mechanism,risk_level
Imatinib,Neratinib,The serum concentration of Neratinib can be increased when it is combined with Imatinib.,increase,no risk
Imatinib,Netupitant,The serum concentration of Netupitant can be increased when it is combined with Imatinib.,increase,no risk
Imatinib,Nevirapine,The serum concentration of Nevirapine can be increased when it is combined with Imatinib.,increase,no risk
Imatinib,Niacin,The metabolism of Imatinib can be decreased when combined with Niacin.,decrease,no risk
Imatinib,Nicardipine,The serum concentration of Nicardipine can be increased when it is combined with Imatinib.,increase,no risk
Imatinib,Nicergoline,The serum concentration of Nicergoline can be increased when it is combined with Imatinib.,increase,no risk
Imatinib,Niclosamide,The metabolism of Niclosamide can be decreased when combined with Imatinib.,decrease,no risk
Imatinib,Nicotine,The risk or severity of adverse effects can be increased when Nicotine is combined with Imatinib.,increase,risk
Imatinib,Nifedipine,The serum concentration of Nifedipine can be increased when it is combined with Imatinib.,increase,no risk
Imatinib,Nilotinib,The serum concentration of Imatinib can be increased when it is combined with Nilotinib.,increase,no risk
Imatinib,Nilutamide,The metabolism of Imatinib can be decreased when combined with Nilutamide.,decrease,no risk
Imatinib,Nilvadipine,The risk or severity of QTc prolongation can be increased when Nilvadipine is combined with Imatinib.,increase,risk
Imatinib,Nimesulide,The risk or severity of bleeding can be increased when Nimesulide is combined with Imatinib.,increase,risk
Imatinib,Nimodipine,The serum concentration of Nimodipine can be increased when it is combined with Imatinib.,increase,no risk
Imatinib,Nintedanib,The metabolism of Nintedanib can be decreased when combined with Imatinib.,decrease,no risk
Imatinib,Nirogacestat,The serum concentration of Nirogacestat can be increased when it is combined with Imatinib.,increase,no risk
Imatinib,Nisoldipine,The serum concentration of Nisoldipine can be increased when it is combined with Imatinib.,increase,no risk
Imatinib,Nitrendipine,The risk or severity of QTc prolongation can be increased when Nitrendipine is combined with Imatinib.,increase,risk
Imatinib,Nitrofurantoin,Imatinib may decrease the excretion rate of Nitrofurantoin which could result in a higher serum level.,decrease,no risk
Imatinib,Norepinephrine,The serum concentration of Norepinephrine can be increased when it is combined with Imatinib.,increase,no risk
Imatinib,Norethisterone,The metabolism of Norethisterone can be decreased when combined with Imatinib.,decrease,no risk
Imatinib,Norfloxacin,The risk or severity of QTc prolongation can be increased when Norfloxacin is combined with Imatinib.,increase,risk
Imatinib,Norgestimate,The metabolism of Norgestimate can be decreased when combined with Imatinib.,decrease,no risk
Imatinib,Nortriptyline,The serum concentration of Nortriptyline can be increased when it is combined with Imatinib.,increase,no risk
Imatinib,Noscapine,The metabolism of Imatinib can be decreased when combined with Noscapine.,decrease,no risk
Imatinib,Novobiocin,Novobiocin may decrease the excretion rate of Imatinib which could result in a higher serum level.,decrease,no risk
Imatinib,Nuvaxovid,The therapeutic efficacy of Nuvaxovid can be decreased when used in combination with Imatinib.,decrease,no risk
Imatinib,Obeticholic acid,The metabolism of Imatinib can be decreased when combined with Obeticholic acid.,decrease,no risk
Imatinib,Obinutuzumab,The risk or severity of adverse effects can be increased when Imatinib is combined with Obinutuzumab.,increase,risk
Imatinib,Ocrelizumab,The risk or severity of adverse effects can be increased when Imatinib is combined with Ocrelizumab.,increase,risk
Imatinib,Octreotide,The risk or severity of QTc prolongation can be increased when Octreotide is combined with Imatinib.,increase,risk
Imatinib,Ofatumumab,The risk or severity of adverse effects can be increased when Imatinib is combined with Ofatumumab.,increase,risk
Imatinib,Ofloxacin,The risk or severity of QTc prolongation can be increased when Ofloxacin is combined with Imatinib.,increase,risk
Imatinib,Olanzapine,The serum concentration of Olanzapine can be increased when it is combined with Imatinib.,increase,no risk
Imatinib,Olaparib,The serum concentration of Olaparib can be increased when it is combined with Imatinib.,increase,no risk
Imatinib,Oliceridine,The serum concentration of Oliceridine can be increased when it is combined with Imatinib.,increase,no risk
Imatinib,Olmesartan,Olmesartan may decrease the excretion rate of Imatinib which could result in a higher serum level.,decrease,no risk
Imatinib,Olodaterol,The risk or severity of QTc prolongation can be increased when Olodaterol is combined with Imatinib.,increase,risk
Imatinib,Omaveloxolone,The serum concentration of Imatinib can be decreased when it is combined with Omaveloxolone.,decrease,no risk
Imatinib,Ombitasvir,Imatinib may decrease the excretion rate of Ombitasvir which could result in a higher serum level.,decrease,no risk
Imatinib,Omeprazole,The metabolism of Imatinib can be decreased when combined with Omeprazole.,decrease,no risk
Imatinib,Ondansetron,The serum concentration of Ondansetron can be increased when it is combined with Imatinib.,increase,no risk
Imatinib,Opium,The serum concentration of Opium can be increased when it is combined with Imatinib.,increase,no risk
Imatinib,Oritavancin,The metabolism of Imatinib can be decreased when combined with Oritavancin.,decrease,no risk
Imatinib,Orphenadrine,The metabolism of Imatinib can be decreased when combined with Orphenadrine.,decrease,no risk
Imatinib,Osilodrostat,The metabolism of Imatinib can be decreased when combined with Osilodrostat.,decrease,no risk
Imatinib,Osimertinib,The serum concentration of Osimertinib can be increased when it is combined with Imatinib.,increase,no risk
Imatinib,Ospemifene,The metabolism of Ospemifene can be decreased when combined with Imatinib.,decrease,no risk
Imatinib,Oteseconazole,The serum concentration of Imatinib can be increased when it is combined with Oteseconazole.,increase,no risk
Imatinib,Ouabain,Ouabain may decrease the cardiotoxic activities of Imatinib.,decrease,no risk
Imatinib,Oxaliplatin,The risk or severity of QTc prolongation can be increased when Oxaliplatin is combined with Imatinib.,increase,risk
Imatinib,Oxamniquine,The metabolism of Imatinib can be decreased when combined with Oxamniquine.,decrease,no risk
Imatinib,Oxandrolone,The metabolism of Imatinib can be decreased when combined with Oxandrolone.,decrease,no risk
Imatinib,Oxatomide,The risk or severity of QTc prolongation can be increased when Oxatomide is combined with Imatinib.,increase,risk
Imatinib,Oxcarbazepine,The metabolism of Imatinib can be increased when combined with Oxcarbazepine.,increase,no risk
Imatinib,Oxetacaine,The risk or severity of methemoglobinemia can be increased when Imatinib is combined with Oxetacaine.,increase,risk
Imatinib,Oxprenolol,The serum concentration of Oxprenolol can be increased when it is combined with Imatinib.,increase,no risk
Imatinib,Oxtriphylline,The metabolism of Oxtriphylline can be decreased when combined with Imatinib.,decrease,no risk
Imatinib,Oxybuprocaine,The risk or severity of methemoglobinemia can be increased when Imatinib is combined with Oxybuprocaine.,increase,risk
Imatinib,Oxybutynin,The metabolism of Imatinib can be decreased when combined with Oxybutynin.,decrease,no risk
Imatinib,Oxycodone,The serum concentration of Oxycodone can be increased when it is combined with Imatinib.,increase,no risk
Imatinib,Oxymorphone,The serum concentration of Oxymorphone can be increased when it is combined with Imatinib.,increase,no risk
Imatinib,Oxytocin,The risk or severity of QTc prolongation can be increased when Oxytocin is combined with Imatinib.,increase,risk
Imatinib,Ozanimod,Imatinib may decrease the excretion rate of Ozanimod which could result in a higher serum level.,decrease,no risk
Imatinib,Quetiapine,The serum concentration of Quetiapine can be increased when it is combined with Imatinib.,increase,no risk
Imatinib,Quinidine,The serum concentration of Quinidine can be increased when it is combined with Imatinib.,increase,no risk
Imatinib,Quinine,The serum concentration of Quinine can be increased when it is combined with Imatinib.,increase,no risk
Imatinib,Quizartinib,The risk or severity of QTc prolongation can be increased when Imatinib is combined with Quizartinib.,increase,risk
Triamcinolone,Bemiparin,The therapeutic efficacy of Bemiparin can be decreased when used in combination with Triamcinolone.,decrease,no risk
Triamcinolone,Bendamustine,The risk or severity of adverse effects can be increased when Triamcinolone is combined with Bendamustine.,increase,risk
Triamcinolone,Bendroflumethiazide,The risk or severity of electrolyte imbalance can be increased when Triamcinolone is combined with Bendroflumethiazide.,increase,risk
Triamcinolone,Benorilate,The risk or severity of gastrointestinal irritation can be increased when Triamcinolone is combined with Benorilate.,increase,risk
Triamcinolone,Benoxaprofen,The risk or severity of gastrointestinal irritation can be increased when Triamcinolone is combined with Benoxaprofen.,increase,risk
Triamcinolone,Benzoic acid,The therapeutic efficacy of Benzoic acid can be decreased when used in combination with Triamcinolone.,decrease,no risk
Triamcinolone,Benzthiazide,The risk or severity of electrolyte imbalance can be increased when Triamcinolone is combined with Benzthiazide.,increase,risk
Triamcinolone,Benzydamine,The risk or severity of gastrointestinal irritation can be increased when Triamcinolone is combined with Benzydamine.,increase,risk
Triamcinolone,Berotralstat,The metabolism of Triamcinolone can be decreased when combined with Berotralstat.,decrease,no risk
Triamcinolone,Betaine,The therapeutic efficacy of Betaine can be decreased when used in combination with Triamcinolone.,decrease,no risk
Triamcinolone,Betamethasone,The risk or severity of adverse effects can be increased when Betamethasone is combined with Triamcinolone.,increase,risk
Triamcinolone,Betamethasone phosphate,The metabolism of Triamcinolone can be increased when combined with Betamethasone phosphate.,increase,no risk
Triamcinolone,Betrixaban,The therapeutic efficacy of Betrixaban can be decreased when used in combination with Triamcinolone.,decrease,no risk
Triamcinolone,Bexagliflozin,The risk or severity of hyperglycemia can be increased when Triamcinolone is combined with Bexagliflozin.,increase,risk
Triamcinolone,Bexarotene,The risk or severity of adverse effects can be increased when Bexarotene is combined with Triamcinolone.,increase,risk
Triamcinolone,Bezafibrate,"The risk or severity of myopathy, rhabdomyolysis, and myoglobinuria can be increased when Triamcinolone is combined with Bezafibrate.",increase,risk
Triamcinolone,Bicalutamide,The metabolism of Bicalutamide can be increased when combined with Triamcinolone.,increase,no risk
Triamcinolone,Bimekizumab,The metabolism of Triamcinolone can be increased when combined with Bimekizumab.,increase,no risk
Triamcinolone,Bismuth subsalicylate,The serum concentration of Bismuth subsalicylate can be decreased when it is combined with Triamcinolone.,decrease,no risk
Triamcinolone,Bivalirudin,The therapeutic efficacy of Bivalirudin can be decreased when used in combination with Triamcinolone.,decrease,no risk
Triamcinolone,Bleomycin,The risk or severity of adverse effects can be increased when Bleomycin is combined with Triamcinolone.,increase,risk
Triamcinolone,Blinatumomab,The risk or severity of adverse effects can be increased when Triamcinolone is combined with Blinatumomab.,increase,risk
Triamcinolone,Boceprevir,The metabolism of Triamcinolone can be decreased when combined with Boceprevir.,decrease,no risk
Triamcinolone,"Bordetella pertussis toxoid antigen (formaldehyde, glutaraldehyde inactivated)","The therapeutic efficacy of Bordetella pertussis toxoid antigen (formaldehyde, glutaraldehyde inactivated) can be decreased when used in combination with Triamcinolone.",decrease,no risk
Triamcinolone,Bortezomib,The metabolism of Bortezomib can be increased when combined with Triamcinolone.,increase,no risk
Triamcinolone,Bosutinib,The metabolism of Bosutinib can be increased when combined with Triamcinolone.,increase,no risk
Triamcinolone,Botulinum toxin type A,The risk or severity of myopathy and weakness can be increased when Botulinum toxin type A is combined with Triamcinolone.,increase,risk
Triamcinolone,Brentuximab vedotin,The metabolism of Brentuximab vedotin can be increased when combined with Triamcinolone.,increase,no risk
Triamcinolone,Brigatinib,The metabolism of Brigatinib can be increased when combined with Triamcinolone.,increase,no risk
Triamcinolone,Brodalumab,The risk or severity of adverse effects can be increased when Triamcinolone is combined with Brodalumab.,increase,risk
Triamcinolone,Bromocriptine,The risk or severity of hyperglycemia can be increased when Triamcinolone is combined with Bromocriptine.,increase,risk
Triamcinolone,Budesonide,The risk or severity of adverse effects can be increased when Triamcinolone is combined with Budesonide.,increase,risk
Triamcinolone,Bumadizone,The risk or severity of gastrointestinal irritation can be increased when Triamcinolone is combined with Bumadizone.,increase,risk
Triamcinolone,Bumetanide,The risk or severity of hypokalemia can be increased when Triamcinolone is combined with Bumetanide.,increase,risk
Triamcinolone,Buprenorphine,The metabolism of Buprenorphine can be increased when combined with Triamcinolone.,increase,no risk
Triamcinolone,Buspirone,The metabolism of Buspirone can be increased when combined with Triamcinolone.,increase,no risk
Triamcinolone,Busulfan,The metabolism of Busulfan can be increased when combined with Triamcinolone.,increase,no risk
Triamcinolone,Galantamine,The therapeutic efficacy of Galantamine can be decreased when used in combination with Triamcinolone.,decrease,no risk
Triamcinolone,Gallamine triethiodide,The therapeutic efficacy of Gallamine triethiodide can be decreased when used in combination with Triamcinolone.,decrease,no risk
Triamcinolone,Ganciclovir,"The risk or severity of myopathy, rhabdomyolysis, and myoglobinuria can be increased when Triamcinolone is combined with Ganciclovir.",increase,risk
Triamcinolone,Gatifloxacin,The risk or severity of tendinopathy can be increased when Triamcinolone is combined with Gatifloxacin.,increase,risk
Triamcinolone,Gefitinib,The metabolism of Gefitinib can be increased when combined with Triamcinolone.,increase,no risk
Triamcinolone,Gemcitabine,The risk or severity of adverse effects can be increased when Gemcitabine is combined with Triamcinolone.,increase,risk
Triamcinolone,Gemfibrozil,"The risk or severity of myopathy, rhabdomyolysis, and myoglobinuria can be increased when Triamcinolone is combined with Gemfibrozil.",increase,risk
Triamcinolone,Gemifloxacin,The risk or severity of tendinopathy can be increased when Triamcinolone is combined with Gemifloxacin.,increase,risk
Triamcinolone,Gemtuzumab ozogamicin,The risk or severity of adverse effects can be increased when Gemtuzumab ozogamicin is combined with Triamcinolone.,increase,risk
Triamcinolone,Gestrinone,The serum concentration of Triamcinolone can be increased when it is combined with Gestrinone.,increase,no risk
Triamcinolone,Gilteritinib,The metabolism of Gilteritinib can be increased when combined with Triamcinolone.,increase,no risk
Triamcinolone,Ginkgo biloba,The therapeutic efficacy of Ginkgo biloba can be decreased when used in combination with Triamcinolone.,decrease,no risk
Triamcinolone,Glatiramer,The risk or severity of adverse effects can be increased when Triamcinolone is combined with Glatiramer.,increase,risk
Triamcinolone,Gliclazide,The risk or severity of hyperglycemia can be increased when Triamcinolone is combined with Gliclazide.,increase,risk
Triamcinolone,Glimepiride,The risk or severity of hyperglycemia can be increased when Triamcinolone is combined with Glimepiride.,increase,risk
Triamcinolone,Glipizide,The risk or severity of hyperglycemia can be increased when Triamcinolone is combined with Glipizide.,increase,risk
Triamcinolone,Gliquidone,The risk or severity of hyperglycemia can be increased when Triamcinolone is combined with Gliquidone.,increase,risk
Triamcinolone,Glofitamab,The serum concentration of Triamcinolone can be increased when it is combined with Glofitamab.,increase,no risk
Triamcinolone,Glyburide,The risk or severity of hyperglycemia can be increased when Triamcinolone is combined with Glyburide.,increase,risk
Triamcinolone,Glycerol phenylbutyrate,The therapeutic efficacy of Glycerol phenylbutyrate can be decreased when used in combination with Triamcinolone.,decrease,no risk
Triamcinolone,Glycol salicylate,The risk or severity of gastrointestinal irritation can be increased when Triamcinolone is combined with Glycol salicylate.,increase,risk
Triamcinolone,Glymidine,The risk or severity of hyperglycemia can be increased when Triamcinolone is combined with Glymidine.,increase,risk
Triamcinolone,Golimumab,The metabolism of Triamcinolone can be increased when combined with Golimumab.,increase,no risk
Triamcinolone,Grepafloxacin,The risk or severity of tendinopathy can be increased when Triamcinolone is combined with Grepafloxacin.,increase,risk
Triamcinolone,Guselkumab,The risk or severity of adverse effects can be increased when Triamcinolone is combined with Guselkumab.,increase,risk
Triamcinolone,Haemophilus influenzae type B strain 20752 capsular polysaccharide tetanus toxoid conjugate antigen,The therapeutic efficacy of Haemophilus influenzae type B strain 20752 capsular polysaccharide tetanus toxoid conjugate antigen can be decreased when used in combination with Triamcinolone.,decrease,no risk
Triamcinolone,Halofantrine,The metabolism of Halofantrine can be increased when combined with Triamcinolone.,increase,no risk
Triamcinolone,Haloperidol,The serum concentration of Haloperidol can be increased when it is combined with Triamcinolone.,increase,no risk
Triamcinolone,Heparin,The therapeutic efficacy of Heparin can be decreased when used in combination with Triamcinolone.,decrease,no risk
Triamcinolone,Hepatitis A Vaccine,The therapeutic efficacy of Hepatitis A Vaccine can be decreased when used in combination with Triamcinolone.,decrease,no risk
Triamcinolone,Hepatitis B Vaccine (Recombinant),The therapeutic efficacy of Hepatitis B Vaccine (Recombinant) can be decreased when used in combination with Triamcinolone.,decrease,no risk
Triamcinolone,Hexafluronium,The therapeutic efficacy of Hexafluronium can be decreased when used in combination with Triamcinolone.,decrease,no risk
Triamcinolone,Human adenovirus e serotype 4 strain cl-68578 antigen,The therapeutic efficacy of Human adenovirus e serotype 4 strain cl-68578 antigen can be decreased when used in combination with Triamcinolone.,decrease,no risk
Triamcinolone,Huperzine A,The therapeutic efficacy of Huperzine A can be decreased when used in combination with Triamcinolone.,decrease,no risk
Triamcinolone,Hyaluronidase,The therapeutic efficacy of Hyaluronidase can be decreased when used in combination with Triamcinolone.,decrease,no risk
Triamcinolone,Hyaluronidase (human recombinant),The therapeutic efficacy of Hyaluronidase (human recombinant) can be decreased when used in combination with Triamcinolone.,decrease,no risk
Triamcinolone,Hyaluronidase (ovine),The therapeutic efficacy of Hyaluronidase (ovine) can be decreased when used in combination with Triamcinolone.,decrease,no risk
Triamcinolone,Hydrochlorothiazide,The risk or severity of electrolyte imbalance can be increased when Triamcinolone is combined with Hydrochlorothiazide.,increase,risk
Triamcinolone,Hydrocortisone,The metabolism of Hydrocortisone can be increased when combined with Triamcinolone.,increase,no risk
Triamcinolone,Hydrocortisone acetate,The risk or severity of adverse effects can be increased when Triamcinolone is combined with Hydrocortisone acetate.,increase,risk
Triamcinolone,Hydrocortisone butyrate,The risk or severity of adverse effects can be increased when Triamcinolone is combined with Hydrocortisone butyrate.,increase,risk
Triamcinolone,Hydrocortisone cypionate,The metabolism of Hydrocortisone cypionate can be increased when combined with Triamcinolone.,increase,no risk
Triamcinolone,Hydrocortisone phosphate,The metabolism of Hydrocortisone phosphate can be increased when combined with Triamcinolone.,increase,no risk
Triamcinolone,Hydrocortisone succinate,The risk or severity of adverse effects can be increased when Triamcinolone is combined with Hydrocortisone succinate.,increase,risk
Triamcinolone,Hydroflumethiazide,The risk or severity of electrolyte imbalance can be increased when Triamcinolone is combined with Hydroflumethiazide.,increase,risk
Triamcinolone,Hydrotalcite,The bioavailability of Triamcinolone can be decreased when combined with Hydrotalcite.,decrease,no risk
Triamcinolone,Hydroxychloroquine,The risk or severity of adverse effects can be increased when Triamcinolone is combined with Hydroxychloroquine.,increase,risk
Triamcinolone,Hydroxyprogesterone caproate,The serum concentration of Triamcinolone can be increased when it is combined with Hydroxyprogesterone caproate.,increase,no risk
Triamcinolone,Hydroxyurea,The risk or severity of adverse effects can be increased when Triamcinolone is combined with Hydroxyurea.,increase,risk
Triamcinolone,Hydroxyzine,The metabolism of Hydroxyzine can be increased when combined with Triamcinolone.,increase,no risk
Triamcinolone,Janssen COVID-19 Vaccine,The therapeutic efficacy of Janssen COVID-19 Vaccine can be decreased when used in combination with Triamcinolone.,decrease,no risk
Triamcinolone,Japanese encephalitis virus strain sa 14-14-2 antigen (formaldehyde inactivated),The therapeutic efficacy of Japanese encephalitis virus strain sa 14-14-2 antigen (formaldehyde inactivated) can be decreased when used in combination with Triamcinolone.,decrease,no risk
Triamcinolone,Ketamine,The therapeutic efficacy of Ketamine can be decreased when used in combination with Triamcinolone.,decrease,no risk
Triamcinolone,Ketoconazole,The serum concentration of Triamcinolone can be increased when it is combined with Ketoconazole.,increase,no risk
Triamcinolone,Ketoprofen,The risk or severity of gastrointestinal irritation can be increased when Triamcinolone is combined with Ketoprofen.,increase,risk
Triamcinolone,Ketorolac,The risk or severity of gastrointestinal irritation can be increased when Triamcinolone is combined with Ketorolac.,increase,risk
Triamcinolone,Nabumetone,The risk or severity of gastrointestinal irritation can be increased when Triamcinolone is combined with Nabumetone.,increase,risk
Triamcinolone,Nadroparin,The therapeutic efficacy of Nadroparin can be decreased when used in combination with Triamcinolone.,decrease,no risk
Triamcinolone,Nafarelin,"The risk or severity of myopathy, rhabdomyolysis, and myoglobinuria can be increased when Triamcinolone is combined with Nafarelin.",increase,risk
Triamcinolone,Nalidixic acid,The risk or severity of tendinopathy can be increased when Triamcinolone is combined with Nalidixic acid.,increase,risk
Triamcinolone,Naltrexone,"The risk or severity of myopathy, rhabdomyolysis, and myoglobinuria can be increased when Triamcinolone is combined with Naltrexone.",increase,risk
Triamcinolone,Nandrolone decanoate,The risk or severity of edema formation can be increased when Nandrolone decanoate is combined with Triamcinolone.,increase,risk
Triamcinolone,Nandrolone phenpropionate,The risk or severity of edema formation can be increased when Nandrolone phenpropionate is combined with Triamcinolone.,increase,risk
Triamcinolone,Naproxen,The risk or severity of gastrointestinal irritation can be increased when Triamcinolone is combined with Naproxen.,increase,risk
Triamcinolone,Natalizumab,The risk or severity of immunosuppression can be increased when Triamcinolone is combined with Natalizumab.,increase,risk
Triamcinolone,Nateglinide,The risk or severity of hyperglycemia can be increased when Triamcinolone is combined with Nateglinide.,increase,risk
Triamcinolone,Nefazodone,The metabolism of Triamcinolone can be decreased when combined with Nefazodone.,decrease,no risk
Triamcinolone,Nelarabine,The risk or severity of adverse effects can be increased when Triamcinolone is combined with Nelarabine.,increase,risk
Triamcinolone,Nelfinavir,The metabolism of Triamcinolone can be decreased when combined with Nelfinavir.,decrease,no risk
Triamcinolone,Neostigmine,The therapeutic efficacy of Neostigmine can be decreased when used in combination with Triamcinolone.,decrease,no risk
Triamcinolone,Neratinib,The metabolism of Neratinib can be increased when combined with Triamcinolone.,increase,no risk
Triamcinolone,Netupitant,The metabolism of Triamcinolone can be decreased when combined with Netupitant.,decrease,no risk
Triamcinolone,Nevirapine,The metabolism of Nevirapine can be increased when combined with Triamcinolone.,increase,no risk
Triamcinolone,Niacin,"The risk or severity of myopathy, rhabdomyolysis, and myoglobinuria can be increased when Triamcinolone is combined with Niacin.",increase,risk
Triamcinolone,Nicardipine,The metabolism of Triamcinolone can be decreased when combined with Nicardipine.,decrease,no risk
Triamcinolone,Nicorandil,The risk or severity of ulceration can be increased when Triamcinolone is combined with Nicorandil.,increase,risk
Triamcinolone,Nifedipine,The metabolism of Nifedipine can be increased when combined with Triamcinolone.,increase,no risk
Triamcinolone,Nilotinib,The metabolism of Triamcinolone can be decreased when combined with Nilotinib.,decrease,no risk
Triamcinolone,Nilvadipine,The metabolism of Triamcinolone can be decreased when combined with Nilvadipine.,decrease,no risk
Triamcinolone,Nimesulide,The risk or severity of gastrointestinal irritation can be increased when Triamcinolone is combined with Nimesulide.,increase,risk
Triamcinolone,Nintedanib,The metabolism of Nintedanib can be increased when combined with Triamcinolone.,increase,no risk
Triamcinolone,Nisoldipine,The metabolism of Nisoldipine can be increased when combined with Triamcinolone.,increase,no risk
Triamcinolone,Nitrendipine,The metabolism of Nitrendipine can be increased when combined with Triamcinolone.,increase,no risk
Triamcinolone,Nizatidine,The therapeutic efficacy of Nizatidine can be decreased when used in combination with Triamcinolone.,decrease,no risk
Triamcinolone,Nomegestrol,The serum concentration of Triamcinolone can be increased when it is combined with Nomegestrol.,increase,no risk
Triamcinolone,Nomegestrol acetate,The serum concentration of Triamcinolone can be increased when it is combined with Nomegestrol acetate.,increase,no risk
Triamcinolone,Norelgestromin,The serum concentration of Triamcinolone can be increased when it is combined with Norelgestromin.,increase,no risk
Triamcinolone,Norepinephrine,The risk or severity of hypokalemia can be increased when Triamcinolone is combined with Norepinephrine.,increase,risk
Triamcinolone,Norethisterone,The serum concentration of Triamcinolone can be increased when it is combined with Norethisterone.,increase,no risk
Triamcinolone,Norethynodrel,The serum concentration of Triamcinolone can be increased when it is combined with Norethynodrel.,increase,no risk
