DrugA,DrugB,Interaction,Mechanism,risk_level
Ondansetron,Goserelin,The risk or severity of QTc prolongation can be increased when Goserelin is combined with Ondansetron.,increase,risk
Ondansetron,Granisetron,The risk or severity of QTc prolongation can be increased when Granisetron is combined with Ondansetron.,increase,risk
Ondansetron,Grepafloxacin,The risk or severity of QTc prolongation can be increased when Ondansetron is combined with Grepafloxacin.,increase,risk
Ondansetron,Guanabenz,The metabolism of Ondansetron can be decreased when combined with Guanabenz.,decrease,no risk
Ondansetron,Guanfacine,The risk or severity of CNS depression can be increased when Ondansetron is combined with Guanfacine.,increase,risk
Ondansetron,Halazepam,The risk or severity of CNS depression can be increased when Halazepam is combined with Ondansetron.,increase,risk
Ondansetron,Halofantrine,The risk or severity of QTc prolongation can be increased when Ondansetron is combined with Halofantrine.,increase,risk
Ondansetron,Haloperidol,The risk or severity of QTc prolongation can be increased when Ondansetron is combined with Haloperidol.,increase,risk
Ondansetron,Halothane,The risk or severity of CNS depression can be increased when Ondansetron is combined with Halothane.,increase,risk
Ondansetron,Hexafluronium,The risk or severity of CNS depression can be increased when Ondansetron is combined with Hexafluronium.,increase,risk
Ondansetron,Histrelin,The risk or severity of QTc prolongation can be increased when Histrelin is combined with Ondansetron.,increase,risk
Ondansetron,Hydrochlorothiazide,The risk or severity of QTc prolongation can be increased when Hydrochlorothiazide is combined with Ondansetron.,increase,risk
Ondansetron,Hydrocodone,Ondansetron may increase the central nervous system depressant (CNS depressant) activities of Hydrocodone.,increase,no risk
Ondansetron,Hydrocortisone,The metabolism of Ondansetron can be decreased when combined with Hydrocortisone.,decrease,no risk
Ondansetron,Hydrocortisone acetate,The metabolism of Hydrocortisone acetate can be decreased when combined with Ondansetron.,decrease,no risk
Ondansetron,Hydrocortisone butyrate,The metabolism of Hydrocortisone butyrate can be decreased when combined with Ondansetron.,decrease,no risk
Ondansetron,Hydrocortisone cypionate,The metabolism of Hydrocortisone cypionate can be decreased when combined with Ondansetron.,decrease,no risk
Ondansetron,Hydrocortisone phosphate,The metabolism of Hydrocortisone phosphate can be decreased when combined with Ondansetron.,decrease,no risk
Ondansetron,Hydromorphone,The risk or severity of CNS depression can be increased when Hydromorphone is combined with Ondansetron.,increase,risk
Ondansetron,Hydroxychloroquine,The metabolism of Ondansetron can be decreased when combined with Hydroxychloroquine.,decrease,no risk
Ondansetron,Hydroxyprogesterone caproate,The metabolism of Hydroxyprogesterone caproate can be decreased when combined with Ondansetron.,decrease,no risk
Ondansetron,Hydroxyzine,The risk or severity of QTc prolongation can be increased when Ondansetron is combined with Hydroxyzine.,increase,risk
Ondansetron,Hyoscyamine,The risk or severity of QTc prolongation can be increased when Hyoscyamine is combined with Ondansetron.,increase,risk
Ondansetron,Ketamine,The risk or severity of CNS depression can be increased when Ondansetron is combined with Ketamine.,increase,risk
Ondansetron,Ketazolam,The risk or severity of CNS depression can be increased when Ondansetron is combined with Ketazolam.,increase,risk
Ondansetron,Ketoconazole,The metabolism of Ondansetron can be decreased when combined with Ketoconazole.,decrease,no risk
Ondansetron,Ketorolac,The metabolism of Ondansetron can be decreased when combined with Ketorolac.,decrease,no risk
Ondansetron,Obeticholic acid,The metabolism of Ondansetron can be decreased when combined with Obeticholic acid.,decrease,no risk
Ondansetron,Octreotide,The risk or severity of QTc prolongation can be increased when Octreotide is combined with Ondansetron.,increase,risk
Ondansetron,Ofloxacin,The risk or severity of QTc prolongation can be increased when Ondansetron is combined with Ofloxacin.,increase,risk
Ondansetron,Olanzapine,The risk or severity of CNS depression can be increased when Olanzapine is combined with Ondansetron.,increase,risk
Ondansetron,Olaparib,The metabolism of Olaparib can be decreased when combined with Ondansetron.,decrease,no risk
Ondansetron,Oliceridine,"The risk or severity of hypotension, sedation, death, somnolence, and respiratory depression can be increased when Ondansetron is combined with Oliceridine.",increase,risk
Ondansetron,Olodaterol,The risk or severity of QTc prolongation can be increased when Olodaterol is combined with Ondansetron.,increase,risk
Ondansetron,Omaveloxolone,The serum concentration of Ondansetron can be decreased when it is combined with Omaveloxolone.,decrease,no risk
Ondansetron,Opium,The risk or severity of CNS depression can be increased when Ondansetron is combined with Opium.,increase,risk
Ondansetron,Oritavancin,The metabolism of Ondansetron can be decreased when combined with Oritavancin.,decrease,no risk
Ondansetron,Orphenadrine,Ondansetron may increase the central nervous system depressant (CNS depressant) activities of Orphenadrine.,increase,no risk
Ondansetron,Osilodrostat,The metabolism of Ondansetron can be decreased when combined with Osilodrostat.,decrease,no risk
Ondansetron,Osimertinib,The serum concentration of Ondansetron can be decreased when it is combined with Osimertinib.,decrease,no risk
Ondansetron,Ospemifene,The metabolism of Ondansetron can be decreased when combined with Ospemifene.,decrease,no risk
Ondansetron,Oxaliplatin,The risk or severity of QTc prolongation can be increased when Oxaliplatin is combined with Ondansetron.,increase,risk
Ondansetron,Oxamniquine,The metabolism of Ondansetron can be decreased when combined with Oxamniquine.,decrease,no risk
Ondansetron,Oxandrolone,The metabolism of Ondansetron can be decreased when combined with Oxandrolone.,decrease,no risk
Ondansetron,Oxatomide,The risk or severity of QTc prolongation can be increased when Ondansetron is combined with Oxatomide.,increase,risk
Ondansetron,Oxazepam,The risk or severity of CNS depression can be increased when Oxazepam is combined with Ondansetron.,increase,risk
Ondansetron,Oxcarbazepine,The risk or severity of CNS depression can be increased when Oxcarbazepine is combined with Ondansetron.,increase,risk
Ondansetron,Oxitriptan,The risk or severity of CNS depression can be increased when Ondansetron is combined with Oxitriptan.,increase,risk
Ondansetron,Oxprenolol,The risk or severity of CNS depression can be increased when Ondansetron is combined with Oxprenolol.,increase,risk
Ondansetron,Oxtriphylline,The metabolism of Oxtriphylline can be decreased when combined with Ondansetron.,decrease,no risk
Ondansetron,Oxybuprocaine,The risk or severity of CNS depression can be increased when Oxybuprocaine is combined with Ondansetron.,increase,risk
Ondansetron,Oxybutynin,The metabolism of Ondansetron can be decreased when combined with Oxybutynin.,decrease,no risk
Ondansetron,Oxycodone,The risk or severity of CNS depression can be increased when Oxycodone is combined with Ondansetron.,increase,risk
Ondansetron,Oxymorphone,The risk or severity of CNS depression can be increased when Ondansetron is combined with Oxymorphone.,increase,risk
Ondansetron,Oxytocin,The risk or severity of QTc prolongation can be increased when Oxytocin is combined with Ondansetron.,increase,risk
Ondansetron,Quazepam,The risk or severity of CNS depression can be increased when Ondansetron is combined with Quazepam.,increase,risk
Ondansetron,Quetiapine,The risk or severity of QTc prolongation can be increased when Ondansetron is combined with Quetiapine.,increase,risk
Ondansetron,Quinidine,The metabolism of Quinidine can be decreased when combined with Ondansetron.,decrease,no risk
Ondansetron,Quinine,The metabolism of Ondansetron can be decreased when combined with Quinine.,decrease,no risk
Ondansetron,Quinupramine,The risk or severity of CNS depression can be increased when Ondansetron is combined with Quinupramine.,increase,risk
Ondansetron,Quizartinib,The risk or severity of QTc prolongation can be increased when Ondansetron is combined with Quizartinib.,increase,risk
Ondansetron,Udenafil,The metabolism of Udenafil can be decreased when combined with Ondansetron.,decrease,no risk
Ondansetron,Umeclidinium,The metabolism of Umeclidinium can be decreased when combined with Ondansetron.,decrease,no risk
Ondansetron,Urethane,The risk or severity of CNS depression can be increased when Ondansetron is combined with Urethane.,increase,risk
Ondansetron,Vadadustat,The serum concentration of Ondansetron can be increased when it is combined with Vadadustat.,increase,no risk
Ondansetron,Valbenazine,The metabolism of Valbenazine can be decreased when combined with Ondansetron.,decrease,no risk
Ondansetron,Valdecoxib,The metabolism of Ondansetron can be decreased when combined with Valdecoxib.,decrease,no risk
Ondansetron,Valproate bismuth,The risk or severity of serotonin syndrome can be increased when Ondansetron is combined with Valproate bismuth.,increase,risk
Ondansetron,Valproic acid,The risk or severity of QTc prolongation can be increased when Ondansetron is combined with Valproic acid.,increase,risk
Ondansetron,Valsartan,The metabolism of Ondansetron can be decreased when combined with Valsartan.,decrease,no risk
Ondansetron,Vandetanib,The risk or severity of QTc prolongation can be increased when Ondansetron is combined with Vandetanib.,increase,risk
Ondansetron,Vardenafil,The risk or severity of QTc prolongation can be increased when Vardenafil is combined with Ondansetron.,increase,risk
Ondansetron,Vecuronium,The risk or severity of CNS depression can be increased when Ondansetron is combined with Vecuronium.,increase,risk
Ondansetron,Vemurafenib,The serum concentration of Ondansetron can be increased when it is combined with Vemurafenib.,increase,no risk
Ondansetron,Venetoclax,The metabolism of Ondansetron can be decreased when combined with Venetoclax.,decrease,no risk
Ondansetron,Venlafaxine,The risk or severity of serotonin syndrome can be increased when Ondansetron is combined with Venlafaxine.,increase,risk
Ondansetron,Verapamil,The metabolism of Ondansetron can be decreased when combined with Verapamil.,decrease,no risk
Ondansetron,Vernakalant,The risk or severity of QTc prolongation can be increased when Vernakalant is combined with Ondansetron.,increase,risk
Ondansetron,Vigabatrin,The risk or severity of CNS depression can be increased when Ondansetron is combined with Vigabatrin.,increase,risk
Ondansetron,Vilanterol,The risk or severity of QTc prolongation and ventricular arrhythmias can be increased when Vilanterol is combined with Ondansetron.,increase,risk
Ondansetron,Vilazodone,The metabolism of Ondansetron can be decreased when combined with Vilazodone.,decrease,no risk
Ondansetron,Viloxazine,The metabolism of Ondansetron can be decreased when combined with Viloxazine.,decrease,no risk
Ondansetron,Vinblastine,The metabolism of Ondansetron can be decreased when combined with Vinblastine.,decrease,no risk
Ondansetron,Vincristine,The metabolism of Vincristine can be decreased when combined with Ondansetron.,decrease,no risk
Ondansetron,Vinorelbine,The metabolism of Ondansetron can be decreased when combined with Vinorelbine.,decrease,no risk
Ondansetron,Vonoprazan,The metabolism of Vonoprazan can be decreased when combined with Ondansetron.,decrease,no risk
Ondansetron,Voriconazole,The metabolism of Ondansetron can be decreased when combined with Voriconazole.,decrease,no risk
Ondansetron,Vorinostat,The risk or severity of QTc prolongation can be increased when Vorinostat is combined with Ondansetron.,increase,risk
Ondansetron,Vortioxetine,The risk or severity of CNS depression can be increased when Ondansetron is combined with Vortioxetine.,increase,risk
Ondansetron,Voxelotor,The metabolism of Voxelotor can be decreased when combined with Ondansetron.,decrease,no risk
Ondansetron,Voxilaprevir,The metabolism of Voxilaprevir can be decreased when combined with Ondansetron.,decrease,no risk
Ondansetron,Warfarin,The metabolism of Ondansetron can be decreased when combined with Warfarin.,decrease,no risk
Ondansetron,Ximelagatran,The metabolism of Ximelagatran can be decreased when combined with Ondansetron.,decrease,no risk
Ondansetron,Yohimbine,The therapeutic efficacy of Ondansetron can be increased when used in combination with Yohimbine.,increase,no risk
Ondansetron,Zafirlukast,The metabolism of Ondansetron can be decreased when combined with Zafirlukast.,decrease,no risk
Ondansetron,Zaleplon,The risk or severity of CNS depression can be increased when Ondansetron is combined with Zaleplon.,increase,risk
Ondansetron,Ziconotide,The risk or severity of CNS depression can be increased when Ondansetron is combined with Ziconotide.,increase,risk
Ondansetron,Zidovudine,The metabolism of Ondansetron can be decreased when combined with Zidovudine.,decrease,no risk
Ondansetron,Zileuton,The metabolism of Ondansetron can be decreased when combined with Zileuton.,decrease,no risk
Ondansetron,Zimelidine,The risk or severity of adverse effects can be increased when Ondansetron is combined with Zimelidine.,increase,risk
Ondansetron,Ziprasidone,The risk or severity of QTc prolongation can be increased when Ondansetron is combined with Ziprasidone.,increase,risk
Ondansetron,Zolmitriptan,The risk or severity of CNS depression can be increased when Zolmitriptan is combined with Ondansetron.,increase,risk
Ondansetron,Zolpidem,Ondansetron may increase the central nervous system depressant (CNS depressant) activities of Zolpidem.,increase,no risk
Ondansetron,Zonisamide,The risk or severity of CNS depression can be increased when Ondansetron is combined with Zonisamide.,increase,risk
Ondansetron,Zopiclone,The risk or severity of adverse effects can be increased when Ondansetron is combined with Zopiclone.,increase,risk
Ondansetron,Zotepine,The risk or severity of CNS depression can be increased when Ondansetron is combined with Zotepine.,increase,risk
Ondansetron,Zuclopenthixol,The risk or severity of QTc prolongation can be increased when Ondansetron is combined with Zuclopenthixol.,increase,risk
Ondansetron,Zuranolone,The risk or severity of CNS depression can be increased when Zuranolone is combined with Ondansetron.,increase,risk
Bimatoprost,Olmesartan,Olmesartan may increase the hypotensive activities of Bimatoprost.,increase,no risk
Bimatoprost,Oxaprozin,The therapeutic efficacy of Bimatoprost can be decreased when used in combination with Oxaprozin.,decrease,no risk
Bimatoprost,Oxprenolol,Bimatoprost may increase the hypotensive activities of Oxprenolol.,increase,no risk
Bimatoprost,Oxyphenbutazone,The therapeutic efficacy of Bimatoprost can be decreased when used in combination with Oxyphenbutazone.,decrease,no risk
Bimatoprost,Quetiapine,Quetiapine may increase the hypotensive activities of Bimatoprost.,increase,no risk
Bimatoprost,Quinapril,Quinapril may increase the hypotensive activities of Bimatoprost.,increase,no risk
Bimatoprost,Quinine,Quinine may increase the hypotensive activities of Bimatoprost.,increase,no risk
Bimatoprost,Unoprostone,Bimatoprost may increase the hypotensive activities of Unoprostone.,increase,no risk
Bimatoprost,Valdecoxib,The therapeutic efficacy of Bimatoprost can be decreased when used in combination with Valdecoxib.,decrease,no risk
Bimatoprost,Valsartan,Valsartan may increase the hypotensive activities of Bimatoprost.,increase,no risk
Bimatoprost,Ziprasidone,Ziprasidone may increase the antihypertensive activities of Bimatoprost.,increase,no risk
Bimatoprost,Zofenopril,Bimatoprost may increase the hypotensive activities of Zofenopril.,increase,no risk
Tiagabine,Gabapentin,The risk or severity of CNS depression can be increased when Tiagabine is combined with Gabapentin.,increase,risk
Tiagabine,Gabapentin enacarbil,The risk or severity of CNS depression can be increased when Tiagabine is combined with Gabapentin enacarbil.,increase,risk
Tiagabine,Gallamine triethiodide,The risk or severity of CNS depression can be increased when Gallamine triethiodide is combined with Tiagabine.,increase,risk
Tiagabine,Gamolenic acid,The therapeutic efficacy of Tiagabine can be decreased when used in combination with Gamolenic acid.,decrease,no risk
Tiagabine,Ganaxolone,"The risk or severity of sedation, somnolence, and CNS depression can be increased when Tiagabine is combined with Ganaxolone.",increase,risk
Tiagabine,Ganciclovir,The therapeutic efficacy of Tiagabine can be decreased when used in combination with Ganciclovir.,decrease,no risk
Tiagabine,Gemfibrozil,The metabolism of Tiagabine can be decreased when combined with Gemfibrozil.,decrease,no risk
Tiagabine,Gepirone,The risk or severity of CNS depression can be increased when Tiagabine is combined with Gepirone.,increase,risk
Tiagabine,Gestrinone,The metabolism of Gestrinone can be increased when combined with Tiagabine.,increase,no risk
Tiagabine,Glecaprevir,The metabolism of Tiagabine can be decreased when combined with Glecaprevir.,decrease,no risk
Tiagabine,Glofitamab,The serum concentration of Tiagabine can be increased when it is combined with Glofitamab.,increase,no risk
Tiagabine,Glutethimide,The risk or severity of CNS depression can be increased when Tiagabine is combined with Glutethimide.,increase,risk
Tiagabine,Granisetron,The risk or severity of CNS depression can be increased when Granisetron is combined with Tiagabine.,increase,risk
Tiagabine,Guanfacine,The risk or severity of CNS depression can be increased when Tiagabine is combined with Guanfacine.,increase,risk
Tiagabine,Halazepam,The risk or severity of CNS depression can be increased when Halazepam is combined with Tiagabine.,increase,risk
Tiagabine,Halofantrine,The therapeutic efficacy of Tiagabine can be decreased when used in combination with Halofantrine.,decrease,no risk
Tiagabine,Haloperidol,The risk or severity of CNS depression can be increased when Haloperidol is combined with Tiagabine.,increase,risk
Tiagabine,Halothane,The risk or severity of CNS depression can be increased when Tiagabine is combined with Halothane.,increase,risk
Tiagabine,Hexafluronium,The risk or severity of CNS depression can be increased when Tiagabine is combined with Hexafluronium.,increase,risk
Tiagabine,Hydrocodone,Tiagabine may increase the central nervous system depressant (CNS depressant) activities of Hydrocodone.,increase,no risk
Tiagabine,Hydromorphone,The risk or severity of CNS depression can be increased when Hydromorphone is combined with Tiagabine.,increase,risk
Tiagabine,Hydroxychloroquine,The therapeutic efficacy of Tiagabine can be decreased when used in combination with Hydroxychloroquine.,decrease,no risk
Tiagabine,Hydroxyprogesterone caproate,The metabolism of Hydroxyprogesterone caproate can be increased when combined with Tiagabine.,increase,no risk
Tiagabine,Hydroxyzine,Hydroxyzine may increase the central nervous system depressant (CNS depressant) activities of Tiagabine.,increase,no risk
Tiagabine,Ketamine,The risk or severity of CNS depression can be increased when Tiagabine is combined with Ketamine.,increase,risk
Tiagabine,Ketazolam,The risk or severity of CNS depression can be increased when Tiagabine is combined with Ketazolam.,increase,risk
Tiagabine,Ketoconazole,The metabolism of Tiagabine can be decreased when combined with Ketoconazole.,decrease,no risk
Tiagabine,Olanzapine,The risk or severity of CNS depression can be increased when Olanzapine is combined with Tiagabine.,increase,risk
