DrugA,DrugB,Interaction,Mechanism,risk_level
Ketoconazole,Brincidofovir,The serum concentration of Brincidofovir can be increased when it is combined with Ketoconazole.,increase,no risk
Ketoconazole,Brivaracetam,The metabolism of Brivaracetam can be decreased when combined with Ketoconazole.,decrease,no risk
Ketoconazole,Bromazepam,The metabolism of Bromazepam can be decreased when combined with Ketoconazole.,decrease,no risk
Ketoconazole,Bromocriptine,The serum concentration of Bromocriptine can be increased when it is combined with Ketoconazole.,increase,no risk
Ketoconazole,Bromotheophylline,The metabolism of Bromotheophylline can be decreased when combined with Ketoconazole.,decrease,no risk
Ketoconazole,Brompheniramine,The metabolism of Brompheniramine can be decreased when combined with Ketoconazole.,decrease,no risk
Ketoconazole,Buclizine,The risk or severity of QTc prolongation can be increased when Buclizine is combined with Ketoconazole.,increase,risk
Ketoconazole,Budesonide,The metabolism of Budesonide can be decreased when combined with Ketoconazole.,decrease,no risk
Ketoconazole,Bumadizone,The risk or severity of hyperkalemia can be increased when Ketoconazole is combined with Bumadizone.,increase,risk
Ketoconazole,Bupivacaine,The metabolism of Bupivacaine can be decreased when combined with Ketoconazole.,decrease,no risk
Ketoconazole,Buprenorphine,The metabolism of Buprenorphine can be decreased when combined with Ketoconazole.,decrease,no risk
Ketoconazole,Bupropion,The serum concentration of Bupropion can be increased when it is combined with Ketoconazole.,increase,no risk
Ketoconazole,Buserelin,The risk or severity of QTc prolongation can be increased when Ketoconazole is combined with Buserelin.,increase,risk
Ketoconazole,Buspirone,The metabolism of Buspirone can be decreased when combined with Ketoconazole.,decrease,no risk
Ketoconazole,Busulfan,The metabolism of Busulfan can be decreased when combined with Ketoconazole.,decrease,no risk
Ketoconazole,Butriptyline,The risk or severity of QTc prolongation can be increased when Ketoconazole is combined with Butriptyline.,increase,risk
Ketoconazole,Gadobenic acid,The risk or severity of QTc prolongation can be increased when Ketoconazole is combined with Gadobenic acid.,increase,risk
Ketoconazole,Gadoxetic acid,The excretion of Gadoxetic acid can be decreased when combined with Ketoconazole.,decrease,no risk
Ketoconazole,Galantamine,The metabolism of Galantamine can be decreased when combined with Ketoconazole.,decrease,no risk
Ketoconazole,Gallamine triethiodide,The therapeutic efficacy of Gallamine triethiodide can be increased when used in combination with Ketoconazole.,increase,no risk
Ketoconazole,Gatifloxacin,The risk or severity of QTc prolongation can be increased when Ketoconazole is combined with Gatifloxacin.,increase,risk
Ketoconazole,Gefitinib,The metabolism of Gefitinib can be decreased when combined with Ketoconazole.,decrease,no risk
Ketoconazole,Gemcitabine,The serum concentration of Gemcitabine can be increased when it is combined with Ketoconazole.,increase,no risk
Ketoconazole,Gemfibrozil,The metabolism of Gemfibrozil can be decreased when combined with Ketoconazole.,decrease,no risk
Ketoconazole,Gemifloxacin,The risk or severity of QTc prolongation can be increased when Ketoconazole is combined with Gemifloxacin.,increase,risk
Ketoconazole,Gepirone,The serum concentration of Gepirone can be increased when it is combined with Ketoconazole.,increase,no risk
Ketoconazole,Gestrinone,The metabolism of Gestrinone can be decreased when combined with Ketoconazole.,decrease,no risk
Ketoconazole,Gilteritinib,The metabolism of Gilteritinib can be decreased when combined with Ketoconazole.,decrease,no risk
Ketoconazole,Glasdegib,The serum concentration of Glasdegib can be increased when it is combined with Ketoconazole.,increase,no risk
Ketoconazole,Glecaprevir,The serum concentration of Glecaprevir can be increased when it is combined with Ketoconazole.,increase,no risk
Ketoconazole,Glimepiride,Ketoconazole may decrease the excretion rate of Glimepiride which could result in a higher serum level.,decrease,no risk
Ketoconazole,Glipizide,Ketoconazole may decrease the excretion rate of Glipizide which could result in a higher serum level.,decrease,no risk
Ketoconazole,Glofitamab,The serum concentration of Ketoconazole can be increased when it is combined with Glofitamab.,increase,no risk
Ketoconazole,Glyburide,The metabolism of Glyburide can be decreased when combined with Ketoconazole.,decrease,no risk
Ketoconazole,Glycyrrhizic acid,Ketoconazole may decrease the excretion rate of Glycyrrhizic acid which could result in a higher serum level.,decrease,no risk
Ketoconazole,Goserelin,The risk or severity of QTc prolongation can be increased when Ketoconazole is combined with Goserelin.,increase,risk
Ketoconazole,Granisetron,The metabolism of Granisetron can be decreased when combined with Ketoconazole.,decrease,no risk
Ketoconazole,Grazoprevir,The metabolism of Grazoprevir can be decreased when combined with Ketoconazole.,decrease,no risk
Ketoconazole,Grepafloxacin,The metabolism of Grepafloxacin can be decreased when combined with Ketoconazole.,decrease,no risk
Ketoconazole,Guanabenz,The metabolism of Guanabenz can be decreased when combined with Ketoconazole.,decrease,no risk
Ketoconazole,Guanfacine,The metabolism of Guanfacine can be decreased when combined with Ketoconazole.,decrease,no risk
Ketoconazole,Halofantrine,The metabolism of Halofantrine can be decreased when combined with Ketoconazole.,decrease,no risk
Ketoconazole,Haloperidol,The metabolism of Haloperidol can be decreased when combined with Ketoconazole.,decrease,no risk
Ketoconazole,Halothane,The metabolism of Halothane can be decreased when combined with Ketoconazole.,decrease,no risk
Ketoconazole,Heparin,The risk or severity of hyperkalemia can be increased when Ketoconazole is combined with Heparin.,increase,risk
Ketoconazole,Histrelin,The risk or severity of QTc prolongation can be increased when Ketoconazole is combined with Histrelin.,increase,risk
Ketoconazole,Hydrochlorothiazide,The risk or severity of QTc prolongation can be increased when Hydrochlorothiazide is combined with Ketoconazole.,increase,risk
Ketoconazole,Hydrocodone,The metabolism of Hydrocodone can be decreased when combined with Ketoconazole.,decrease,no risk
Ketoconazole,Hydrocortisone,The metabolism of Hydrocortisone can be decreased when combined with Ketoconazole.,decrease,no risk
Ketoconazole,Hydrocortisone acetate,The metabolism of Hydrocortisone acetate can be decreased when combined with Ketoconazole.,decrease,no risk
Ketoconazole,Hydrocortisone butyrate,The metabolism of Hydrocortisone butyrate can be decreased when combined with Ketoconazole.,decrease,no risk
Ketoconazole,Hydrocortisone cypionate,The metabolism of Hydrocortisone cypionate can be decreased when combined with Ketoconazole.,decrease,no risk
Ketoconazole,Hydrocortisone phosphate,The metabolism of Hydrocortisone phosphate can be decreased when combined with Ketoconazole.,decrease,no risk
Ketoconazole,Hydrocortisone succinate,The metabolism of Hydrocortisone succinate can be decreased when combined with Ketoconazole.,decrease,no risk
Ketoconazole,Hydromorphone,The metabolism of Hydromorphone can be decreased when combined with Ketoconazole.,decrease,no risk
Ketoconazole,Hydrotalcite,Hydrotalcite can cause a decrease in the absorption of Ketoconazole resulting in a reduced serum concentration and potentially a decrease in efficacy.,decrease,no risk
Ketoconazole,Hydroxychloroquine,The metabolism of Hydroxychloroquine can be decreased when combined with Ketoconazole.,decrease,no risk
Ketoconazole,Hydroxyprogesterone caproate,The metabolism of Hydroxyprogesterone caproate can be decreased when combined with Ketoconazole.,decrease,no risk
Ketoconazole,Hydroxyzine,The risk or severity of QTc prolongation can be increased when Ketoconazole is combined with Hydroxyzine.,increase,risk
Ketoconazole,Hyoscyamine,The risk or severity of QTc prolongation can be increased when Hyoscyamine is combined with Ketoconazole.,increase,risk
Ketoconazole,Ketamine,The metabolism of Ketamine can be decreased when combined with Ketoconazole.,decrease,no risk
Ketoconazole,Ketazolam,The metabolism of Ketazolam can be decreased when combined with Ketoconazole.,decrease,no risk
Ketoconazole,Ketoprofen,The metabolism of Ketoprofen can be decreased when combined with Ketoconazole.,decrease,no risk
Ketoconazole,Ketorolac,The metabolism of Ketorolac can be decreased when combined with Ketoconazole.,decrease,no risk
Ketoconazole,Obeticholic acid,The risk or severity of adverse effects can be increased when Ketoconazole is combined with Obeticholic acid.,increase,risk
Ketoconazole,Octreotide,The risk or severity of QTc prolongation can be increased when Octreotide is combined with Ketoconazole.,increase,risk
Ketoconazole,Ofloxacin,Ketoconazole may decrease the excretion rate of Ofloxacin which could result in a higher serum level.,decrease,no risk
Ketoconazole,Olanzapine,Olanzapine can cause a decrease in the absorption of Ketoconazole resulting in a reduced serum concentration and potentially a decrease in efficacy.,decrease,no risk
Ketoconazole,Olaparib,The metabolism of Olaparib can be decreased when combined with Ketoconazole.,decrease,no risk
Ketoconazole,Oliceridine,The serum concentration of Oliceridine can be increased when it is combined with Ketoconazole.,increase,no risk
Ketoconazole,Olmesartan,Olmesartan may decrease the excretion rate of Ketoconazole which could result in a higher serum level.,decrease,no risk
Ketoconazole,Olodaterol,The metabolism of Olodaterol can be decreased when combined with Ketoconazole.,decrease,no risk
Ketoconazole,Olutasidenib,The metabolism of Olutasidenib can be decreased when combined with Ketoconazole.,decrease,no risk
Ketoconazole,Omadacycline,The serum concentration of Omadacycline can be increased when it is combined with Ketoconazole.,increase,no risk
Ketoconazole,Omaveloxolone,The serum concentration of Omaveloxolone can be increased when it is combined with Ketoconazole.,increase,no risk
Ketoconazole,Ombitasvir,The metabolism of Ombitasvir can be decreased when combined with Ketoconazole.,decrease,no risk
Ketoconazole,Omeprazole,Omeprazole can cause a decrease in the absorption of Ketoconazole resulting in a reduced serum concentration and potentially a decrease in efficacy.,decrease,no risk
Ketoconazole,Ondansetron,The metabolism of Ondansetron can be decreased when combined with Ketoconazole.,decrease,no risk
Ketoconazole,Opium,The metabolism of Opium can be decreased when combined with Ketoconazole.,decrease,no risk
Ketoconazole,Orphenadrine,The metabolism of Orphenadrine can be decreased when combined with Ketoconazole.,decrease,no risk
Ketoconazole,Osilodrostat,The serum concentration of Osilodrostat can be increased when it is combined with Ketoconazole.,increase,no risk
Ketoconazole,Osimertinib,The metabolism of Osimertinib can be decreased when combined with Ketoconazole.,decrease,no risk
Ketoconazole,Ospemifene,The metabolism of Ospemifene can be decreased when combined with Ketoconazole.,decrease,no risk
Ketoconazole,Ouabain,The excretion of Ouabain can be decreased when combined with Ketoconazole.,decrease,no risk
Ketoconazole,Oxaliplatin,The risk or severity of QTc prolongation can be increased when Oxaliplatin is combined with Ketoconazole.,increase,risk
Ketoconazole,Oxaprozin,The risk or severity of hyperkalemia can be increased when Oxaprozin is combined with Ketoconazole.,increase,risk
Ketoconazole,Oxatomide,The risk or severity of QTc prolongation can be increased when Ketoconazole is combined with Oxatomide.,increase,risk
Ketoconazole,Oxazepam,The metabolism of Oxazepam can be decreased when combined with Ketoconazole.,decrease,no risk
Ketoconazole,Oxprenolol,The metabolism of Oxprenolol can be decreased when combined with Ketoconazole.,decrease,no risk
Ketoconazole,Oxtriphylline,The metabolism of Oxtriphylline can be decreased when combined with Ketoconazole.,decrease,no risk
Ketoconazole,Oxybutynin,The metabolism of Oxybutynin can be decreased when combined with Ketoconazole.,decrease,no risk
Ketoconazole,Oxycodone,The metabolism of Oxycodone can be decreased when combined with Ketoconazole.,decrease,no risk
Ketoconazole,Oxymorphone,The metabolism of Oxymorphone can be decreased when combined with Ketoconazole.,decrease,no risk
Ketoconazole,Oxyphenbutazone,The risk or severity of hyperkalemia can be increased when Ketoconazole is combined with Oxyphenbutazone.,increase,risk
Ketoconazole,Oxytocin,The risk or severity of QTc prolongation can be increased when Oxytocin is combined with Ketoconazole.,increase,risk
Ketoconazole,Ozanimod,The metabolism of Ozanimod can be decreased when combined with Ketoconazole.,decrease,no risk
Ketoconazole,Quazepam,The metabolism of Quazepam can be decreased when combined with Ketoconazole.,decrease,no risk
Ketoconazole,Quetiapine,The serum concentration of Quetiapine can be increased when it is combined with Ketoconazole.,increase,no risk
Ketoconazole,Quinapril,The risk or severity of hyperkalemia can be increased when Quinapril is combined with Ketoconazole.,increase,risk
Ketoconazole,Quinidine,The metabolism of Quinidine can be decreased when combined with Ketoconazole.,decrease,no risk
Ketoconazole,Quinine,The metabolism of Quinine can be decreased when combined with Ketoconazole.,decrease,no risk
Ketoconazole,Quizartinib,The serum concentration of Quizartinib can be increased when it is combined with Ketoconazole.,increase,no risk
Ketoconazole,Ubrogepant,The serum concentration of Ubrogepant can be increased when it is combined with Ketoconazole.,increase,no risk
Ketoconazole,Udenafil,The metabolism of Udenafil can be decreased when combined with Ketoconazole.,decrease,no risk
Ketoconazole,Ulipristal,The metabolism of Ulipristal can be decreased when combined with Ketoconazole.,decrease,no risk
Ketoconazole,Umeclidinium,The metabolism of Umeclidinium can be decreased when combined with Ketoconazole.,decrease,no risk
Ketoconazole,Upadacitinib,The metabolism of Upadacitinib can be decreased when combined with Ketoconazole.,decrease,no risk
Ketoconazole,Ursodeoxycholic acid,Ketoconazole may decrease the excretion rate of Ursodeoxycholic acid which could result in a higher serum level.,decrease,no risk
Ketoconazole,Vadadustat,The serum concentration of Ketoconazole can be increased when it is combined with Vadadustat.,increase,no risk
Ketoconazole,Valbenazine,The serum concentration of Valbenazine can be increased when it is combined with Ketoconazole.,increase,no risk
Ketoconazole,Valdecoxib,The metabolism of Valdecoxib can be decreased when combined with Ketoconazole.,decrease,no risk
Ketoconazole,Valoctocogene roxaparvovec,The therapeutic efficacy of Valoctocogene roxaparvovec can be decreased when used in combination with Ketoconazole.,decrease,no risk
Ketoconazole,Valproic acid,The metabolism of Valproic acid can be decreased when combined with Ketoconazole.,decrease,no risk
Ketoconazole,Valsartan,The risk or severity of hyperkalemia can be increased when Valsartan is combined with Ketoconazole.,increase,risk
Ketoconazole,Vamorolone,The serum concentration of Vamorolone can be increased when it is combined with Ketoconazole.,increase,no risk
Ketoconazole,Vandetanib,The metabolism of Vandetanib can be decreased when combined with Ketoconazole.,decrease,no risk
Ketoconazole,Vardenafil,The serum concentration of Vardenafil can be increased when it is combined with Ketoconazole.,increase,no risk
Ketoconazole,Vecuronium,The therapeutic efficacy of Vecuronium can be increased when used in combination with Ketoconazole.,increase,no risk
Ketoconazole,Velpatasvir,The metabolism of Velpatasvir can be decreased when combined with Ketoconazole.,decrease,no risk
Ketoconazole,Vemurafenib,The risk or severity of QTc prolongation can be increased when Vemurafenib is combined with Ketoconazole.,increase,risk
Ketoconazole,Venetoclax,The metabolism of Venetoclax can be decreased when combined with Ketoconazole.,decrease,no risk
Ketoconazole,Venlafaxine,The serum concentration of Venlafaxine can be increased when it is combined with Ketoconazole.,increase,no risk
Ketoconazole,Verapamil,The metabolism of Verapamil can be decreased when combined with Ketoconazole.,decrease,no risk
Ketoconazole,Vernakalant,The metabolism of Vernakalant can be decreased when combined with Ketoconazole.,decrease,no risk
Ketoconazole,Vilanterol,The serum concentration of Vilanterol can be increased when it is combined with Ketoconazole.,increase,no risk
Ketoconazole,Vilazodone,The metabolism of Vilazodone can be decreased when combined with Ketoconazole.,decrease,no risk
Ketoconazole,Viloxazine,The metabolism of Ketoconazole can be decreased when combined with Viloxazine.,decrease,no risk
Ketoconazole,Vinblastine,The metabolism of Vinblastine can be decreased when combined with Ketoconazole.,decrease,no risk
Ketoconazole,Vincristine,The excretion of Vincristine can be decreased when combined with Ketoconazole.,decrease,no risk
Ketoconazole,Vindesine,The metabolism of Vindesine can be decreased when combined with Ketoconazole.,decrease,no risk
Ketoconazole,Vinflunine,The metabolism of Vinflunine can be decreased when combined with Ketoconazole.,decrease,no risk
Ketoconazole,Vinorelbine,The metabolism of Vinorelbine can be decreased when combined with Ketoconazole.,decrease,no risk
Ketoconazole,Vitamin D,The metabolism of Vitamin D can be decreased when combined with Ketoconazole.,decrease,no risk
Ketoconazole,Vitamin E,The metabolism of Vitamin E can be decreased when combined with Ketoconazole.,decrease,no risk
Ketoconazole,Voclosporin,The metabolism of Voclosporin can be decreased when combined with Ketoconazole.,decrease,no risk
Ketoconazole,Vonoprazan,Vonoprazan can cause a decrease in the absorption of Ketoconazole resulting in a reduced serum concentration and potentially a decrease in efficacy.,decrease,no risk
Ketoconazole,Vorapaxar,The metabolism of Vorapaxar can be decreased when combined with Ketoconazole.,decrease,no risk
Ketoconazole,Voriconazole,The metabolism of Ketoconazole can be decreased when combined with Voriconazole.,decrease,no risk
Ketoconazole,Vorinostat,The risk or severity of QTc prolongation can be increased when Ketoconazole is combined with Vorinostat.,increase,risk
Ketoconazole,Vortioxetine,The metabolism of Vortioxetine can be decreased when combined with Ketoconazole.,decrease,no risk
Ketoconazole,Voxelotor,The serum concentration of Voxelotor can be increased when it is combined with Ketoconazole.,increase,no risk
Ketoconazole,Voxilaprevir,The metabolism of Voxilaprevir can be decreased when combined with Ketoconazole.,decrease,no risk
Ketoconazole,Warfarin,The metabolism of Warfarin can be decreased when combined with Ketoconazole.,decrease,no risk
Ketoconazole,Xylometazoline,The therapeutic efficacy of Ketoconazole can be increased when used in combination with Xylometazoline.,increase,no risk
Ketoconazole,Yohimbine,The metabolism of Yohimbine can be decreased when combined with Ketoconazole.,decrease,no risk
Ketoconazole,Zaleplon,The metabolism of Zaleplon can be decreased when combined with Ketoconazole.,decrease,no risk
Ketoconazole,Zanubrutinib,The metabolism of Zanubrutinib can be decreased when combined with Ketoconazole.,decrease,no risk
Ketoconazole,Ziconotide,The therapeutic efficacy of Ketoconazole can be increased when used in combination with Ziconotide.,increase,no risk
Ketoconazole,Zidovudine,The metabolism of Zidovudine can be decreased when combined with Ketoconazole.,decrease,no risk
Ketoconazole,Zileuton,The metabolism of Zileuton can be decreased when combined with Ketoconazole.,decrease,no risk
Ketoconazole,Zimelidine,The metabolism of Ketoconazole can be decreased when combined with Zimelidine.,decrease,no risk
Ketoconazole,Ziprasidone,The serum concentration of Ziprasidone can be increased when it is combined with Ketoconazole.,increase,no risk
Ketoconazole,Zofenopril,The risk or severity of hyperkalemia can be increased when Ketoconazole is combined with Zofenopril.,increase,risk
Ketoconazole,Zolmitriptan,The metabolism of Zolmitriptan can be decreased when combined with Ketoconazole.,decrease,no risk
Ketoconazole,Zolpidem,The metabolism of Zolpidem can be decreased when combined with Ketoconazole.,decrease,no risk
Ketoconazole,Zonisamide,The metabolism of Zonisamide can be decreased when combined with Ketoconazole.,decrease,no risk
Ketoconazole,Zopiclone,The metabolism of Zopiclone can be decreased when combined with Ketoconazole.,decrease,no risk
Ketoconazole,Zotepine,The metabolism of Zotepine can be decreased when combined with Ketoconazole.,decrease,no risk
Ketoconazole,Zuclopenthixol,The metabolism of Zuclopenthixol can be decreased when combined with Ketoconazole.,decrease,no risk
Ketoconazole,Zuranolone,The serum concentration of Zuranolone can be increased when it is combined with Ketoconazole.,increase,no risk
Methoxyflurane,Bortezomib,The metabolism of Methoxyflurane can be decreased when combined with Bortezomib.,decrease,no risk
Methoxyflurane,Bosentan,The metabolism of Methoxyflurane can be increased when combined with Bosentan.,increase,no risk
Methoxyflurane,Botulinum toxin type A,The risk or severity of CNS depression can be increased when Botulinum toxin type A is combined with Methoxyflurane.,increase,risk
Methoxyflurane,Botulinum toxin type B,The risk or severity of CNS depression can be increased when Botulinum toxin type B is combined with Methoxyflurane.,increase,risk
Methoxyflurane,Bretylium,Methoxyflurane may decrease the antihypertensive activities of Bretylium.,decrease,no risk
Methoxyflurane,Brexanolone,The risk or severity of CNS depression can be increased when Methoxyflurane is combined with Brexanolone.,increase,risk
Methoxyflurane,Brexpiprazole,The risk or severity of CNS depression can be increased when Methoxyflurane is combined with Brexpiprazole.,increase,risk
Methoxyflurane,Brimonidine,Brimonidine may increase the central nervous system depressant (CNS depressant) activities of Methoxyflurane.,increase,no risk
Methoxyflurane,Brivaracetam,The risk or severity of CNS depression can be increased when Methoxyflurane is combined with Brivaracetam.,increase,risk
Methoxyflurane,Bromazepam,The risk or severity of CNS depression can be increased when Methoxyflurane is combined with Bromazepam.,increase,risk
Methoxyflurane,Bromocriptine,The risk or severity of CNS depression can be increased when Methoxyflurane is combined with Bromocriptine.,increase,risk
Methoxyflurane,Bromperidol,The risk or severity of CNS depression can be increased when Methoxyflurane is combined with Bromperidol.,increase,risk
Methoxyflurane,Brompheniramine,The risk or severity of CNS depression can be increased when Brompheniramine is combined with Methoxyflurane.,increase,risk
Methoxyflurane,Bumadizone,The risk or severity of hypertension can be increased when Methoxyflurane is combined with Bumadizone.,increase,risk
Methoxyflurane,Bupivacaine,The risk or severity of CNS depression can be increased when Bupivacaine is combined with Methoxyflurane.,increase,risk
Methoxyflurane,Buprenorphine,Methoxyflurane may increase the central nervous system depressant (CNS depressant) activities of Buprenorphine.,increase,no risk
Methoxyflurane,Bupropion,The metabolism of Methoxyflurane can be decreased when combined with Bupropion.,decrease,no risk
Methoxyflurane,Buspirone,The risk or severity of CNS depression can be increased when Buspirone is combined with Methoxyflurane.,increase,risk
Methoxyflurane,Butabarbital,The risk or severity of CNS depression can be increased when Butabarbital is combined with Methoxyflurane.,increase,risk
Methoxyflurane,Butalbital,The risk or severity of CNS depression can be increased when Butalbital is combined with Methoxyflurane.,increase,risk
Methoxyflurane,Butaperazine,The risk or severity of CNS depression can be increased when Methoxyflurane is combined with Butaperazine.,increase,risk
Methoxyflurane,Butobarbital,The risk or severity of CNS depression can be increased when Methoxyflurane is combined with Butobarbital.,increase,risk
Methoxyflurane,Butorphanol,The risk or severity of CNS depression can be increased when Butorphanol is combined with Methoxyflurane.,increase,risk
Methoxyflurane,Butriptyline,The risk or severity of CNS depression can be increased when Methoxyflurane is combined with Butriptyline.,increase,risk
Methoxyflurane,Gabapentin,The risk or severity of CNS depression can be increased when Gabapentin is combined with Methoxyflurane.,increase,risk
Methoxyflurane,Gabapentin enacarbil,The risk or severity of CNS depression can be increased when Methoxyflurane is combined with Gabapentin enacarbil.,increase,risk
Methoxyflurane,Galantamine,The metabolism of Methoxyflurane can be decreased when combined with Galantamine.,decrease,no risk
Methoxyflurane,Gallamine triethiodide,The risk or severity of CNS depression can be increased when Gallamine triethiodide is combined with Methoxyflurane.,increase,risk
Methoxyflurane,Ganaxolone,"The risk or severity of sedation, somnolence, and CNS depression can be increased when Methoxyflurane is combined with Ganaxolone.",increase,risk
Methoxyflurane,Gefitinib,The metabolism of Methoxyflurane can be decreased when combined with Gefitinib.,decrease,no risk
Methoxyflurane,Gemfibrozil,The metabolism of Methoxyflurane can be decreased when combined with Gemfibrozil.,decrease,no risk
Methoxyflurane,Gepirone,The risk or severity of CNS depression can be increased when Methoxyflurane is combined with Gepirone.,increase,risk
Methoxyflurane,Ginkgo biloba,The metabolism of Methoxyflurane can be decreased when combined with Ginkgo biloba.,decrease,no risk
Methoxyflurane,Givosiran,The serum concentration of Methoxyflurane can be increased when it is combined with Givosiran.,increase,no risk
Methoxyflurane,Gliclazide,The metabolism of Gliclazide can be decreased when combined with Methoxyflurane.,decrease,no risk
Methoxyflurane,Glimepiride,The metabolism of Methoxyflurane can be decreased when combined with Glimepiride.,decrease,no risk
Methoxyflurane,Glipizide,The metabolism of Glipizide can be decreased when combined with Methoxyflurane.,decrease,no risk
Methoxyflurane,Gliquidone,The metabolism of Gliquidone can be decreased when combined with Methoxyflurane.,decrease,no risk
Methoxyflurane,Glofitamab,The serum concentration of Methoxyflurane can be increased when it is combined with Glofitamab.,increase,no risk
Methoxyflurane,Glutethimide,The risk or severity of CNS depression can be increased when Methoxyflurane is combined with Glutethimide.,increase,risk
Methoxyflurane,Glyburide,The metabolism of Methoxyflurane can be decreased when combined with Glyburide.,decrease,no risk
Methoxyflurane,Glycerin,The metabolism of Methoxyflurane can be increased when combined with Glycerin.,increase,no risk
Methoxyflurane,Glycerol phenylbutyrate,The metabolism of Methoxyflurane can be decreased when combined with Glycerol phenylbutyrate.,decrease,no risk
Methoxyflurane,Golimumab,The metabolism of Methoxyflurane can be increased when combined with Golimumab.,increase,no risk
Methoxyflurane,Granisetron,The risk or severity of CNS depression can be increased when Granisetron is combined with Methoxyflurane.,increase,risk
Methoxyflurane,Guanabenz,Methoxyflurane may decrease the antihypertensive activities of Guanabenz.,decrease,no risk
Methoxyflurane,Guanadrel,Methoxyflurane may decrease the antihypertensive activities of Guanadrel.,decrease,no risk
