DrugA,DrugB,Interaction,Mechanism,risk_level
Mercaptopurine,Zonisamide,Zonisamide may increase the excretion rate of Mercaptopurine which could result in a lower serum level and potentially a reduction in efficacy.,increase,no risk
Cerulenin,Warfarin,The therapeutic efficacy of Warfarin can be increased when used in combination with Cerulenin.,increase,no risk
Procainamide,Benzatropine,The metabolism of Procainamide can be decreased when combined with Benzatropine.,decrease,no risk
Procainamide,Benznidazole,Benznidazole may decrease the excretion rate of Procainamide which could result in a higher serum level.,decrease,no risk
Procainamide,Benzocaine,The metabolism of Procainamide can be decreased when combined with Benzocaine.,decrease,no risk
Procainamide,Benzonatate,Procainamide may increase the neuromuscular blocking activities of Benzonatate.,increase,no risk
Procainamide,Benzthiazide,Benzthiazide may increase the excretion rate of Procainamide which could result in a lower serum level and potentially a reduction in efficacy.,increase,no risk
Procainamide,Benzydamine,Benzydamine may decrease the excretion rate of Procainamide which could result in a higher serum level.,decrease,no risk
Procainamide,Benzyl alcohol,The metabolism of Procainamide can be decreased when combined with Benzyl alcohol.,decrease,no risk
Procainamide,Bepotastine,Bepotastine may decrease the excretion rate of Procainamide which could result in a higher serum level.,decrease,no risk
Procainamide,Bepridil,Procainamide may increase the arrhythmogenic activities of Bepridil.,increase,no risk
Procainamide,Berotralstat,The serum concentration of Procainamide can be increased when it is combined with Berotralstat.,increase,no risk
Procainamide,Betamethasone,The therapeutic efficacy of Procainamide can be decreased when used in combination with Betamethasone.,decrease,no risk
Procainamide,Betamethasone phosphate,The therapeutic efficacy of Procainamide can be decreased when used in combination with Betamethasone phosphate.,decrease,no risk
Procainamide,Betaxolol,Betaxolol may increase the arrhythmogenic activities of Procainamide.,increase,no risk
Procainamide,Bethanechol,The risk or severity of adverse effects can be increased when Procainamide is combined with Bethanechol.,increase,risk
Procainamide,Bezafibrate,"The risk or severity of myopathy, rhabdomyolysis, and myoglobinuria can be increased when Procainamide is combined with Bezafibrate.",increase,risk
Procainamide,Bicisate,Bicisate may decrease the excretion rate of Procainamide which could result in a higher serum level.,decrease,no risk
Procainamide,Bictegravir,The excretion of Procainamide can be decreased when combined with Bictegravir.,decrease,no risk
Procainamide,Bilastine,The risk or severity of QTc prolongation can be increased when Bilastine is combined with Procainamide.,increase,risk
Procainamide,Bimekizumab,The metabolism of Procainamide can be increased when combined with Bimekizumab.,increase,no risk
Procainamide,Bioallethrin,Procainamide may increase the arrhythmogenic activities of Bioallethrin.,increase,no risk
Procainamide,Biperiden,The metabolism of Procainamide can be decreased when combined with Biperiden.,decrease,no risk
Procainamide,Bismuth subgallate,Bismuth subgallate may decrease the excretion rate of Procainamide which could result in a higher serum level.,decrease,no risk
Procainamide,Bisoprolol,The therapeutic efficacy of Procainamide can be increased when used in combination with Bisoprolol.,increase,no risk
Procainamide,Bisoxatin,Bisoxatin may decrease the excretion rate of Procainamide which could result in a higher serum level.,decrease,no risk
Procainamide,Bleomycin,Bleomycin may decrease the excretion rate of Procainamide which could result in a higher serum level.,decrease,no risk
Procainamide,Bortezomib,The metabolism of Procainamide can be decreased when combined with Bortezomib.,decrease,no risk
Procainamide,Botulinum toxin type A,The therapeutic efficacy of Botulinum toxin type A can be increased when used in combination with Procainamide.,increase,no risk
Procainamide,Botulinum toxin type B,The risk or severity of adverse effects can be increased when Procainamide is combined with Botulinum toxin type B.,increase,risk
Procainamide,Bretylium,Procainamide may increase the arrhythmogenic activities of Bretylium.,increase,no risk
Procainamide,Brexpiprazole,The metabolism of Procainamide can be decreased when combined with Brexpiprazole.,decrease,no risk
Procainamide,Brigatinib,The excretion of Procainamide can be decreased when combined with Brigatinib.,decrease,no risk
Procainamide,Brivaracetam,Brivaracetam may decrease the excretion rate of Procainamide which could result in a higher serum level.,decrease,no risk
Procainamide,Bromazepam,Bromazepam may decrease the excretion rate of Procainamide which could result in a higher serum level.,decrease,no risk
Procainamide,Bromotheophylline,Bromotheophylline may increase the excretion rate of Procainamide which could result in a lower serum level and potentially a reduction in efficacy.,increase,no risk
Procainamide,Brompheniramine,The risk or severity of QTc prolongation can be increased when Brompheniramine is combined with Procainamide.,increase,risk
Procainamide,Buclizine,The risk or severity of QTc prolongation can be increased when Buclizine is combined with Procainamide.,increase,risk
Procainamide,Budesonide,The therapeutic efficacy of Procainamide can be decreased when used in combination with Budesonide.,decrease,no risk
Procainamide,Bumadizone,Bumadizone may decrease the excretion rate of Procainamide which could result in a higher serum level.,decrease,no risk
Procainamide,Bumetanide,Bumetanide may decrease the excretion rate of Procainamide which could result in a higher serum level.,decrease,no risk
Procainamide,Bupivacaine,The metabolism of Procainamide can be decreased when combined with Bupivacaine.,decrease,no risk
Procainamide,Buprenorphine,The metabolism of Procainamide can be decreased when combined with Buprenorphine.,decrease,no risk
Procainamide,Bupropion,The metabolism of Procainamide can be decreased when combined with Bupropion.,decrease,no risk
Procainamide,Buserelin,The risk or severity of QTc prolongation can be increased when Buserelin is combined with Procainamide.,increase,risk
Procainamide,Buspirone,The metabolism of Procainamide can be decreased when combined with Buspirone.,decrease,no risk
Procainamide,Butabarbital,Butabarbital may decrease the excretion rate of Procainamide which could result in a higher serum level.,decrease,no risk
Procainamide,Butalbital,The therapeutic efficacy of Butalbital can be decreased when used in combination with Procainamide.,decrease,no risk
Procainamide,Butobarbital,The therapeutic efficacy of Butobarbital can be decreased when used in combination with Procainamide.,decrease,no risk
Procainamide,Butriptyline,The risk or severity of QTc prolongation can be increased when Butriptyline is combined with Procainamide.,increase,risk
Procainamide,Butylscopolamine,The therapeutic efficacy of Butylscopolamine can be decreased when used in combination with Procainamide.,decrease,no risk
Procainamide,Gabapentin enacarbil,The metabolism of Procainamide can be decreased when combined with Fusidic acid.,decrease,no risk
Procainamide,Gadobenic acid,Gabapentin enacarbil may decrease the excretion rate of Procainamide which could result in a higher serum level.,decrease,no risk
Procainamide,Gadodiamide,The risk or severity of QTc prolongation can be increased when Gadobenic acid is combined with Procainamide.,increase,risk
Procainamide,Gadofosveset trisodium,Gadodiamide may decrease the excretion rate of Procainamide which could result in a higher serum level.,decrease,no risk
Procainamide,Gadopentetic acid,Gadofosveset trisodium may decrease the excretion rate of Procainamide which could result in a higher serum level.,decrease,no risk
Procainamide,Gadoteric acid,Gadopentetic acid may decrease the excretion rate of Procainamide which could result in a higher serum level.,decrease,no risk
Procainamide,Gadoteridol,Gadoteric acid may decrease the excretion rate of Procainamide which could result in a higher serum level.,decrease,no risk
Procainamide,Galantamine,Gadoteridol may decrease the excretion rate of Procainamide which could result in a higher serum level.,decrease,no risk
Procainamide,Gallamine triethiodide,The metabolism of Procainamide can be decreased when combined with Galantamine.,decrease,no risk
Procainamide,Ganciclovir,The therapeutic efficacy of Gallamine triethiodide can be increased when used in combination with Procainamide.,increase,no risk
Procainamide,Gatifloxacin,The excretion of Procainamide can be decreased when combined with Ganciclovir.,decrease,no risk
Procainamide,Gefitinib,The risk or severity of QTc prolongation can be increased when Gatifloxacin is combined with Procainamide.,increase,risk
Procainamide,Gemcitabine,The metabolism of Procainamide can be decreased when combined with Gefitinib.,decrease,no risk
Procainamide,Gemfibrozil,Gemcitabine may decrease the excretion rate of Procainamide which could result in a higher serum level.,decrease,no risk
Procainamide,Gemifloxacin,Gemfibrozil may decrease the excretion rate of Procainamide which could result in a higher serum level.,decrease,no risk
Procainamide,Gentamicin,The risk or severity of QTc prolongation can be increased when Gemifloxacin is combined with Procainamide.,increase,risk
Procainamide,Gepirone,The serum concentration of Gentamicin can be increased when it is combined with Procainamide.,increase,no risk
Procainamide,Gilteritinib,The risk or severity of QTc prolongation can be increased when Gepirone is combined with Procainamide.,increase,risk
Procainamide,Gimeracil,The risk or severity of QTc prolongation can be increased when Gilteritinib is combined with Procainamide.,increase,risk
Procainamide,Givosiran,Gimeracil may decrease the excretion rate of Procainamide which could result in a higher serum level.,decrease,no risk
Procainamide,Glasdegib,The serum concentration of Procainamide can be increased when it is combined with Givosiran.,increase,no risk
Procainamide,Glipizide,The risk or severity of QTc prolongation can be increased when Procainamide is combined with Glasdegib.,increase,risk
Procainamide,Glycerol phenylbutyrate,Glipizide may decrease the excretion rate of Procainamide which could result in a higher serum level.,decrease,no risk
Procainamide,Glycopyrronium,The metabolism of Procainamide can be decreased when combined with Glycerol phenylbutyrate.,decrease,no risk
Procainamide,Golimumab,The therapeutic efficacy of Glycopyrronium can be decreased when used in combination with Procainamide.,decrease,no risk
Procainamide,Golodirsen,The metabolism of Procainamide can be increased when combined with Golimumab.,increase,no risk
Procainamide,Goserelin,Golodirsen may decrease the excretion rate of Procainamide which could result in a higher serum level.,decrease,no risk
Procainamide,Granisetron,The risk or severity of QTc prolongation can be increased when Goserelin is combined with Procainamide.,increase,risk
Procainamide,Grepafloxacin,The risk or severity of QTc prolongation can be increased when Granisetron is combined with Procainamide.,increase,risk
Procainamide,Guanethidine,The risk or severity of QTc prolongation can be increased when Grepafloxacin is combined with Procainamide.,increase,risk
Procainamide,Guanfacine,Guanethidine may decrease the excretion rate of Procainamide which could result in a higher serum level.,decrease,no risk
Procainamide,Guanidine,Guanfacine may decrease the excretion rate of Procainamide which could result in a higher serum level.,decrease,no risk
Procainamide,Halofantrine,The excretion of Procainamide can be decreased when combined with Guanidine.,decrease,no risk
Procainamide,Haloperidol,The metabolism of Procainamide can be decreased when combined with Halofantrine.,decrease,no risk
Procainamide,Hexafluronium,The risk or severity of QTc prolongation can be increased when Procainamide is combined with Haloperidol.,increase,risk
Procainamide,Hexocyclium,The therapeutic efficacy of Hexafluronium can be decreased when used in combination with Procainamide.,decrease,no risk
Procainamide,Histamine,The therapeutic efficacy of Hexocyclium can be decreased when used in combination with Procainamide.,decrease,no risk
Procainamide,Histrelin,The serum concentration of Procainamide can be increased when it is combined with Histamine.,increase,no risk
Procainamide,Homatropine methylbromide,The risk or severity of QTc prolongation can be increased when Histrelin is combined with Procainamide.,increase,risk
Procainamide,Hydralazine,The therapeutic efficacy of Homatropine methylbromide can be decreased when used in combination with Procainamide.,decrease,no risk
Procainamide,Hydrochlorothiazide,Hydralazine may decrease the excretion rate of Procainamide which could result in a higher serum level.,decrease,no risk
Procainamide,Hydrocodone,Hydrochlorothiazide may decrease the excretion rate of Procainamide which could result in a higher serum level.,decrease,no risk
Procainamide,Hydrocortisone,The metabolism of Procainamide can be decreased when combined with Hydrocodone.,decrease,no risk
Procainamide,Hydrocortisone acetate,The therapeutic efficacy of Procainamide can be decreased when used in combination with Hydrocortisone.,decrease,no risk
Procainamide,Hydrocortisone butyrate,The therapeutic efficacy of Procainamide can be decreased when used in combination with Hydrocortisone acetate.,decrease,no risk
Procainamide,Hydrocortisone cypionate,The therapeutic efficacy of Procainamide can be decreased when used in combination with Hydrocortisone butyrate.,decrease,no risk
Procainamide,Hydrocortisone succinate,The therapeutic efficacy of Procainamide can be decreased when used in combination with Hydrocortisone cypionate.,decrease,no risk
Procainamide,Hydroflumethiazide,The therapeutic efficacy of Procainamide can be decreased when used in combination with Hydrocortisone succinate.,decrease,no risk
Procainamide,Hydromorphone,Hydroflumethiazide may increase the excretion rate of Procainamide which could result in a lower serum level and potentially a reduction in efficacy.,increase,no risk
Procainamide,Hydroxocobalamin,Hydromorphone may decrease the excretion rate of Procainamide which could result in a higher serum level.,decrease,no risk
Procainamide,Hydroxychloroquine,Hydroxocobalamin may decrease the excretion rate of Procainamide which could result in a higher serum level.,decrease,no risk
Procainamide,Hydroxyethyl Starch,The metabolism of Procainamide can be decreased when combined with Hydroxychloroquine.,decrease,no risk
Procainamide,Hydroxyzine,Hydroxyethyl Starch may decrease the excretion rate of Procainamide which could result in a higher serum level.,decrease,no risk
Procainamide,Hyoscyamine,The risk or severity of QTc prolongation can be increased when Procainamide is combined with Hydroxyzine.,increase,risk
Procainamide,Kanamycin,Ixazomib may decrease the excretion rate of Procainamide which could result in a higher serum level.,decrease,no risk
Procainamide,Ketamine,Kanamycin may decrease the excretion rate of Procainamide which could result in a higher serum level.,decrease,no risk
Procainamide,Ketazolam,Ketamine may decrease the excretion rate of Procainamide which could result in a higher serum level.,decrease,no risk
Procainamide,Ketoconazole,Ketazolam may decrease the excretion rate of Procainamide which could result in a higher serum level.,decrease,no risk
Procainamide,Ketoprofen,The metabolism of Procainamide can be decreased when combined with Ketoconazole.,decrease,no risk
Procainamide,Ketorolac,Ketoprofen may decrease the excretion rate of Procainamide which could result in a higher serum level.,decrease,no risk
Procainamide,N-acetyltyrosine,Mycophenolic acid may decrease the excretion rate of Procainamide which could result in a higher serum level.,decrease,no risk
Procainamide,Nabumetone,N-acetyltyrosine may decrease the excretion rate of Procainamide which could result in a higher serum level.,decrease,no risk
Procainamide,Nadolol,Nabumetone may decrease the excretion rate of Procainamide which could result in a higher serum level.,decrease,no risk
Procainamide,Nafarelin,Procainamide may increase the arrhythmogenic activities of Nadolol.,increase,no risk
Procainamide,Naldemedine,"The risk or severity of myopathy, rhabdomyolysis, and myoglobinuria can be increased when Nafarelin is combined with Procainamide.",increase,risk
Procainamide,Nalidixic acid,Naldemedine may decrease the excretion rate of Procainamide which could result in a higher serum level.,decrease,no risk
Procainamide,Nalmefene,The risk or severity of QTc prolongation can be increased when Nalidixic acid is combined with Procainamide.,increase,risk
Procainamide,Naloxone,Nalmefene may decrease the excretion rate of Procainamide which could result in a higher serum level.,decrease,no risk
Procainamide,Naltrexone,Naloxone may decrease the excretion rate of Procainamide which could result in a higher serum level.,decrease,no risk
Procainamide,Naproxen,"The risk or severity of myopathy, rhabdomyolysis, and myoglobinuria can be increased when Naltrexone is combined with Procainamide.",increase,risk
Procainamide,Nateglinide,Naproxen may decrease the excretion rate of Procainamide which could result in a higher serum level.,decrease,no risk
Procainamide,Nebivolol,The metabolism of Procainamide can be decreased when combined with Nateglinide.,decrease,no risk
Procainamide,Nedaplatin,Procainamide may increase the arrhythmogenic activities of Nebivolol.,increase,no risk
Procainamide,Nedocromil,Procainamide may decrease the excretion rate of Nedaplatin which could result in a higher serum level.,decrease,no risk
Procainamide,Nefazodone,Nedocromil may decrease the excretion rate of Procainamide which could result in a higher serum level.,decrease,no risk
Procainamide,Nelfinavir,The metabolism of Procainamide can be decreased when combined with Nefazodone.,decrease,no risk
Procainamide,Neomycin,The risk or severity of QTc prolongation can be increased when Nelfinavir is combined with Procainamide.,increase,risk
Procainamide,Netilmicin,Neomycin may decrease the excretion rate of Procainamide which could result in a higher serum level.,decrease,no risk
Procainamide,Netupitant,Netilmicin may decrease the excretion rate of Procainamide which could result in a higher serum level.,decrease,no risk
Procainamide,Nevirapine,The metabolism of Procainamide can be decreased when combined with Netupitant.,decrease,no risk
Procainamide,Niacin,The metabolism of Procainamide can be decreased when combined with Nevirapine.,decrease,no risk
Procainamide,Nicardipine,The metabolism of Procainamide can be decreased when combined with Niacin.,decrease,no risk
Procainamide,Nicergoline,Nicardipine may increase the arrhythmogenic activities of Procainamide.,increase,no risk
Procainamide,Nicorandil,The metabolism of Procainamide can be decreased when combined with Nicergoline.,decrease,no risk
Procainamide,Nicotine,Procainamide may increase the arrhythmogenic activities of Nicorandil.,increase,no risk
Procainamide,Nifedipine,The serum concentration of Procainamide can be increased when it is combined with Nicotine.,increase,no risk
Procainamide,Nilotinib,Procainamide may increase the arrhythmogenic activities of Nifedipine.,increase,no risk
Procainamide,Nilutamide,The risk or severity of QTc prolongation can be increased when Procainamide is combined with Nilotinib.,increase,risk
Procainamide,Nilvadipine,Nilutamide may decrease the excretion rate of Procainamide which could result in a higher serum level.,decrease,no risk
Procainamide,Nimesulide,Procainamide may increase the arrhythmogenic activities of Nilvadipine.,increase,no risk
Procainamide,Nimodipine,Procainamide may increase the arrhythmogenic activities of Nimesulide.,increase,no risk
Procainamide,Nirogacestat,Nimodipine may increase the arrhythmogenic activities of Procainamide.,increase,no risk
Procainamide,Nisoldipine,The metabolism of Procainamide can be decreased when combined with Nirogacestat.,decrease,no risk
Procainamide,Nitrendipine,Nisoldipine may increase the arrhythmogenic activities of Procainamide.,increase,no risk
Procainamide,Nitric Oxide,Procainamide may increase the arrhythmogenic activities of Nitrendipine.,increase,no risk
Procainamide,Nitrofurantoin,Nitric Oxide may decrease the excretion rate of Procainamide which could result in a higher serum level.,decrease,no risk
Tolterodine,Bacitracin,Bacitracin may decrease the excretion rate of Tolterodine which could result in a higher serum level.,decrease,no risk
Tolterodine,Baclofen,Baclofen may decrease the excretion rate of Tolterodine which could result in a higher serum level.,decrease,no risk
Tolterodine,Balsalazide,Balsalazide may decrease the excretion rate of Tolterodine which could result in a higher serum level.,decrease,no risk
Tolterodine,Baricitinib,Tolterodine may decrease the excretion rate of Baricitinib which could result in a higher serum level.,decrease,no risk
Tolterodine,Bedaquiline,The risk or severity of QTc prolongation can be increased when Tolterodine is combined with Bedaquiline.,increase,risk
Tolterodine,Belladonna,The risk or severity of adverse effects can be increased when Tolterodine is combined with Belladonna.,increase,risk
Tolterodine,Bendroflumethiazide,Bendroflumethiazide may increase the excretion rate of Tolterodine which could result in a lower serum level and potentially a reduction in efficacy.,increase,no risk
Tolterodine,Benorilate,Benorilate may decrease the excretion rate of Tolterodine which could result in a higher serum level.,decrease,no risk
Tolterodine,Benoxaprofen,Benoxaprofen may decrease the excretion rate of Tolterodine which could result in a higher serum level.,decrease,no risk
Tolterodine,Benserazide,Tolterodine may decrease the excretion rate of Benserazide which could result in a higher serum level.,decrease,no risk
Tolterodine,Benzatropine,The risk or severity of adverse effects can be increased when Benzatropine is combined with Tolterodine.,increase,risk
Tolterodine,Benzhydrocodone,The risk or severity of adverse effects can be increased when Tolterodine is combined with Benzhydrocodone.,increase,risk
Tolterodine,Benznidazole,Tolterodine may decrease the excretion rate of Benznidazole which could result in a higher serum level.,decrease,no risk
Tolterodine,Benzocaine,The metabolism of Benzocaine can be decreased when combined with Tolterodine.,decrease,no risk
Tolterodine,Benzphetamine,The risk or severity of Tachycardia can be increased when Benzphetamine is combined with Tolterodine.,increase,risk
Tolterodine,Benzthiazide,Benzthiazide may increase the excretion rate of Tolterodine which could result in a lower serum level and potentially a reduction in efficacy.,increase,no risk
Tolterodine,Benzydamine,Benzydamine may decrease the excretion rate of Tolterodine which could result in a higher serum level.,decrease,no risk
Tolterodine,Benzyl alcohol,The metabolism of Benzyl alcohol can be decreased when combined with Tolterodine.,decrease,no risk
Tolterodine,Bepotastine,Tolterodine may decrease the excretion rate of Bepotastine which could result in a higher serum level.,decrease,no risk
Tolterodine,Bepridil,The risk or severity of QTc prolongation can be increased when Tolterodine is combined with Bepridil.,increase,risk
Tolterodine,Berotralstat,The metabolism of Tolterodine can be decreased when combined with Berotralstat.,decrease,no risk
Tolterodine,Betaine,The therapeutic efficacy of Tolterodine can be decreased when used in combination with Betaine.,decrease,no risk
Tolterodine,Betaxolol,The metabolism of Tolterodine can be decreased when combined with Betaxolol.,decrease,no risk
Tolterodine,Bethanidine,The risk or severity of Tachycardia can be increased when Bethanidine is combined with Tolterodine.,increase,risk
Tolterodine,Bexarotene,The metabolism of Tolterodine can be decreased when combined with Bexarotene.,decrease,no risk
Tolterodine,Bicisate,Tolterodine may decrease the excretion rate of Bicisate which could result in a higher serum level.,decrease,no risk
Tolterodine,Bilastine,The risk or severity of QTc prolongation can be increased when Tolterodine is combined with Bilastine.,increase,risk
Tolterodine,Bimekizumab,The metabolism of Tolterodine can be increased when combined with Bimekizumab.,increase,no risk
Tolterodine,Biperiden,The metabolism of Tolterodine can be decreased when combined with Biperiden.,decrease,no risk
Tolterodine,Bisacodyl,The therapeutic efficacy of Bisacodyl can be decreased when used in combination with Tolterodine.,decrease,no risk
Tolterodine,Bismuth subgallate,Tolterodine may decrease the excretion rate of Bismuth subgallate which could result in a higher serum level.,decrease,no risk
Tolterodine,Bisoprolol,Bisoprolol may decrease the excretion rate of Tolterodine which could result in a higher serum level.,decrease,no risk
Tolterodine,Bisoxatin,The therapeutic efficacy of Bisoxatin can be decreased when used in combination with Tolterodine.,decrease,no risk
Tolterodine,Bleomycin,Bleomycin may decrease the excretion rate of Tolterodine which could result in a higher serum level.,decrease,no risk
Tolterodine,Boceprevir,The serum concentration of Tolterodine can be increased when it is combined with Boceprevir.,increase,no risk
Tolterodine,Bortezomib,The risk or severity of QTc prolongation can be increased when Bortezomib is combined with Tolterodine.,increase,risk
Tolterodine,Bosentan,The metabolism of Tolterodine can be increased when combined with Bosentan.,increase,no risk
Tolterodine,Botulinum toxin type A,The risk or severity of adverse effects can be increased when Tolterodine is combined with Botulinum toxin type A.,increase,risk
Tolterodine,Botulinum toxin type B,The risk or severity of adverse effects can be increased when Tolterodine is combined with Botulinum toxin type B.,increase,risk
Tolterodine,Bretylium,The risk or severity of QTc prolongation can be increased when Tolterodine is combined with Bretylium.,increase,risk
Tolterodine,Brexpiprazole,The metabolism of Brexpiprazole can be decreased when combined with Tolterodine.,decrease,no risk
Tolterodine,Brivaracetam,Tolterodine may decrease the excretion rate of Brivaracetam which could result in a higher serum level.,decrease,no risk
Tolterodine,Bromazepam,Tolterodine may decrease the excretion rate of Bromazepam which could result in a higher serum level.,decrease,no risk
Tolterodine,Bromocriptine,The risk or severity of Tachycardia can be increased when Tolterodine is combined with Bromocriptine.,increase,risk
Tolterodine,Bromotheophylline,Bromotheophylline may increase the excretion rate of Tolterodine which could result in a lower serum level and potentially a reduction in efficacy.,increase,no risk
Tolterodine,Brompheniramine,The risk or severity of adverse effects can be increased when Brompheniramine is combined with Tolterodine.,increase,risk
Tolterodine,Buclizine,The risk or severity of adverse effects can be increased when Buclizine is combined with Tolterodine.,increase,risk
Tolterodine,Budesonide,Tolterodine may decrease the excretion rate of Budesonide which could result in a higher serum level.,decrease,no risk
Tolterodine,Bumadizone,Bumadizone may decrease the excretion rate of Tolterodine which could result in a higher serum level.,decrease,no risk
Tolterodine,Bumetanide,Bumetanide may increase the excretion rate of Tolterodine which could result in a lower serum level and potentially a reduction in efficacy.,increase,no risk
Tolterodine,Bupivacaine,The metabolism of Tolterodine can be decreased when combined with Bupivacaine.,decrease,no risk
Tolterodine,Buprenorphine,The risk or severity of adverse effects can be increased when Tolterodine is combined with Buprenorphine.,increase,risk
Tolterodine,Bupropion,The metabolism of Tolterodine can be decreased when combined with Bupropion.,decrease,no risk
Tolterodine,Buserelin,The risk or severity of QTc prolongation can be increased when Tolterodine is combined with Buserelin.,increase,risk
Tolterodine,Buspirone,Buspirone may decrease the excretion rate of Tolterodine which could result in a higher serum level.,decrease,no risk
Tolterodine,Butabarbital,The risk or severity of adverse effects can be increased when Butabarbital is combined with Tolterodine.,increase,risk
Tolterodine,Butalbital,The risk or severity of adverse effects can be increased when Butalbital is combined with Tolterodine.,increase,risk
Tolterodine,Butobarbital,The risk or severity of adverse effects can be increased when Tolterodine is combined with Butobarbital.,increase,risk
Tolterodine,Butorphanol,The risk or severity of adverse effects can be increased when Tolterodine is combined with Butorphanol.,increase,risk
Tolterodine,Butriptyline,The risk or severity of adverse effects can be increased when Tolterodine is combined with Butriptyline.,increase,risk
Tolterodine,Butylscopolamine,The risk or severity of adverse effects can be increased when Tolterodine is combined with Butylscopolamine.,increase,risk
Selegiline,Baclofen,The risk or severity of hypotension can be increased when Baclofen is combined with Selegiline.,increase,risk
Selegiline,Balsalazide,The risk or severity of hypertension can be increased when Balsalazide is combined with Selegiline.,increase,risk
Selegiline,Belinostat,The metabolism of Selegiline can be increased when combined with Belinostat.,increase,no risk
Selegiline,Bemiparin,The risk or severity of bleeding and hemorrhage can be increased when Selegiline is combined with Bemiparin.,increase,risk
Selegiline,Benazepril,Selegiline may increase the hypotensive activities of Benazepril.,increase,no risk
