DrugA,DrugB,Interaction,Mechanism,risk_level
Thiabendazole,Vilanterol,Thiabendazole may decrease the excretion rate of Vilanterol which could result in a higher serum level.,decrease,no risk
Thiabendazole,Viloxazine,The metabolism of Thiabendazole can be decreased when combined with Viloxazine.,decrease,no risk
Thiabendazole,Vortioxetine,Thiabendazole may decrease the excretion rate of Vortioxetine which could result in a higher serum level.,decrease,no risk
Thiabendazole,Voxilaprevir,The metabolism of Voxilaprevir can be decreased when combined with Thiabendazole.,decrease,no risk
Thiabendazole,Warfarin,The metabolism of Warfarin can be decreased when combined with Thiabendazole.,decrease,no risk
Thiabendazole,Zaleplon,Thiabendazole may decrease the excretion rate of Zaleplon which could result in a higher serum level.,decrease,no risk
Thiabendazole,Zanamivir,Zanamivir may decrease the excretion rate of Thiabendazole which could result in a higher serum level.,decrease,no risk
Thiabendazole,Zileuton,The metabolism of Zileuton can be decreased when combined with Thiabendazole.,decrease,no risk
Thiabendazole,Zolmitriptan,The metabolism of Zolmitriptan can be decreased when combined with Thiabendazole.,decrease,no risk
Thiabendazole,Zolpidem,The metabolism of Zolpidem can be decreased when combined with Thiabendazole.,decrease,no risk
Thiabendazole,Zonisamide,Zonisamide may increase the excretion rate of Thiabendazole which could result in a lower serum level and potentially a reduction in efficacy.,increase,no risk
Thiabendazole,Zotepine,The metabolism of Zotepine can be decreased when combined with Thiabendazole.,decrease,no risk
Nateglinide,Beclomethasone dipropionate,The risk or severity of hyperglycemia can be increased when Beclomethasone dipropionate is combined with Nateglinide.,increase,risk
Nateglinide,Benazepril,The risk or severity of hypoglycemia can be increased when Benazepril is combined with Nateglinide.,increase,risk
Nateglinide,Bendroflumethiazide,The therapeutic efficacy of Nateglinide can be decreased when used in combination with Bendroflumethiazide.,decrease,no risk
Nateglinide,Benorilate,Benorilate may decrease the excretion rate of Nateglinide which could result in a higher serum level.,decrease,no risk
Nateglinide,Benoxaprofen,Benoxaprofen may decrease the excretion rate of Nateglinide which could result in a higher serum level.,decrease,no risk
Nateglinide,Benserazide,Nateglinide may decrease the excretion rate of Benserazide which could result in a higher serum level.,decrease,no risk
Nateglinide,Benzatropine,Benzatropine may decrease the excretion rate of Nateglinide which could result in a higher serum level.,decrease,no risk
Nateglinide,Benznidazole,Nateglinide may decrease the excretion rate of Benznidazole which could result in a higher serum level.,decrease,no risk
Nateglinide,Benzocaine,The metabolism of Benzocaine can be decreased when combined with Nateglinide.,decrease,no risk
Nateglinide,Benzthiazide,The therapeutic efficacy of Nateglinide can be decreased when used in combination with Benzthiazide.,decrease,no risk
Nateglinide,Benzydamine,Benzydamine may decrease the excretion rate of Nateglinide which could result in a higher serum level.,decrease,no risk
Nateglinide,Benzyl alcohol,The metabolism of Benzyl alcohol can be decreased when combined with Nateglinide.,decrease,no risk
Nateglinide,Bepotastine,Nateglinide may decrease the excretion rate of Bepotastine which could result in a higher serum level.,decrease,no risk
Nateglinide,Bepridil,The metabolism of Nateglinide can be decreased when combined with Bepridil.,decrease,no risk
Nateglinide,Berotralstat,The metabolism of Nateglinide can be decreased when combined with Berotralstat.,decrease,no risk
Nateglinide,Betamethasone,The risk or severity of hyperglycemia can be increased when Betamethasone is combined with Nateglinide.,increase,risk
Nateglinide,Betamethasone phosphate,The risk or severity of hyperglycemia can be increased when Betamethasone phosphate is combined with Nateglinide.,increase,risk
Nateglinide,Betaxolol,The therapeutic efficacy of Nateglinide can be increased when used in combination with Betaxolol.,increase,no risk
Nateglinide,Bexagliflozin,Bexagliflozin may increase the hypoglycemic activities of Nateglinide.,increase,no risk
Nateglinide,Bexarotene,The metabolism of Nateglinide can be decreased when combined with Bexarotene.,decrease,no risk
Nateglinide,Bicisate,Nateglinide may decrease the excretion rate of Bicisate which could result in a higher serum level.,decrease,no risk
Nateglinide,Bimekizumab,The metabolism of Nateglinide can be increased when combined with Bimekizumab.,increase,no risk
Nateglinide,Biperiden,The metabolism of Nateglinide can be decreased when combined with Biperiden.,decrease,no risk
Nateglinide,Bismuth subgallate,Nateglinide may decrease the excretion rate of Bismuth subgallate which could result in a higher serum level.,decrease,no risk
Nateglinide,Bismuth subsalicylate,Bismuth subsalicylate may increase the hypoglycemic activities of Nateglinide.,increase,no risk
Nateglinide,Bisoprolol,The therapeutic efficacy of Nateglinide can be increased when used in combination with Bisoprolol.,increase,no risk
Nateglinide,Bisoxatin,Nateglinide may decrease the excretion rate of Bisoxatin which could result in a higher serum level.,decrease,no risk
Nateglinide,Bleomycin,Bleomycin may decrease the excretion rate of Nateglinide which could result in a higher serum level.,decrease,no risk
Nateglinide,Boceprevir,The metabolism of Nateglinide can be decreased when combined with Boceprevir.,decrease,no risk
Nateglinide,Bortezomib,The metabolism of Nateglinide can be decreased when combined with Bortezomib.,decrease,no risk
Nateglinide,Bosentan,The therapeutic efficacy of Nateglinide can be increased when used in combination with Bosentan.,increase,no risk
Nateglinide,Brexpiprazole,The therapeutic efficacy of Nateglinide can be decreased when used in combination with Brexpiprazole.,decrease,no risk
Nateglinide,Brivaracetam,Nateglinide may decrease the excretion rate of Brivaracetam which could result in a higher serum level.,decrease,no risk
Nateglinide,Bromazepam,Nateglinide may decrease the excretion rate of Bromazepam which could result in a higher serum level.,decrease,no risk
Nateglinide,Bromocriptine,The risk or severity of hypoglycemia can be increased when Nateglinide is combined with Bromocriptine.,increase,risk
Nateglinide,Bromotheophylline,Bromotheophylline may increase the excretion rate of Nateglinide which could result in a lower serum level and potentially a reduction in efficacy.,increase,no risk
Nateglinide,Budesonide,The risk or severity of hyperglycemia can be increased when Budesonide is combined with Nateglinide.,increase,risk
Nateglinide,Bumadizone,Bumadizone may decrease the excretion rate of Nateglinide which could result in a higher serum level.,decrease,no risk
Nateglinide,Bumetanide,The therapeutic efficacy of Nateglinide can be decreased when used in combination with Bumetanide.,decrease,no risk
Nateglinide,Bupivacaine,The metabolism of Nateglinide can be decreased when combined with Bupivacaine.,decrease,no risk
Nateglinide,Buprenorphine,The metabolism of Buprenorphine can be decreased when combined with Nateglinide.,decrease,no risk
Nateglinide,Bupropion,The metabolism of Nateglinide can be decreased when combined with Bupropion.,decrease,no risk
Nateglinide,Buserelin,The therapeutic efficacy of Nateglinide can be decreased when used in combination with Buserelin.,decrease,no risk
Nateglinide,Buspirone,Buspirone may decrease the excretion rate of Nateglinide which could result in a higher serum level.,decrease,no risk
Nateglinide,Butabarbital,Butabarbital may decrease the excretion rate of Nateglinide which could result in a higher serum level.,decrease,no risk
Nateglinide,Butriptyline,Butriptyline may decrease the hypoglycemic activities of Nateglinide.,decrease,no risk
Nateglinide,Gabapentin enacarbil,The metabolism of Nateglinide can be decreased when combined with Fusidic acid.,decrease,no risk
Nateglinide,Gadobenic acid,Nateglinide may decrease the excretion rate of Gabapentin enacarbil which could result in a higher serum level.,decrease,no risk
Nateglinide,Gadodiamide,Nateglinide may decrease the excretion rate of Gadobenic acid which could result in a higher serum level.,decrease,no risk
Nateglinide,Gadofosveset trisodium,Gadodiamide may decrease the excretion rate of Nateglinide which could result in a higher serum level.,decrease,no risk
Nateglinide,Gadopentetic acid,Nateglinide may decrease the excretion rate of Gadofosveset trisodium which could result in a higher serum level.,decrease,no risk
Atracurium besylate,Gabapentin,Furosemide may decrease the neuromuscular blocking activities of Atracurium besylate.,decrease,no risk
Atracurium besylate,Gabapentin enacarbil,The risk or severity of CNS depression can be increased when Atracurium besylate is combined with Gabapentin.,increase,risk
Atracurium besylate,Galantamine,The risk or severity of CNS depression can be increased when Atracurium besylate is combined with Gabapentin enacarbil.,increase,risk
Atracurium besylate,Gallamine triethiodide,The therapeutic efficacy of Atracurium besylate can be decreased when used in combination with Galantamine.,decrease,no risk
Atracurium besylate,Ganaxolone,The risk or severity of CNS depression can be increased when Atracurium besylate is combined with gamma-Hydroxybutyric acid.,increase,risk
Atracurium besylate,Gentamicin,"The risk or severity of sedation, somnolence, and CNS depression can be increased when Atracurium besylate is combined with Ganaxolone.",increase,risk
Atracurium besylate,Gepirone,The therapeutic efficacy of Atracurium besylate can be increased when used in combination with Gentamicin.,increase,no risk
Atracurium besylate,Ginkgo biloba,The risk or severity of CNS depression can be increased when Atracurium besylate is combined with Gepirone.,increase,risk
Atracurium besylate,Glutethimide,The therapeutic efficacy of Atracurium besylate can be decreased when used in combination with Ginkgo biloba.,decrease,no risk
Atracurium besylate,Glycerin,The risk or severity of CNS depression can be increased when Atracurium besylate is combined with Glutethimide.,increase,risk
Atracurium besylate,Glycopyrronium,The therapeutic efficacy of Glycerin can be decreased when used in combination with Atracurium besylate.,decrease,no risk
Atracurium besylate,Granisetron,The risk or severity of adverse effects can be increased when Atracurium besylate is combined with Glycopyrronium.,increase,risk
Atracurium besylate,Guanfacine,The risk or severity of CNS depression can be increased when Atracurium besylate is combined with Granisetron.,increase,risk
Atracurium besylate,Halazepam,The risk or severity of CNS depression can be increased when Atracurium besylate is combined with Guanfacine.,increase,risk
Atracurium besylate,Haloperidol,The risk or severity of CNS depression can be increased when Atracurium besylate is combined with Halazepam.,increase,risk
Atracurium besylate,Halothane,The risk or severity of CNS depression can be increased when Haloperidol is combined with Atracurium besylate.,increase,risk
Atracurium besylate,Hetacillin,The risk or severity of CNS depression can be increased when Atracurium besylate is combined with Halothane.,increase,risk
Atracurium besylate,Hexafluronium,The therapeutic efficacy of Atracurium besylate can be increased when used in combination with Hetacillin.,increase,no risk
Atracurium besylate,Hexocyclium,The risk or severity of CNS depression can be increased when Atracurium besylate is combined with Hexafluronium.,increase,risk
Atracurium besylate,Homatropine,The risk or severity of adverse effects can be increased when Atracurium besylate is combined with Hexocyclium.,increase,risk
Atracurium besylate,Homatropine methylbromide,The risk or severity of adverse effects can be increased when Atracurium besylate is combined with Homatropine.,increase,risk
Atracurium besylate,Huperzine A,The risk or severity of adverse effects can be increased when Homatropine methylbromide is combined with Atracurium besylate.,increase,risk
Atracurium besylate,Hydrochlorothiazide,The therapeutic efficacy of Atracurium besylate can be decreased when used in combination with Huperzine A.,decrease,no risk
Atracurium besylate,Hydrocodone,The therapeutic efficacy of Atracurium besylate can be increased when used in combination with Hydrochlorothiazide.,increase,no risk
Atracurium besylate,Hydrocortisone,Atracurium besylate may increase the central nervous system depressant (CNS depressant) activities of Hydrocodone.,increase,no risk
Atracurium besylate,Hydrocortisone acetate,The risk or severity of myopathy and weakness can be increased when Atracurium besylate is combined with Hydrocortisone.,increase,risk
Atracurium besylate,Hydrocortisone butyrate,The risk or severity of myopathy and weakness can be increased when Atracurium besylate is combined with Hydrocortisone acetate.,increase,risk
Atracurium besylate,Hydrocortisone cypionate,The risk or severity of myopathy and weakness can be increased when Atracurium besylate is combined with Hydrocortisone butyrate.,increase,risk
Atracurium besylate,Hydrocortisone succinate,The risk or severity of myopathy and weakness can be increased when Atracurium besylate is combined with Hydrocortisone cypionate.,increase,risk
Atracurium besylate,Hydroflumethiazide,The risk or severity of myopathy and weakness can be increased when Atracurium besylate is combined with Hydrocortisone succinate.,increase,risk
Atracurium besylate,Hydromorphone,The serum concentration of Hydroflumethiazide can be increased when it is combined with Atracurium besylate.,increase,no risk
Atracurium besylate,Hydroxyzine,The risk or severity of adverse effects can be increased when Atracurium besylate is combined with Hydromorphone.,increase,risk
Atracurium besylate,Hyoscyamine,Hydroxyzine may increase the central nervous system depressant (CNS depressant) activities of Atracurium besylate.,increase,no risk
Atracurium besylate,Kanamycin,Isradipine may increase the neuromuscular blocking activities of Atracurium besylate.,increase,no risk
Atracurium besylate,Ketamine,The therapeutic efficacy of Atracurium besylate can be increased when used in combination with Kanamycin.,increase,no risk
Atracurium besylate,Ketazolam,The risk or severity of CNS depression can be increased when Atracurium besylate is combined with Ketamine.,increase,risk
Atracurium besylate,Ketoconazole,The risk or severity of CNS depression can be increased when Atracurium besylate is combined with Ketazolam.,increase,risk
Atracurium besylate,Ketorolac,The therapeutic efficacy of Atracurium besylate can be increased when used in combination with Ketoconazole.,increase,no risk
Atracurium besylate,Nabilone,The risk or severity of adverse effects can be increased when Atracurium besylate is combined with Morphine.,increase,risk
Atracurium besylate,Nafcillin,Nabilone may increase the central nervous system depressant (CNS depressant) activities of Atracurium besylate.,increase,no risk
Atracurium besylate,Nalbuphine,The therapeutic efficacy of Atracurium besylate can be increased when used in combination with Nafcillin.,increase,no risk
Atracurium besylate,Naloxegol,The risk or severity of adverse effects can be increased when Atracurium besylate is combined with Nalbuphine.,increase,risk
Atracurium besylate,Naltrexone,The risk or severity of adverse effects can be increased when Atracurium besylate is combined with Naloxegol.,increase,risk
Atracurium besylate,Naratriptan,The risk or severity of adverse effects can be increased when Atracurium besylate is combined with Naltrexone.,increase,risk
Atracurium besylate,Nefazodone,The risk or severity of CNS depression can be increased when Atracurium besylate is combined with Naratriptan.,increase,risk
Atracurium besylate,Neomycin,The risk or severity of adverse effects can be increased when Atracurium besylate is combined with Nefazodone.,increase,risk
Atracurium besylate,Neostigmine,The therapeutic efficacy of Atracurium besylate can be increased when used in combination with Neomycin.,increase,no risk
Atracurium besylate,Netilmicin,The therapeutic efficacy of Atracurium besylate can be decreased when used in combination with Neostigmine.,decrease,no risk
Atracurium besylate,Nialamide,The therapeutic efficacy of Atracurium besylate can be increased when used in combination with Netilmicin.,increase,no risk
Atracurium besylate,Nicardipine,The risk or severity of CNS depression can be increased when Atracurium besylate is combined with Nialamide.,increase,risk
Atracurium besylate,Nifedipine,Nicardipine may increase the neuromuscular blocking activities of Atracurium besylate.,increase,no risk
Atracurium besylate,Nilvadipine,Nifedipine may increase the neuromuscular blocking activities of Atracurium besylate.,increase,no risk
Atracurium besylate,Nimesulide,Nilvadipine may increase the neuromuscular blocking activities of Atracurium besylate.,increase,no risk
Atracurium besylate,Nimodipine,Nimesulide may increase the neuromuscular blocking activities of Atracurium besylate.,increase,no risk
Atracurium besylate,Nisoldipine,Nimodipine may increase the neuromuscular blocking activities of Atracurium besylate.,increase,no risk
Atracurium besylate,Nitrazepam,Nisoldipine may increase the neuromuscular blocking activities of Atracurium besylate.,increase,no risk
Atracurium besylate,Nitrendipine,The risk or severity of CNS depression can be increased when Atracurium besylate is combined with Nitrazepam.,increase,risk
Atracurium besylate,Nitrous oxide,Nitrendipine may increase the neuromuscular blocking activities of Atracurium besylate.,increase,no risk
Atracurium besylate,Nizatidine,The risk or severity of CNS depression can be increased when Atracurium besylate is combined with Nitrous oxide.,increase,risk
Atracurium besylate,Nomifensine,The therapeutic efficacy of Atracurium besylate can be decreased when used in combination with Nizatidine.,decrease,no risk
Atracurium besylate,Normethadone,The risk or severity of CNS depression can be increased when Atracurium besylate is combined with Nomifensine.,increase,risk
Atracurium besylate,Nortriptyline,The risk or severity of adverse effects can be increased when Atracurium besylate is combined with Normethadone.,increase,risk
Atracurium besylate,Nylidrin,The risk or severity of CNS depression can be increased when Nortriptyline is combined with Atracurium besylate.,increase,risk
Atracurium besylate,Olanzapine,Nylidrin may increase the neuromuscular blocking activities of Atracurium besylate.,increase,no risk
Atracurium besylate,Oliceridine,The risk or severity of CNS depression can be increased when Olanzapine is combined with Atracurium besylate.,increase,risk
Atracurium besylate,Ondansetron,"The risk or severity of hypotension, sedation, death, somnolence, and respiratory depression can be increased when Atracurium besylate is combined with Oliceridine.",increase,risk
Atracurium besylate,Opium,The risk or severity of CNS depression can be increased when Atracurium besylate is combined with Ondansetron.,increase,risk
Atracurium besylate,Orphenadrine,The risk or severity of adverse effects can be increased when Atracurium besylate is combined with Opium.,increase,risk
Atracurium besylate,Ouabain,Atracurium besylate may increase the central nervous system depressant (CNS depressant) activities of Orphenadrine.,increase,no risk
Atracurium besylate,Oxacillin,The risk or severity of Cardiac Arrhythmia can be increased when Atracurium besylate is combined with Ouabain.,increase,risk
Atracurium besylate,Oxazepam,The therapeutic efficacy of Atracurium besylate can be increased when used in combination with Oxacillin.,increase,no risk
Atracurium besylate,Oxcarbazepine,The risk or severity of CNS depression can be increased when Atracurium besylate is combined with Oxazepam.,increase,risk
Atracurium besylate,Oxitriptan,The risk or severity of CNS depression can be increased when Atracurium besylate is combined with Oxcarbazepine.,increase,risk
Atracurium besylate,Oxprenolol,The risk or severity of CNS depression can be increased when Atracurium besylate is combined with Oxitriptan.,increase,risk
Atracurium besylate,Oxybuprocaine,The risk or severity of CNS depression can be increased when Atracurium besylate is combined with Oxprenolol.,increase,risk
Atracurium besylate,Oxybutynin,The risk or severity of CNS depression can be increased when Atracurium besylate is combined with Oxybuprocaine.,increase,risk
Atracurium besylate,Oxycodone,The risk or severity of adverse effects can be increased when Atracurium besylate is combined with Oxybutynin.,increase,risk
Atracurium besylate,Oxymorphone,The risk or severity of adverse effects can be increased when Atracurium besylate is combined with Oxycodone.,increase,risk
Atracurium besylate,Oxyphencyclimine,The risk or severity of adverse effects can be increased when Atracurium besylate is combined with Oxymorphone.,increase,risk
Atracurium besylate,Oxyphenisatin acetate,The risk or severity of adverse effects can be increased when Oxyphencyclimine is combined with Atracurium besylate.,increase,risk
Atracurium besylate,Oxyphenonium,The therapeutic efficacy of Oxyphenisatin acetate can be decreased when used in combination with Atracurium besylate.,decrease,no risk
Atracurium besylate,Oxytetracycline,The risk or severity of adverse effects can be increased when Oxyphenonium is combined with Atracurium besylate.,increase,risk
Atracurium besylate,Quazepam,The therapeutic efficacy of Atracurium besylate can be decreased when used in combination with Pyridostigmine.,decrease,no risk
Atracurium besylate,Quetiapine,The risk or severity of CNS depression can be increased when Atracurium besylate is combined with Quazepam.,increase,risk
Atracurium besylate,Quinethazone,The risk or severity of CNS depression can be increased when Atracurium besylate is combined with Quetiapine.,increase,risk
Atracurium besylate,Quinidine,The serum concentration of Quinethazone can be increased when it is combined with Atracurium besylate.,increase,no risk
Atracurium besylate,Quinine,The therapeutic efficacy of Atracurium besylate can be increased when used in combination with Quinidine.,increase,no risk
Atracurium besylate,Quinupramine,The therapeutic efficacy of Atracurium besylate can be increased when used in combination with Quinine.,increase,no risk
Atracurium besylate,Umeclidinium,The therapeutic efficacy of Atracurium besylate can be decreased when used in combination with Tyrothricin.,decrease,no risk
Atracurium besylate,Urethane,The risk or severity of adverse effects can be increased when Atracurium besylate is combined with Umeclidinium.,increase,risk
Atracurium besylate,Valproic acid,The risk or severity of CNS depression can be increased when Atracurium besylate is combined with Urethane.,increase,risk
Atracurium besylate,Vamorolone,The risk or severity of CNS depression can be increased when Valproic acid is combined with Atracurium besylate.,increase,risk
Atracurium besylate,Vancomycin,The risk or severity of myopathy and weakness can be increased when Atracurium besylate is combined with Vamorolone.,increase,risk
Atracurium besylate,Vecuronium,The therapeutic efficacy of Atracurium besylate can be increased when used in combination with Vancomycin.,increase,no risk
Atracurium besylate,Venlafaxine,The risk or severity of CNS depression can be increased when Atracurium besylate is combined with Vecuronium.,increase,risk
Atracurium besylate,Verapamil,The risk or severity of CNS depression can be increased when Venlafaxine is combined with Atracurium besylate.,increase,risk
Atracurium besylate,Vigabatrin,Verapamil may increase the neuromuscular blocking activities of Atracurium besylate.,increase,no risk
Atracurium besylate,Vilazodone,The risk or severity of CNS depression can be increased when Atracurium besylate is combined with Vigabatrin.,increase,risk
Atracurium besylate,Viloxazine,The risk or severity of CNS depression can be increased when Atracurium besylate is combined with Vilazodone.,increase,risk
Atracurium besylate,Viomycin,The risk or severity of CNS depression can be increased when Atracurium besylate is combined with Viloxazine.,increase,risk
Atracurium besylate,Vortioxetine,The therapeutic efficacy of Atracurium besylate can be increased when used in combination with Viomycin.,increase,no risk
Atracurium besylate,Xylometazoline,The risk or severity of CNS depression can be increased when Atracurium besylate is combined with Vortioxetine.,increase,risk
Atracurium besylate,Yohimbine,Xylometazoline may increase the neuromuscular blocking activities of Atracurium besylate.,increase,no risk
Atracurium besylate,Zaleplon,The risk or severity of CNS depression can be increased when Atracurium besylate is combined with Yohimbine.,increase,risk
Atracurium besylate,Ziconotide,The risk or severity of CNS depression can be increased when Atracurium besylate is combined with Zaleplon.,increase,risk
Atracurium besylate,Zimelidine,Ziconotide may increase the neuromuscular blocking activities of Atracurium besylate.,increase,no risk
Atracurium besylate,Ziprasidone,The risk or severity of adverse effects can be increased when Atracurium besylate is combined with Zimelidine.,increase,risk
Atracurium besylate,Zolmitriptan,The risk or severity of adverse effects can be increased when Atracurium besylate is combined with Ziprasidone.,increase,risk
Atracurium besylate,Zolpidem,The risk or severity of CNS depression can be increased when Zolmitriptan is combined with Atracurium besylate.,increase,risk
Atracurium besylate,Zonisamide,Atracurium besylate may increase the central nervous system depressant (CNS depressant) activities of Zolpidem.,increase,no risk
Atracurium besylate,Zopiclone,Zonisamide may increase the neuromuscular blocking activities of Atracurium besylate.,increase,no risk
Atracurium besylate,Zotepine,The risk or severity of adverse effects can be increased when Atracurium besylate is combined with Zopiclone.,increase,risk
Atracurium besylate,Zuclopenthixol,The risk or severity of CNS depression can be increased when Atracurium besylate is combined with Zotepine.,increase,risk
Atracurium besylate,Zuranolone,The risk or severity of CNS depression can be increased when Atracurium besylate is combined with Zuclopenthixol.,increase,risk
Pralidoxime,Gabapentin enacarbil,Pralidoxime may decrease the excretion rate of Gabapentin enacarbil which could result in a higher serum level.,decrease,no risk
Pralidoxime,Gadobenic acid,Pralidoxime may decrease the excretion rate of Gadobenic acid which could result in a higher serum level.,decrease,no risk
Pralidoxime,Gadodiamide,Gadodiamide may decrease the excretion rate of Pralidoxime which could result in a higher serum level.,decrease,no risk
Pralidoxime,Gadofosveset trisodium,Pralidoxime may decrease the excretion rate of Gadofosveset trisodium which could result in a higher serum level.,decrease,no risk
Pralidoxime,Gadopentetic acid,Pralidoxime may decrease the excretion rate of Gadopentetic acid which could result in a higher serum level.,decrease,no risk
Pralidoxime,Gadoteric acid,Pralidoxime may decrease the excretion rate of Gadoteric acid which could result in a higher serum level.,decrease,no risk
Pralidoxime,Gadoteridol,Gadoteridol may decrease the excretion rate of Pralidoxime which could result in a higher serum level.,decrease,no risk
Pralidoxime,Ganciclovir,Pralidoxime may decrease the excretion rate of Ganciclovir which could result in a higher serum level.,decrease,no risk
Pralidoxime,Gemcitabine,Gemcitabine may decrease the excretion rate of Pralidoxime which could result in a higher serum level.,decrease,no risk
Pralidoxime,Gemfibrozil,Pralidoxime may decrease the excretion rate of Gemfibrozil which could result in a higher serum level.,decrease,no risk
Pralidoxime,Gentamicin,Pralidoxime may decrease the excretion rate of Gentamicin which could result in a higher serum level.,decrease,no risk
Pralidoxime,Gimeracil,Pralidoxime may decrease the excretion rate of Gimeracil which could result in a higher serum level.,decrease,no risk
Pralidoxime,Givosiran,Givosiran may decrease the excretion rate of Pralidoxime which could result in a higher serum level.,decrease,no risk
