DrugA,DrugB,Interaction,Mechanism,risk_level
Interferon alfa-n1,Olaparib,The risk or severity of adverse effects can be increased when Interferon alfa-n1 is combined with Olaparib.,increase,risk
Interferon alfa-n1,Ondansetron,The metabolism of Ondansetron can be decreased when combined with Interferon alfa-n1.,decrease,no risk
Interferon alfa-n1,Oxaliplatin,The risk or severity of adverse effects can be increased when Interferon alfa-n1 is combined with Oxaliplatin.,increase,risk
Interferon alfa-n1,Oxtriphylline,The metabolism of Oxtriphylline can be decreased when combined with Interferon alfa-n1.,decrease,no risk
Interferon alfa-n1,Ozanimod,The risk or severity of adverse effects can be increased when Interferon alfa-n1 is combined with Ozanimod.,increase,risk
Interferon alfa-n1,Quinine,The metabolism of Quinine can be decreased when combined with Interferon alfa-n1.,decrease,no risk
Interferon alfa-n1,Ublituximab,The risk or severity of infection can be increased when Ublituximab is combined with Interferon alfa-n1.,increase,risk
Interferon alfa-n1,Upadacitinib,The risk or severity of adverse effects can be increased when Interferon alfa-n1 is combined with Upadacitinib.,increase,risk
Interferon alfa-n1,Urokinase,The risk or severity of bleeding can be increased when Urokinase is combined with Interferon alfa-n1.,increase,risk
Interferon alfa-n1,Varicella zoster vaccine (live/attenuated),The risk or severity of infection can be increased when Varicella zoster vaccine (live/attenuated) is combined with Interferon alfa-n1.,increase,risk
Interferon alfa-n1,Varicella zoster vaccine (recombinant),The therapeutic efficacy of Varicella zoster vaccine (recombinant) can be decreased when used in combination with Interferon alfa-n1.,decrease,no risk
Interferon alfa-n1,Vedolizumab,The risk or severity of adverse effects can be increased when Interferon alfa-n1 is combined with Vedolizumab.,increase,risk
Interferon alfa-n1,Verapamil,The metabolism of Verapamil can be decreased when combined with Interferon alfa-n1.,decrease,no risk
Interferon alfa-n1,Vibrio cholerae CVD 103-HgR strain live antigen,The therapeutic efficacy of Vibrio cholerae CVD 103-HgR strain live antigen can be decreased when used in combination with Interferon alfa-n1.,decrease,no risk
Interferon alfa-n1,Vilanterol,The risk or severity of adverse effects can be increased when Interferon alfa-n1 is combined with Vilanterol.,increase,risk
Interferon alfa-n1,Vinblastine,The risk or severity of adverse effects can be increased when Interferon alfa-n1 is combined with Vinblastine.,increase,risk
Interferon alfa-n1,Vincristine,The risk or severity of adverse effects can be increased when Interferon alfa-n1 is combined with Vincristine.,increase,risk
Interferon alfa-n1,Vindesine,The risk or severity of adverse effects can be increased when Interferon alfa-n1 is combined with Vindesine.,increase,risk
Interferon alfa-n1,Vinorelbine,The risk or severity of adverse effects can be increased when Interferon alfa-n1 is combined with Vinorelbine.,increase,risk
Interferon alfa-n1,Voclosporin,The risk or severity of adverse effects can be increased when Interferon alfa-n1 is combined with Voclosporin.,increase,risk
Interferon alfa-n1,Vorapaxar,The risk or severity of bleeding can be increased when Vorapaxar is combined with Interferon alfa-n1.,increase,risk
Interferon alfa-n1,Vorinostat,The risk or severity of adverse effects can be increased when Interferon alfa-n1 is combined with Vorinostat.,increase,risk
Interferon alfa-n1,Voxilaprevir,The metabolism of Voxilaprevir can be decreased when combined with Interferon alfa-n1.,decrease,no risk
Interferon alfa-n1,Warfarin,The metabolism of Warfarin can be decreased when combined with Interferon alfa-n1.,decrease,no risk
Interferon alfa-n1,Ximelagatran,The risk or severity of bleeding can be increased when Ximelagatran is combined with Interferon alfa-n1.,increase,risk
Interferon alfa-n1,Yellow fever vaccine,The risk or severity of infection can be increased when Yellow fever vaccine is combined with Interferon alfa-n1.,increase,risk
Interferon alfa-n1,Zidovudine,The risk or severity of adverse effects can be increased when Interferon alfa-n1 is combined with Zidovudine.,increase,risk
Interferon alfa-n1,Zileuton,The metabolism of Zileuton can be decreased when combined with Interferon alfa-n1.,decrease,no risk
Interferon alfa-n1,Zolmitriptan,The metabolism of Zolmitriptan can be decreased when combined with Interferon alfa-n1.,decrease,no risk
Interferon alfa-n1,Zolpidem,The metabolism of Zolpidem can be decreased when combined with Interferon alfa-n1.,decrease,no risk
Interferon alfa-n1,Zotepine,The metabolism of Zotepine can be decreased when combined with Interferon alfa-n1.,decrease,no risk
Darbepoetin alfa,Gefitinib,The risk or severity of Thrombosis can be increased when Darbepoetin alfa is combined with Gefitinib.,increase,risk
Darbepoetin alfa,Gemcitabine,The risk or severity of Thrombosis can be increased when Darbepoetin alfa is combined with Gemcitabine.,increase,risk
Darbepoetin alfa,Gemtuzumab ozogamicin,The risk or severity of Thrombosis can be increased when Darbepoetin alfa is combined with Gemtuzumab ozogamicin.,increase,risk
Darbepoetin alfa,Gilteritinib,The risk or severity of Thrombosis can be increased when Darbepoetin alfa is combined with Gilteritinib.,increase,risk
Darbepoetin alfa,Glasdegib,The risk or severity of Thrombosis can be increased when Darbepoetin alfa is combined with Glasdegib.,increase,risk
Darbepoetin alfa,Goserelin,The risk or severity of Thrombosis can be increased when Darbepoetin alfa is combined with Goserelin.,increase,risk
Darbepoetin alfa,Hydroxyprogesterone caproate,The risk or severity of Thrombosis can be increased when Darbepoetin alfa is combined with Hydroxyprogesterone caproate.,increase,risk
Darbepoetin alfa,Hydroxyurea,The risk or severity of Thrombosis can be increased when Darbepoetin alfa is combined with Hydroxyurea.,increase,risk
Darbepoetin alfa,Obinutuzumab,The risk or severity of Thrombosis can be increased when Darbepoetin alfa is combined with Obinutuzumab.,increase,risk
Darbepoetin alfa,Octreotide,The risk or severity of Thrombosis can be increased when Darbepoetin alfa is combined with Octreotide.,increase,risk
Darbepoetin alfa,Ofatumumab,The risk or severity of Thrombosis can be increased when Darbepoetin alfa is combined with Ofatumumab.,increase,risk
Darbepoetin alfa,Olaparib,The risk or severity of Thrombosis can be increased when Darbepoetin alfa is combined with Olaparib.,increase,risk
Darbepoetin alfa,Olaratumab,The risk or severity of Thrombosis can be increased when Darbepoetin alfa is combined with Olaratumab.,increase,risk
Darbepoetin alfa,Olutasidenib,The risk or severity of Thrombosis can be increased when Darbepoetin alfa is combined with Olutasidenib.,increase,risk
Darbepoetin alfa,Omacetaxine mepesuccinate,The risk or severity of Thrombosis can be increased when Darbepoetin alfa is combined with Omacetaxine mepesuccinate.,increase,risk
Darbepoetin alfa,Osimertinib,The risk or severity of Thrombosis can be increased when Darbepoetin alfa is combined with Osimertinib.,increase,risk
Darbepoetin alfa,Oxaliplatin,The risk or severity of Thrombosis can be increased when Darbepoetin alfa is combined with Oxaliplatin.,increase,risk
Darbepoetin alfa,Quizartinib,The risk or severity of Thrombosis can be increased when Darbepoetin alfa is combined with Quizartinib.,increase,risk
Darbepoetin alfa,Umbralisib,The risk or severity of Thrombosis can be increased when Darbepoetin alfa is combined with Umbralisib.,increase,risk
Darbepoetin alfa,Uracil mustard,The risk or severity of Thrombosis can be increased when Darbepoetin alfa is combined with Uracil mustard.,increase,risk
Darbepoetin alfa,Urethane,The risk or severity of Thrombosis can be increased when Darbepoetin alfa is combined with Urethane.,increase,risk
Darbepoetin alfa,Valproic acid,The risk or severity of Thrombosis can be increased when Darbepoetin alfa is combined with Valproic acid.,increase,risk
Darbepoetin alfa,Valrubicin,The risk or severity of Thrombosis can be increased when Darbepoetin alfa is combined with Valrubicin.,increase,risk
Darbepoetin alfa,Vandetanib,The risk or severity of Thrombosis can be increased when Darbepoetin alfa is combined with Vandetanib.,increase,risk
Darbepoetin alfa,Vemurafenib,The risk or severity of Thrombosis can be increased when Darbepoetin alfa is combined with Vemurafenib.,increase,risk
Darbepoetin alfa,Venetoclax,The risk or severity of Thrombosis can be increased when Darbepoetin alfa is combined with Venetoclax.,increase,risk
Darbepoetin alfa,Vinblastine,The risk or severity of Thrombosis can be increased when Darbepoetin alfa is combined with Vinblastine.,increase,risk
Darbepoetin alfa,Vincristine,The risk or severity of Thrombosis can be increased when Darbepoetin alfa is combined with Vincristine.,increase,risk
Darbepoetin alfa,Vindesine,The risk or severity of Thrombosis can be increased when Darbepoetin alfa is combined with Vindesine.,increase,risk
Darbepoetin alfa,Vinflunine,The risk or severity of Thrombosis can be increased when Darbepoetin alfa is combined with Vinflunine.,increase,risk
Darbepoetin alfa,Vinorelbine,The risk or severity of Thrombosis can be increased when Darbepoetin alfa is combined with Vinorelbine.,increase,risk
Darbepoetin alfa,Vismodegib,The risk or severity of Thrombosis can be increased when Darbepoetin alfa is combined with Vismodegib.,increase,risk
Darbepoetin alfa,Vorinostat,The risk or severity of Thrombosis can be increased when Darbepoetin alfa is combined with Vorinostat.,increase,risk
Darbepoetin alfa,Zanubrutinib,The risk or severity of Thrombosis can be increased when Darbepoetin alfa is combined with Zanubrutinib.,increase,risk
Urokinase,Gemcitabine,The risk or severity of bleeding can be increased when Urokinase is combined with Gemcitabine.,increase,risk
Urokinase,Gemtuzumab ozogamicin,The risk or severity of bleeding can be increased when Urokinase is combined with Gemtuzumab ozogamicin.,increase,risk
Urokinase,Gestrinone,The risk or severity of adverse effects can be increased when Gestrinone is combined with Urokinase.,increase,risk
Urokinase,Ginkgo biloba,Ginkgo biloba may increase the anticoagulant activities of Urokinase.,increase,no risk
Urokinase,Glycol salicylate,The risk or severity of bleeding and hemorrhage can be increased when Glycol salicylate is combined with Urokinase.,increase,risk
Urokinase,Hemin,Hemin may increase the anticoagulant activities of Urokinase.,increase,no risk
Urokinase,Heparin,Urokinase may increase the anticoagulant activities of Heparin.,increase,no risk
Urokinase,Hydrochlorothiazide,The therapeutic efficacy of Urokinase can be decreased when used in combination with Hydrochlorothiazide.,decrease,no risk
Urokinase,Hydroflumethiazide,The therapeutic efficacy of Urokinase can be decreased when used in combination with Hydroflumethiazide.,decrease,no risk
Urokinase,Hydrogen peroxide,The therapeutic efficacy of Hydrogen peroxide can be decreased when used in combination with Urokinase.,decrease,no risk
Urokinase,Hydroxyprogesterone caproate,The therapeutic efficacy of Urokinase can be decreased when used in combination with Hydroxyprogesterone caproate.,decrease,no risk
Urokinase,Hydroxyurea,The risk or severity of bleeding can be increased when Urokinase is combined with Hydroxyurea.,increase,risk
Urokinase,Ketoprofen,The risk or severity of bleeding and hemorrhage can be increased when Ketoprofen is combined with Urokinase.,increase,risk
Urokinase,Ketorolac,The risk or severity of bleeding and hemorrhage can be increased when Ketorolac is combined with Urokinase.,increase,risk
Urokinase,Obeticholic acid,The risk or severity of bleeding and bruising can be increased when Urokinase is combined with Obeticholic acid.,increase,risk
Urokinase,Obinutuzumab,The risk or severity of bleeding and hemorrhage can be increased when Urokinase is combined with Obinutuzumab.,increase,risk
Urokinase,Olaparib,The risk or severity of bleeding can be increased when Urokinase is combined with Olaparib.,increase,risk
Urokinase,Olive oil,The therapeutic efficacy of Urokinase can be decreased when used in combination with Olive oil.,decrease,no risk
Urokinase,Olsalazine,The risk or severity of bleeding can be increased when Olsalazine is combined with Urokinase.,increase,risk
Urokinase,Omacetaxine mepesuccinate,The risk or severity of bleeding can be increased when Urokinase is combined with Omacetaxine mepesuccinate.,increase,risk
Urokinase,Omega-3 fatty acids,Omega-3 fatty acids may increase the anticoagulant activities of Urokinase.,increase,no risk
Urokinase,Omega-3-acid ethyl esters,The risk or severity of bleeding can be increased when Omega-3-acid ethyl esters is combined with Urokinase.,increase,risk
Urokinase,Omega-3-carboxylic acids,The therapeutic efficacy of Urokinase can be increased when used in combination with Omega-3-carboxylic acids.,increase,no risk
Urokinase,Oxaliplatin,The risk or severity of hemorrhage can be increased when Oxaliplatin is combined with Urokinase.,increase,risk
Urokinase,Oxaprozin,The risk or severity of bleeding and hemorrhage can be increased when Oxaprozin is combined with Urokinase.,increase,risk
Urokinase,Oxyphenbutazone,The risk or severity of bleeding and hemorrhage can be increased when Oxyphenbutazone is combined with Urokinase.,increase,risk
Urokinase,Quinapril,The risk or severity of angioedema can be increased when Urokinase is combined with Quinapril.,increase,risk
Urokinase,Quinestrol,Quinestrol may decrease the anticoagulant activities of Urokinase.,decrease,no risk
Urokinase,Quinidine,The therapeutic efficacy of Urokinase can be increased when used in combination with Quinidine.,increase,no risk
Urokinase,Quinine,The therapeutic efficacy of Urokinase can be increased when used in combination with Quinine.,increase,no risk
Goserelin,Bromocriptine,The therapeutic efficacy of Bromocriptine can be decreased when used in combination with Goserelin.,decrease,no risk
Goserelin,Bromotheophylline,Bromotheophylline may increase the excretion rate of Goserelin which could result in a lower serum level and potentially a reduction in efficacy.,increase,no risk
Goserelin,Brompheniramine,The risk or severity of QTc prolongation can be increased when Brompheniramine is combined with Goserelin.,increase,risk
Goserelin,Buclizine,The risk or severity of QTc prolongation can be increased when Buclizine is combined with Goserelin.,increase,risk
Goserelin,Budesonide,Goserelin may decrease the excretion rate of Budesonide which could result in a higher serum level.,decrease,no risk
Goserelin,Bumadizone,Bumadizone may decrease the excretion rate of Goserelin which could result in a higher serum level.,decrease,no risk
Goserelin,Bumetanide,Bumetanide may increase the excretion rate of Goserelin which could result in a lower serum level and potentially a reduction in efficacy.,increase,no risk
Goserelin,Bupivacaine,The risk or severity of methemoglobinemia can be increased when Goserelin is combined with Bupivacaine.,increase,risk
Goserelin,Bupropion,Goserelin may decrease the excretion rate of Bupropion which could result in a higher serum level.,decrease,no risk
Goserelin,Buserelin,The risk or severity of QTc prolongation can be increased when Buserelin is combined with Goserelin.,increase,risk
Goserelin,Buspirone,Goserelin may decrease the excretion rate of Buspirone which could result in a higher serum level.,decrease,no risk
Goserelin,Butabarbital,Goserelin may decrease the excretion rate of Butabarbital which could result in a higher serum level.,decrease,no risk
Goserelin,Butacaine,The risk or severity of methemoglobinemia can be increased when Goserelin is combined with Butacaine.,increase,risk
Goserelin,Butamben,The risk or severity of methemoglobinemia can be increased when Goserelin is combined with Butamben.,increase,risk
Goserelin,Butriptyline,The risk or severity of QTc prolongation can be increased when Goserelin is combined with Butriptyline.,increase,risk
Goserelin,Gabapentin enacarbil,Goserelin may decrease the excretion rate of Gabapentin enacarbil which could result in a higher serum level.,decrease,no risk
Goserelin,Gadobenic acid,The risk or severity of QTc prolongation can be increased when Goserelin is combined with Gadobenic acid.,increase,risk
Goserelin,Gadodiamide,Goserelin may decrease the excretion rate of Gadodiamide which could result in a higher serum level.,decrease,no risk
Goserelin,Gadofosveset trisodium,Goserelin may decrease the excretion rate of Gadofosveset trisodium which could result in a higher serum level.,decrease,no risk
Goserelin,Gadopentetic acid,Goserelin may decrease the excretion rate of Gadopentetic acid which could result in a higher serum level.,decrease,no risk
Goserelin,Gadoteric acid,Goserelin may decrease the excretion rate of Gadoteric acid which could result in a higher serum level.,decrease,no risk
Goserelin,Gadoteridol,Goserelin may decrease the excretion rate of Gadoteridol which could result in a higher serum level.,decrease,no risk
Goserelin,Galantamine,The risk or severity of QTc prolongation can be increased when Galantamine is combined with Goserelin.,increase,risk
Goserelin,Ganciclovir,Goserelin may decrease the excretion rate of Ganciclovir which could result in a higher serum level.,decrease,no risk
Goserelin,Gatifloxacin,The risk or severity of QTc prolongation can be increased when Gatifloxacin is combined with Goserelin.,increase,risk
Goserelin,Gemcitabine,Goserelin may decrease the excretion rate of Gemcitabine which could result in a higher serum level.,decrease,no risk
Goserelin,Gemfibrozil,Goserelin may decrease the excretion rate of Gemfibrozil which could result in a higher serum level.,decrease,no risk
Goserelin,Gemifloxacin,The risk or severity of QTc prolongation can be increased when Goserelin is combined with Gemifloxacin.,increase,risk
Goserelin,Gentamicin,Goserelin may decrease the excretion rate of Gentamicin which could result in a higher serum level.,decrease,no risk
Goserelin,Gepirone,The risk or severity of QTc prolongation can be increased when Gepirone is combined with Goserelin.,increase,risk
Goserelin,Gilteritinib,The risk or severity of QTc prolongation can be increased when Goserelin is combined with Gilteritinib.,increase,risk
Goserelin,Gimeracil,Goserelin may decrease the excretion rate of Gimeracil which could result in a higher serum level.,decrease,no risk
Goserelin,Givosiran,Givosiran may decrease the excretion rate of Goserelin which could result in a higher serum level.,decrease,no risk
Goserelin,Glasdegib,The risk or severity of QTc prolongation can be increased when Goserelin is combined with Glasdegib.,increase,risk
Goserelin,Gliclazide,The therapeutic efficacy of Gliclazide can be decreased when used in combination with Goserelin.,decrease,no risk
Goserelin,Glimepiride,The therapeutic efficacy of Glimepiride can be decreased when used in combination with Goserelin.,decrease,no risk
Goserelin,Glipizide,The therapeutic efficacy of Glipizide can be decreased when used in combination with Goserelin.,decrease,no risk
Goserelin,Gliquidone,The therapeutic efficacy of Gliquidone can be decreased when used in combination with Goserelin.,decrease,no risk
Goserelin,Glyburide,The therapeutic efficacy of Glyburide can be decreased when used in combination with Goserelin.,decrease,no risk
Goserelin,Glycerol phenylbutyrate,Goserelin may decrease the excretion rate of Glycerol phenylbutyrate which could result in a higher serum level.,decrease,no risk
Goserelin,Glymidine,The therapeutic efficacy of Glymidine can be decreased when used in combination with Goserelin.,decrease,no risk
Goserelin,Golodirsen,Goserelin may decrease the excretion rate of Golodirsen which could result in a higher serum level.,decrease,no risk
Goserelin,Granisetron,The risk or severity of QTc prolongation can be increased when Goserelin is combined with Granisetron.,increase,risk
Goserelin,Grepafloxacin,The risk or severity of QTc prolongation can be increased when Goserelin is combined with Grepafloxacin.,increase,risk
Goserelin,Guanethidine,Goserelin may decrease the excretion rate of Guanethidine which could result in a higher serum level.,decrease,no risk
Goserelin,Guanfacine,Goserelin may decrease the excretion rate of Guanfacine which could result in a higher serum level.,decrease,no risk
Goserelin,Halofantrine,The risk or severity of QTc prolongation can be increased when Goserelin is combined with Halofantrine.,increase,risk
Goserelin,Haloperidol,The risk or severity of QTc prolongation can be increased when Goserelin is combined with Haloperidol.,increase,risk
Goserelin,Histrelin,The risk or severity of QTc prolongation can be increased when Histrelin is combined with Goserelin.,increase,risk
Goserelin,Hydralazine,Goserelin may decrease the excretion rate of Hydralazine which could result in a higher serum level.,decrease,no risk
Goserelin,Hydrochlorothiazide,Hydrochlorothiazide may increase the excretion rate of Goserelin which could result in a lower serum level and potentially a reduction in efficacy.,increase,no risk
Goserelin,Hydroflumethiazide,Hydroflumethiazide may increase the excretion rate of Goserelin which could result in a lower serum level and potentially a reduction in efficacy.,increase,no risk
Goserelin,Hydromorphone,Goserelin may decrease the excretion rate of Hydromorphone which could result in a higher serum level.,decrease,no risk
Goserelin,Hydroxocobalamin,Goserelin may decrease the excretion rate of Hydroxocobalamin which could result in a higher serum level.,decrease,no risk
Goserelin,Hydroxychloroquine,The risk or severity of QTc prolongation can be increased when Hydroxychloroquine is combined with Goserelin.,increase,risk
Goserelin,Hydroxyethyl Starch,Goserelin may decrease the excretion rate of Hydroxyethyl Starch which could result in a higher serum level.,decrease,no risk
Goserelin,Hydroxyzine,The risk or severity of QTc prolongation can be increased when Goserelin is combined with Hydroxyzine.,increase,risk
Goserelin,Hyoscyamine,The risk or severity of QTc prolongation can be increased when Hyoscyamine is combined with Goserelin.,increase,risk
Goserelin,Kanamycin,Goserelin may decrease the excretion rate of Kanamycin which could result in a higher serum level.,decrease,no risk
Goserelin,Ketamine,Goserelin may decrease the excretion rate of Ketamine which could result in a higher serum level.,decrease,no risk
Goserelin,Ketazolam,Goserelin may decrease the excretion rate of Ketazolam which could result in a higher serum level.,decrease,no risk
Goserelin,Ketoconazole,The risk or severity of QTc prolongation can be increased when Ketoconazole is combined with Goserelin.,increase,risk
Goserelin,Ketoprofen,Ketoprofen may decrease the excretion rate of Goserelin which could result in a higher serum level.,decrease,no risk
Goserelin,Ketorolac,Ketorolac may decrease the excretion rate of Goserelin which could result in a higher serum level.,decrease,no risk
Goserelin,Octinoxate,Goserelin may decrease the excretion rate of Octinoxate which could result in a higher serum level.,decrease,no risk
Goserelin,Octreotide,The risk or severity of QTc prolongation can be increased when Octreotide is combined with Goserelin.,increase,risk
Goserelin,Ofloxacin,The risk or severity of QTc prolongation can be increased when Goserelin is combined with Ofloxacin.,increase,risk
Goserelin,Olanzapine,The risk or severity of QTc prolongation can be increased when Olanzapine is combined with Goserelin.,increase,risk
Goserelin,Olodaterol,The risk or severity of QTc prolongation can be increased when Olodaterol is combined with Goserelin.,increase,risk
Goserelin,Olsalazine,Olsalazine may decrease the excretion rate of Goserelin which could result in a higher serum level.,decrease,no risk
Goserelin,Ondansetron,The risk or severity of QTc prolongation can be increased when Goserelin is combined with Ondansetron.,increase,risk
Goserelin,Opium,Goserelin may decrease the excretion rate of Opium which could result in a higher serum level.,decrease,no risk
Goserelin,Orphenadrine,The risk or severity of QTc prolongation can be increased when Orphenadrine is combined with Goserelin.,increase,risk
Goserelin,Oseltamivir,Goserelin may decrease the excretion rate of Oseltamivir which could result in a higher serum level.,decrease,no risk
Goserelin,Oxacillin,Goserelin may decrease the excretion rate of Oxacillin which could result in a higher serum level.,decrease,no risk
Goserelin,Oxaliplatin,The risk or severity of QTc prolongation can be increased when Oxaliplatin is combined with Goserelin.,increase,risk
Goserelin,Oxaprozin,Oxaprozin may decrease the excretion rate of Goserelin which could result in a higher serum level.,decrease,no risk
Goserelin,Oxatomide,The risk or severity of QTc prolongation can be increased when Goserelin is combined with Oxatomide.,increase,risk
Goserelin,Oxazepam,Goserelin may decrease the excretion rate of Oxazepam which could result in a higher serum level.,decrease,no risk
Goserelin,Oxetacaine,The risk or severity of methemoglobinemia can be increased when Goserelin is combined with Oxetacaine.,increase,risk
Goserelin,Oxybenzone,Goserelin may decrease the excretion rate of Oxybenzone which could result in a higher serum level.,decrease,no risk
Goserelin,Oxybuprocaine,The risk or severity of methemoglobinemia can be increased when Goserelin is combined with Oxybuprocaine.,increase,risk
Goserelin,Oxyphenbutazone,Oxyphenbutazone may decrease the excretion rate of Goserelin which could result in a higher serum level.,decrease,no risk
Goserelin,Oxyquinoline,Goserelin may decrease the excretion rate of Oxyquinoline which could result in a higher serum level.,decrease,no risk
Goserelin,Oxytocin,The risk or severity of QTc prolongation can be increased when Oxytocin is combined with Goserelin.,increase,risk
Goserelin,Quetiapine,The risk or severity of QTc prolongation can be increased when Goserelin is combined with Quetiapine.,increase,risk
Goserelin,Quinethazone,Quinethazone may increase the excretion rate of Goserelin which could result in a lower serum level and potentially a reduction in efficacy.,increase,no risk
Goserelin,Quinidine,The risk or severity of QTc prolongation can be increased when Goserelin is combined with Quinidine.,increase,risk
Goserelin,Quinine,The risk or severity of QTc prolongation can be increased when Goserelin is combined with Quinine.,increase,risk
Goserelin,Quizartinib,The risk or severity of QTc prolongation can be increased when Goserelin is combined with Quizartinib.,increase,risk
Goserelin,Vaborbactam,Goserelin may decrease the excretion rate of Vaborbactam which could result in a higher serum level.,decrease,no risk
Goserelin,Valaciclovir,Valaciclovir may decrease the excretion rate of Goserelin which could result in a higher serum level.,decrease,no risk
Goserelin,Valbenazine,Goserelin may decrease the excretion rate of Valbenazine which could result in a higher serum level.,decrease,no risk
Goserelin,Valdecoxib,Valdecoxib may decrease the excretion rate of Goserelin which could result in a higher serum level.,decrease,no risk
Goserelin,Valganciclovir,Goserelin may decrease the excretion rate of Valganciclovir which could result in a higher serum level.,decrease,no risk
Goserelin,Valproic acid,The risk or severity of QTc prolongation can be increased when Goserelin is combined with Valproic acid.,increase,risk
Goserelin,Vancomycin,Goserelin may decrease the excretion rate of Vancomycin which could result in a higher serum level.,decrease,no risk
Goserelin,Vandetanib,The risk or severity of QTc prolongation can be increased when Goserelin is combined with Vandetanib.,increase,risk
Goserelin,Vardenafil,The risk or severity of QTc prolongation can be increased when Vardenafil is combined with Goserelin.,increase,risk
Goserelin,Varenicline,Goserelin may decrease the excretion rate of Varenicline which could result in a higher serum level.,decrease,no risk
Goserelin,Vemurafenib,The risk or severity of QTc prolongation can be increased when Goserelin is combined with Vemurafenib.,increase,risk
Goserelin,Venlafaxine,Goserelin may decrease the excretion rate of Venlafaxine which could result in a higher serum level.,decrease,no risk
Goserelin,Verapamil,Goserelin may decrease the excretion rate of Verapamil which could result in a higher serum level.,decrease,no risk
Goserelin,Vernakalant,The risk or severity of QTc prolongation can be increased when Vernakalant is combined with Goserelin.,increase,risk
