DrugA,DrugB,Interaction,Mechanism,risk_level
Inotuzumab ozogamicin,Gemcitabine,The serum concentration of Inotuzumab ozogamicin can be increased when it is combined with Gemcitabine.,increase,no risk
Inotuzumab ozogamicin,Gemtuzumab ozogamicin,The risk or severity of adverse effects can be increased when Gemtuzumab ozogamicin is combined with Inotuzumab ozogamicin.,increase,risk
Inotuzumab ozogamicin,Gilteritinib,The serum concentration of Inotuzumab ozogamicin can be increased when it is combined with Gilteritinib.,increase,no risk
Inotuzumab ozogamicin,Glasdegib,The serum concentration of Inotuzumab ozogamicin can be increased when it is combined with Glasdegib.,increase,no risk
Inotuzumab ozogamicin,Glecaprevir,The serum concentration of Inotuzumab ozogamicin can be increased when it is combined with Glecaprevir.,increase,no risk
Inotuzumab ozogamicin,Glofitamab,The risk or severity of adverse effects can be increased when Inotuzumab ozogamicin is combined with Glofitamab.,increase,risk
Inotuzumab ozogamicin,Golimumab,The risk or severity of adverse effects can be increased when Inotuzumab ozogamicin is combined with Golimumab.,increase,risk
Inotuzumab ozogamicin,Grazoprevir,The serum concentration of Inotuzumab ozogamicin can be increased when it is combined with Grazoprevir.,increase,no risk
Inotuzumab ozogamicin,Guselkumab,The risk or severity of adverse effects can be increased when Inotuzumab ozogamicin is combined with Guselkumab.,increase,risk
Inotuzumab ozogamicin,Hepatitis B immune globulin,The risk or severity of adverse effects can be increased when Hepatitis B immune globulin is combined with Inotuzumab ozogamicin.,increase,risk
Inotuzumab ozogamicin,Human cytomegalovirus immune globulin,The risk or severity of adverse effects can be increased when Inotuzumab ozogamicin is combined with Human cytomegalovirus immune globulin.,increase,risk
Inotuzumab ozogamicin,Human immunoglobulin G,The risk or severity of adverse effects can be increased when Human immunoglobulin G is combined with Inotuzumab ozogamicin.,increase,risk
Inotuzumab ozogamicin,Human Rho(D) immune globulin,The risk or severity of adverse effects can be increased when Inotuzumab ozogamicin is combined with Human Rho(D) immune globulin.,increase,risk
Inotuzumab ozogamicin,Human varicella-zoster immune globulin,The risk or severity of adverse effects can be increased when Inotuzumab ozogamicin is combined with Human varicella-zoster immune globulin.,increase,risk
Inotuzumab ozogamicin,Ketoconazole,The serum concentration of Inotuzumab ozogamicin can be increased when it is combined with Ketoconazole.,increase,no risk
Inotuzumab ozogamicin,Obiltoxaximab,The risk or severity of adverse effects can be increased when Obiltoxaximab is combined with Inotuzumab ozogamicin.,increase,risk
Inotuzumab ozogamicin,Obinutuzumab,The risk or severity of adverse effects can be increased when Inotuzumab ozogamicin is combined with Obinutuzumab.,increase,risk
Inotuzumab ozogamicin,Ocrelizumab,The risk or severity of adverse effects can be increased when Inotuzumab ozogamicin is combined with Ocrelizumab.,increase,risk
Inotuzumab ozogamicin,Odesivimab,The risk or severity of adverse effects can be increased when Inotuzumab ozogamicin is combined with Odesivimab.,increase,risk
Inotuzumab ozogamicin,Ofatumumab,The risk or severity of adverse effects can be increased when Inotuzumab ozogamicin is combined with Ofatumumab.,increase,risk
Inotuzumab ozogamicin,Olaratumab,The risk or severity of adverse effects can be increased when Inotuzumab ozogamicin is combined with Olaratumab.,increase,risk
Inotuzumab ozogamicin,Omadacycline,The serum concentration of Inotuzumab ozogamicin can be increased when it is combined with Omadacycline.,increase,no risk
Inotuzumab ozogamicin,Omalizumab,The risk or severity of adverse effects can be increased when Omalizumab is combined with Inotuzumab ozogamicin.,increase,risk
Inotuzumab ozogamicin,Ombitasvir,The serum concentration of Inotuzumab ozogamicin can be increased when it is combined with Ombitasvir.,increase,no risk
Inotuzumab ozogamicin,Osimertinib,The serum concentration of Osimertinib can be increased when it is combined with Inotuzumab ozogamicin.,increase,no risk
Inotuzumab ozogamicin,Oxetacaine,The risk or severity of methemoglobinemia can be increased when Inotuzumab ozogamicin is combined with Oxetacaine.,increase,risk
Inotuzumab ozogamicin,Oxybuprocaine,The risk or severity of methemoglobinemia can be increased when Inotuzumab ozogamicin is combined with Oxybuprocaine.,increase,risk
Inotuzumab ozogamicin,Quinestrol,Quinestrol may increase the thrombogenic activities of Inotuzumab ozogamicin.,increase,no risk
Inotuzumab ozogamicin,Quinidine,The serum concentration of Inotuzumab ozogamicin can be increased when it is combined with Quinidine.,increase,no risk
Inotuzumab ozogamicin,Quinine,The serum concentration of Inotuzumab ozogamicin can be increased when it is combined with Quinine.,increase,no risk
Inotuzumab ozogamicin,Quizartinib,The serum concentration of Inotuzumab ozogamicin can be increased when it is combined with Quizartinib.,increase,no risk
Inotuzumab ozogamicin,Ublituximab,The risk or severity of adverse effects can be increased when Inotuzumab ozogamicin is combined with Ublituximab.,increase,risk
Inotuzumab ozogamicin,Ubrogepant,The serum concentration of Inotuzumab ozogamicin can be increased when it is combined with Ubrogepant.,increase,no risk
Inotuzumab ozogamicin,Umbralisib,The serum concentration of Inotuzumab ozogamicin can be increased when it is combined with Umbralisib.,increase,no risk
Inotuzumab ozogamicin,Umeclidinium,The serum concentration of Inotuzumab ozogamicin can be increased when it is combined with Umeclidinium.,increase,no risk
Inotuzumab ozogamicin,Ustekinumab,The risk or severity of adverse effects can be increased when Ustekinumab is combined with Inotuzumab ozogamicin.,increase,risk
Inotuzumab ozogamicin,Valoctocogene roxaparvovec,The therapeutic efficacy of Valoctocogene roxaparvovec can be decreased when used in combination with Inotuzumab ozogamicin.,decrease,no risk
Inotuzumab ozogamicin,Vandetanib,The serum concentration of Inotuzumab ozogamicin can be increased when it is combined with Vandetanib.,increase,no risk
Inotuzumab ozogamicin,Vardenafil,The serum concentration of Inotuzumab ozogamicin can be increased when it is combined with Vardenafil.,increase,no risk
Inotuzumab ozogamicin,Vedolizumab,The risk or severity of adverse effects can be increased when Inotuzumab ozogamicin is combined with Vedolizumab.,increase,risk
Inotuzumab ozogamicin,Velpatasvir,The serum concentration of Inotuzumab ozogamicin can be increased when it is combined with Velpatasvir.,increase,no risk
Inotuzumab ozogamicin,Vemurafenib,The serum concentration of Inotuzumab ozogamicin can be increased when it is combined with Vemurafenib.,increase,no risk
Inotuzumab ozogamicin,Venetoclax,The serum concentration of Inotuzumab ozogamicin can be increased when it is combined with Venetoclax.,increase,no risk
Inotuzumab ozogamicin,Verapamil,The serum concentration of Inotuzumab ozogamicin can be increased when it is combined with Verapamil.,increase,no risk
Inotuzumab ozogamicin,Vinblastine,The serum concentration of Inotuzumab ozogamicin can be increased when it is combined with Vinblastine.,increase,no risk
Inotuzumab ozogamicin,Vincristine,The serum concentration of Inotuzumab ozogamicin can be increased when it is combined with Vincristine.,increase,no risk
Inotuzumab ozogamicin,Vinflunine,The serum concentration of Vinflunine can be increased when it is combined with Inotuzumab ozogamicin.,increase,no risk
Inotuzumab ozogamicin,Voclosporin,The serum concentration of Inotuzumab ozogamicin can be increased when it is combined with Voclosporin.,increase,no risk
Inotuzumab ozogamicin,Vorapaxar,The serum concentration of Inotuzumab ozogamicin can be increased when it is combined with Vorapaxar.,increase,no risk
Inotuzumab ozogamicin,Voxilaprevir,The serum concentration of Inotuzumab ozogamicin can be increased when it is combined with Voxilaprevir.,increase,no risk
Inotuzumab ozogamicin,Zonisamide,The serum concentration of Inotuzumab ozogamicin can be increased when it is combined with Zonisamide.,increase,no risk
RI 624,Obiltoxaximab,The risk or severity of adverse effects can be increased when Obiltoxaximab is combined with RI 624.,increase,risk
RI 624,Obinutuzumab,The risk or severity of adverse effects can be increased when RI 624 is combined with Obinutuzumab.,increase,risk
RI 624,Ocrelizumab,The risk or severity of adverse effects can be increased when RI 624 is combined with Ocrelizumab.,increase,risk
RI 624,Odesivimab,The risk or severity of adverse effects can be increased when RI 624 is combined with Odesivimab.,increase,risk
RI 624,Ofatumumab,The risk or severity of adverse effects can be increased when RI 624 is combined with Ofatumumab.,increase,risk
RI 624,Olaratumab,The risk or severity of adverse effects can be increased when RI 624 is combined with Olaratumab.,increase,risk
RI 624,Omalizumab,The risk or severity of adverse effects can be increased when Omalizumab is combined with RI 624.,increase,risk
RI 624,Quinestrol,Quinestrol may increase the thrombogenic activities of RI 624.,increase,no risk
RI 624,Ublituximab,The risk or severity of adverse effects can be increased when RI 624 is combined with Ublituximab.,increase,risk
RI 624,Ustekinumab,The risk or severity of adverse effects can be increased when Ustekinumab is combined with RI 624.,increase,risk
RI 624,Vedolizumab,The risk or severity of adverse effects can be increased when RI 624 is combined with Vedolizumab.,increase,risk
KOS-1584,Gepirone,The serum concentration of Gepirone can be increased when it is combined with KOS-1584.,increase,no risk
KOS-1584,Gilteritinib,The metabolism of Gilteritinib can be decreased when combined with KOS-1584.,decrease,no risk
KOS-1584,Haloperidol,The serum concentration of Haloperidol can be increased when it is combined with KOS-1584.,increase,no risk
KOS-1584,Hydrocortisone,The serum concentration of Hydrocortisone can be increased when it is combined with KOS-1584.,increase,no risk
KOS-1584,Olaparib,The serum concentration of Olaparib can be increased when it is combined with KOS-1584.,increase,no risk
KOS-1584,Osimertinib,The serum concentration of Osimertinib can be increased when it is combined with KOS-1584.,increase,no risk
KOS-1584,Ouabain,The serum concentration of Ouabain can be increased when it is combined with KOS-1584.,increase,no risk
KOS-1584,Oxetacaine,The risk or severity of methemoglobinemia can be increased when KOS-1584 is combined with Oxetacaine.,increase,risk
KOS-1584,Oxtriphylline,The metabolism of Oxtriphylline can be decreased when combined with KOS-1584.,decrease,no risk
KOS-1584,Oxybuprocaine,The risk or severity of methemoglobinemia can be increased when KOS-1584 is combined with Oxybuprocaine.,increase,risk
KOS-1584,Quinidine,The serum concentration of Quinidine can be increased when it is combined with KOS-1584.,increase,no risk
KOS-1584,Quinine,The serum concentration of Quinine can be increased when it is combined with KOS-1584.,increase,no risk
KOS-1584,Vandetanib,The serum concentration of Vandetanib can be increased when it is combined with KOS-1584.,increase,no risk
KOS-1584,Vardenafil,The metabolism of Vardenafil can be decreased when combined with KOS-1584.,decrease,no risk
KOS-1584,Vemurafenib,The serum concentration of Vemurafenib can be increased when it is combined with KOS-1584.,increase,no risk
KOS-1584,Venetoclax,The serum concentration of Venetoclax can be increased when it is combined with KOS-1584.,increase,no risk
KOS-1584,Vibrio cholerae CVD 103-HgR strain live antigen,The therapeutic efficacy of Vibrio cholerae CVD 103-HgR strain live antigen can be decreased when used in combination with KOS-1584.,decrease,no risk
KOS-1584,Vinblastine,The serum concentration of Vinblastine can be increased when it is combined with KOS-1584.,increase,no risk
KOS-1584,Vincristine,The serum concentration of Vincristine can be increased when it is combined with KOS-1584.,increase,no risk
KOS-1584,Vindesine,The serum concentration of Vindesine can be increased when it is combined with KOS-1584.,increase,no risk
KOS-1584,Vinflunine,The serum concentration of Vinflunine can be increased when it is combined with KOS-1584.,increase,no risk
KOS-1584,Vinorelbine,The serum concentration of Vinorelbine can be increased when it is combined with KOS-1584.,increase,no risk
KOS-1584,Vorapaxar,The metabolism of Vorapaxar can be decreased when combined with KOS-1584.,decrease,no risk
KOS-1584,Voxelotor,The serum concentration of Voxelotor can be increased when it is combined with KOS-1584.,increase,no risk
KOS-1584,Warfarin,The serum concentration of Warfarin can be increased when it is combined with KOS-1584.,increase,no risk
KOS-1584,Zanubrutinib,The serum concentration of Zanubrutinib can be increased when it is combined with KOS-1584.,increase,no risk
KOS-1584,Ziprasidone,The metabolism of Ziprasidone can be decreased when combined with KOS-1584.,decrease,no risk
KOS-1584,Zopiclone,The metabolism of Zopiclone can be decreased when combined with KOS-1584.,decrease,no risk
KOS-1584,Zuclopenthixol,The metabolism of Zuclopenthixol can be decreased when combined with KOS-1584.,decrease,no risk
Betulinic Acid,Balsalazide,The risk or severity of adverse effects can be increased when Balsalazide is combined with Betulinic Acid.,increase,risk
Betulinic Acid,Bendazac,The risk or severity of adverse effects can be increased when Betulinic Acid is combined with Bendazac.,increase,risk
Betulinic Acid,Benorilate,The risk or severity of adverse effects can be increased when Betulinic Acid is combined with Benorilate.,increase,risk
Betulinic Acid,Benoxaprofen,The risk or severity of adverse effects can be increased when Benoxaprofen is combined with Betulinic Acid.,increase,risk
Betulinic Acid,Benzydamine,The risk or severity of adverse effects can be increased when Benzydamine is combined with Betulinic Acid.,increase,risk
Betulinic Acid,Bromfenac,The risk or severity of adverse effects can be increased when Bromfenac is combined with Betulinic Acid.,increase,risk
Betulinic Acid,Bufexamac,The risk or severity of adverse effects can be increased when Betulinic Acid is combined with Bufexamac.,increase,risk
Betulinic Acid,Bumadizone,The risk or severity of adverse effects can be increased when Betulinic Acid is combined with Bumadizone.,increase,risk
Betulinic Acid,Butriptyline,The risk or severity of gastrointestinal bleeding can be increased when Butriptyline is combined with Betulinic Acid.,increase,risk
Betulinic Acid,Glycol salicylate,The risk or severity of adverse effects can be increased when Glycol salicylate is combined with Betulinic Acid.,increase,risk
Betulinic Acid,Ketoprofen,The risk or severity of adverse effects can be increased when Ketoprofen is combined with Betulinic Acid.,increase,risk
Betulinic Acid,Ketorolac,The risk or severity of adverse effects can be increased when Ketorolac is combined with Betulinic Acid.,increase,risk
Betulinic Acid,Oxaprozin,The risk or severity of adverse effects can be increased when Oxaprozin is combined with Betulinic Acid.,increase,risk
Betulinic Acid,Oxyphenbutazone,The risk or severity of adverse effects can be increased when Oxyphenbutazone is combined with Betulinic Acid.,increase,risk
Betulinic Acid,Quinupramine,The risk or severity of gastrointestinal bleeding can be increased when Quinupramine is combined with Betulinic Acid.,increase,risk
Betulinic Acid,Valdecoxib,The risk or severity of adverse effects can be increased when Valdecoxib is combined with Betulinic Acid.,increase,risk
Betulinic Acid,Valproic acid,The protein binding of Valproic acid can be decreased when combined with Betulinic Acid.,decrease,no risk
Betulinic Acid,Voriconazole,The serum concentration of Betulinic Acid can be increased when it is combined with Voriconazole.,increase,no risk
Stamulumab,Obiltoxaximab,The risk or severity of adverse effects can be increased when Obiltoxaximab is combined with MYO-029.,increase,risk
Stamulumab,Obinutuzumab,The risk or severity of adverse effects can be increased when MYO-029 is combined with Obinutuzumab.,increase,risk
Stamulumab,Ocrelizumab,The risk or severity of adverse effects can be increased when MYO-029 is combined with Ocrelizumab.,increase,risk
Stamulumab,Odesivimab,The risk or severity of adverse effects can be increased when MYO-029 is combined with Odesivimab.,increase,risk
Stamulumab,Ofatumumab,The risk or severity of adverse effects can be increased when MYO-029 is combined with Ofatumumab.,increase,risk
Stamulumab,Olaratumab,The risk or severity of adverse effects can be increased when MYO-029 is combined with Olaratumab.,increase,risk
Stamulumab,Omalizumab,The risk or severity of adverse effects can be increased when Omalizumab is combined with MYO-029.,increase,risk
Stamulumab,Quinestrol,Quinestrol may increase the thrombogenic activities of MYO-029.,increase,no risk
Stamulumab,Ublituximab,The risk or severity of adverse effects can be increased when MYO-029 is combined with Ublituximab.,increase,risk
Stamulumab,Ustekinumab,The risk or severity of adverse effects can be increased when Ustekinumab is combined with MYO-029.,increase,risk
Stamulumab,Vedolizumab,The risk or severity of adverse effects can be increased when MYO-029 is combined with Vedolizumab.,increase,risk
CT-011,Human varicella-zoster immune globulin,The risk or severity of adverse effects can be increased when CT-011 is combined with Human varicella-zoster immune globulin.,increase,risk
CT-011,Obiltoxaximab,The risk or severity of adverse effects can be increased when Obiltoxaximab is combined with CT-011.,increase,risk
CT-011,Obinutuzumab,The risk or severity of adverse effects can be increased when CT-011 is combined with Obinutuzumab.,increase,risk
CT-011,Ocrelizumab,The risk or severity of adverse effects can be increased when CT-011 is combined with Ocrelizumab.,increase,risk
CT-011,Odesivimab,The risk or severity of adverse effects can be increased when CT-011 is combined with Odesivimab.,increase,risk
CT-011,Ofatumumab,The risk or severity of adverse effects can be increased when CT-011 is combined with Ofatumumab.,increase,risk
CT-011,Olaratumab,The risk or severity of adverse effects can be increased when CT-011 is combined with Olaratumab.,increase,risk
CT-011,Omalizumab,The risk or severity of adverse effects can be increased when Omalizumab is combined with CT-011.,increase,risk
CT-011,Oxetacaine,The risk or severity of methemoglobinemia can be increased when CT-011 is combined with Oxetacaine.,increase,risk
CT-011,Oxybuprocaine,The risk or severity of methemoglobinemia can be increased when CT-011 is combined with Oxybuprocaine.,increase,risk
CT-011,Quinestrol,Quinestrol may increase the thrombogenic activities of CT-011.,increase,no risk
CT-011,Ublituximab,The risk or severity of adverse effects can be increased when CT-011 is combined with Ublituximab.,increase,risk
CT-011,Ustekinumab,The risk or severity of adverse effects can be increased when Ustekinumab is combined with CT-011.,increase,risk
CT-011,Vedolizumab,The risk or severity of adverse effects can be increased when CT-011 is combined with Vedolizumab.,increase,risk
Macimorelin,Gadobenic acid,The risk or severity of QTc prolongation can be increased when Gadobenic acid is combined with Macimorelin.,increase,risk
Macimorelin,Galantamine,The risk or severity of QTc prolongation can be increased when Galantamine is combined with Macimorelin.,increase,risk
Macimorelin,Gallamine triethiodide,The therapeutic efficacy of Macimorelin can be decreased when used in combination with Gallamine triethiodide.,decrease,no risk
Macimorelin,Gatifloxacin,The risk or severity of QTc prolongation can be increased when Gatifloxacin is combined with Macimorelin.,increase,risk
Macimorelin,Gemifloxacin,The risk or severity of QTc prolongation can be increased when Gemifloxacin is combined with Macimorelin.,increase,risk
Macimorelin,Gepirone,The risk or severity of QTc prolongation can be increased when Gepirone is combined with Macimorelin.,increase,risk
Macimorelin,Gilteritinib,The risk or severity of QTc prolongation can be increased when Gilteritinib is combined with Macimorelin.,increase,risk
Macimorelin,Glasdegib,The risk or severity of QTc prolongation can be increased when Macimorelin is combined with Glasdegib.,increase,risk
Macimorelin,Glofitamab,The serum concentration of Macimorelin can be increased when it is combined with Glofitamab.,increase,no risk
Macimorelin,Glycol salicylate,The therapeutic efficacy of Macimorelin can be decreased when used in combination with Glycol salicylate.,decrease,no risk
Macimorelin,Glycopyrronium,The therapeutic efficacy of Macimorelin can be decreased when used in combination with Glycopyrronium.,decrease,no risk
Macimorelin,Goserelin,The risk or severity of QTc prolongation can be increased when Goserelin is combined with Macimorelin.,increase,risk
Macimorelin,Granisetron,The risk or severity of QTc prolongation can be increased when Granisetron is combined with Macimorelin.,increase,risk
Macimorelin,Grepafloxacin,The risk or severity of QTc prolongation can be increased when Grepafloxacin is combined with Macimorelin.,increase,risk
Macimorelin,Halofantrine,The risk or severity of QTc prolongation can be increased when Halofantrine is combined with Macimorelin.,increase,risk
Macimorelin,Haloperidol,The risk or severity of QTc prolongation can be increased when Macimorelin is combined with Haloperidol.,increase,risk
Macimorelin,Hexocyclium,The therapeutic efficacy of Macimorelin can be decreased when used in combination with Hexocyclium.,decrease,no risk
Macimorelin,Histrelin,The risk or severity of QTc prolongation can be increased when Histrelin is combined with Macimorelin.,increase,risk
Macimorelin,Homatropine methylbromide,The therapeutic efficacy of Macimorelin can be decreased when used in combination with Homatropine methylbromide.,decrease,no risk
Macimorelin,Hydrochlorothiazide,The risk or severity of QTc prolongation can be increased when Hydrochlorothiazide is combined with Macimorelin.,increase,risk
Macimorelin,Hydroxychloroquine,The risk or severity of QTc prolongation can be increased when Hydroxychloroquine is combined with Macimorelin.,increase,risk
Macimorelin,Hydroxyzine,The risk or severity of QTc prolongation can be increased when Macimorelin is combined with Hydroxyzine.,increase,risk
Macimorelin,Hyoscyamine,The therapeutic efficacy of Macimorelin can be decreased when used in combination with Hyoscyamine.,decrease,no risk
Macimorelin,Ketoconazole,The metabolism of Macimorelin can be decreased when combined with Ketoconazole.,decrease,no risk
Macimorelin,Ketoprofen,The therapeutic efficacy of Macimorelin can be decreased when used in combination with Ketoprofen.,decrease,no risk
Macimorelin,Ketorolac,The therapeutic efficacy of Macimorelin can be decreased when used in combination with Ketorolac.,decrease,no risk
Macimorelin,Octreotide,The therapeutic efficacy of Macimorelin can be decreased when used in combination with Octreotide.,decrease,no risk
Macimorelin,Ofloxacin,The risk or severity of QTc prolongation can be increased when Ofloxacin is combined with Macimorelin.,increase,risk
Macimorelin,Olanzapine,The therapeutic efficacy of Macimorelin can be decreased when used in combination with Olanzapine.,decrease,no risk
Macimorelin,Olodaterol,The risk or severity of QTc prolongation can be increased when Olodaterol is combined with Macimorelin.,increase,risk
Macimorelin,Omaveloxolone,The serum concentration of Macimorelin can be decreased when it is combined with Omaveloxolone.,decrease,no risk
Macimorelin,Ondansetron,The risk or severity of QTc prolongation can be increased when Ondansetron is combined with Macimorelin.,increase,risk
Macimorelin,Orphenadrine,The therapeutic efficacy of Macimorelin can be decreased when used in combination with Orphenadrine.,decrease,no risk
Macimorelin,Oxaliplatin,The risk or severity of QTc prolongation can be increased when Oxaliplatin is combined with Macimorelin.,increase,risk
Macimorelin,Oxaprozin,The therapeutic efficacy of Macimorelin can be decreased when used in combination with Oxaprozin.,decrease,no risk
Macimorelin,Oxatomide,The risk or severity of QTc prolongation can be increased when Oxatomide is combined with Macimorelin.,increase,risk
Macimorelin,Oxybutynin,The therapeutic efficacy of Macimorelin can be decreased when used in combination with Oxybutynin.,decrease,no risk
Macimorelin,Oxyphenbutazone,The therapeutic efficacy of Macimorelin can be decreased when used in combination with Oxyphenbutazone.,decrease,no risk
Macimorelin,Oxyphencyclimine,The therapeutic efficacy of Macimorelin can be decreased when used in combination with Oxyphencyclimine.,decrease,no risk
Macimorelin,Oxyphenonium,The therapeutic efficacy of Macimorelin can be decreased when used in combination with Oxyphenonium.,decrease,no risk
Macimorelin,Oxytocin,The risk or severity of QTc prolongation can be increased when Oxytocin is combined with Macimorelin.,increase,risk
Macimorelin,Quetiapine,The therapeutic efficacy of Macimorelin can be decreased when used in combination with Quetiapine.,decrease,no risk
Macimorelin,Quinidine,The therapeutic efficacy of Macimorelin can be decreased when used in combination with Quinidine.,decrease,no risk
Macimorelin,Quinine,The risk or severity of QTc prolongation can be increased when Quinine is combined with Macimorelin.,increase,risk
Macimorelin,Quizartinib,The risk or severity of QTc prolongation can be increased when Macimorelin is combined with Quizartinib.,increase,risk
Macimorelin,Umeclidinium,The therapeutic efficacy of Macimorelin can be decreased when used in combination with Umeclidinium.,decrease,no risk
Macimorelin,Vadadustat,The serum concentration of Macimorelin can be increased when it is combined with Vadadustat.,increase,no risk
Macimorelin,Valdecoxib,The therapeutic efficacy of Macimorelin can be decreased when used in combination with Valdecoxib.,decrease,no risk
Macimorelin,Valproic acid,The risk or severity of QTc prolongation can be increased when Valproic acid is combined with Macimorelin.,increase,risk
Macimorelin,Vandetanib,The risk or severity of QTc prolongation can be increased when Vandetanib is combined with Macimorelin.,increase,risk
Macimorelin,Vardenafil,The risk or severity of QTc prolongation can be increased when Vardenafil is combined with Macimorelin.,increase,risk
Macimorelin,Vemurafenib,The risk or severity of QTc prolongation can be increased when Vemurafenib is combined with Macimorelin.,increase,risk
Macimorelin,Venetoclax,The metabolism of Macimorelin can be decreased when combined with Venetoclax.,decrease,no risk
Macimorelin,Verapamil,The metabolism of Macimorelin can be decreased when combined with Verapamil.,decrease,no risk
Macimorelin,Vernakalant,The risk or severity of QTc prolongation can be increased when Vernakalant is combined with Macimorelin.,increase,risk
Macimorelin,Vilanterol,The risk or severity of QTc prolongation and ventricular arrhythmias can be increased when Vilanterol is combined with Macimorelin.,increase,risk
Macimorelin,Viloxazine,The metabolism of Macimorelin can be decreased when combined with Viloxazine.,decrease,no risk
Macimorelin,Voriconazole,The metabolism of Macimorelin can be decreased when combined with Voriconazole.,decrease,no risk
Macimorelin,Vorinostat,The risk or severity of QTc prolongation can be increased when Vorinostat is combined with Macimorelin.,increase,risk
Macimorelin,Zimelidine,The metabolism of Macimorelin can be decreased when combined with Zimelidine.,decrease,no risk
Macimorelin,Ziprasidone,The therapeutic efficacy of Macimorelin can be decreased when used in combination with Ziprasidone.,decrease,no risk
Macimorelin,Zonisamide,The risk or severity of QTc prolongation can be increased when Zonisamide is combined with Macimorelin.,increase,risk
Macimorelin,Zuclopenthixol,The risk or severity of QTc prolongation can be increased when Zuclopenthixol is combined with Macimorelin.,increase,risk
Abexinostat,Gadobenic acid,The risk or severity of QTc prolongation can be increased when Gadobenic acid is combined with Abexinostat.,increase,risk
Abexinostat,Galantamine,The risk or severity of QTc prolongation can be increased when Galantamine is combined with Abexinostat.,increase,risk
Abexinostat,Gatifloxacin,The risk or severity of QTc prolongation can be increased when Gatifloxacin is combined with Abexinostat.,increase,risk
Abexinostat,Gemifloxacin,The risk or severity of QTc prolongation can be increased when Gemifloxacin is combined with Abexinostat.,increase,risk
Abexinostat,Gepirone,The risk or severity of QTc prolongation can be increased when Gepirone is combined with Abexinostat.,increase,risk
Abexinostat,Gilteritinib,The risk or severity of QTc prolongation can be increased when Gilteritinib is combined with Abexinostat.,increase,risk
Abexinostat,Glasdegib,The risk or severity of QTc prolongation can be increased when Abexinostat is combined with Glasdegib.,increase,risk
