DrugA,DrugB,Interaction,Mechanism,risk_level
Goserelin,Gentamicin,Goserelin may decrease the excretion rate of Gentamicin which could result in a higher serum level.,decrease,no risk
Goserelin,Gliclazide,The therapeutic efficacy of Gliclazide can be decreased when used in combination with Goserelin.,decrease,no risk
Goserelin,Glimepiride,The therapeutic efficacy of Glimepiride can be decreased when used in combination with Goserelin.,decrease,no risk
Goserelin,Glipizide,The therapeutic efficacy of Glipizide can be decreased when used in combination with Goserelin.,decrease,no risk
Goserelin,Gliquidone,The therapeutic efficacy of Gliquidone can be decreased when used in combination with Goserelin.,decrease,no risk
Goserelin,Glyburide,The therapeutic efficacy of Glyburide can be decreased when used in combination with Goserelin.,decrease,no risk
Goserelin,Glycerol phenylbutyrate,Goserelin may decrease the excretion rate of Glycerol phenylbutyrate which could result in a higher serum level.,decrease,no risk
Goserelin,Glymidine,The therapeutic efficacy of Glymidine can be decreased when used in combination with Goserelin.,decrease,no risk
Goserelin,Granisetron,The risk or severity of QTc prolongation can be increased when Goserelin is combined with Granisetron.,increase,risk
Goserelin,Grepafloxacin,The risk or severity of QTc prolongation can be increased when Goserelin is combined with Grepafloxacin.,increase,risk
Goserelin,Guanethidine,Goserelin may decrease the excretion rate of Guanethidine which could result in a higher serum level.,decrease,no risk
Goserelin,Guanfacine,Goserelin may decrease the excretion rate of Guanfacine which could result in a higher serum level.,decrease,no risk
Goserelin,Halofantrine,The risk or severity of QTc prolongation can be increased when Goserelin is combined with Halofantrine.,increase,risk
Goserelin,Histrelin,The risk or severity of QTc prolongation can be increased when Histrelin is combined with Goserelin.,increase,risk
Goserelin,Hydrochlorothiazide,Hydrochlorothiazide may increase the excretion rate of Goserelin which could result in a lower serum level and potentially a reduction in efficacy.,increase,no risk
Goserelin,Hydromorphone,Goserelin may decrease the excretion rate of Hydromorphone which could result in a higher serum level.,decrease,no risk
Goserelin,Hydroxocobalamin,Goserelin may decrease the excretion rate of Hydroxocobalamin which could result in a higher serum level.,decrease,no risk
Goserelin,Hydroxychloroquine,The risk or severity of QTc prolongation can be increased when Hydroxychloroquine is combined with Goserelin.,increase,risk
Goserelin,Hydroxyzine,The risk or severity of QTc prolongation can be increased when Goserelin is combined with Hydroxyzine.,increase,risk
Goserelin,Kanamycin,Goserelin may decrease the excretion rate of Kanamycin which could result in a higher serum level.,decrease,no risk
Goserelin,Ketamine,Goserelin may decrease the excretion rate of Ketamine which could result in a higher serum level.,decrease,no risk
Goserelin,Ketazolam,Goserelin may decrease the excretion rate of Ketazolam which could result in a higher serum level.,decrease,no risk
Goserelin,Ketoconazole,The risk or severity of QTc prolongation can be increased when Ketoconazole is combined with Goserelin.,increase,risk
Goserelin,Ketoprofen,Ketoprofen may decrease the excretion rate of Goserelin which could result in a higher serum level.,decrease,no risk
Goserelin,Ketorolac,Ketorolac may decrease the excretion rate of Goserelin which could result in a higher serum level.,decrease,no risk
Goserelin,Octreotide,The risk or severity of QTc prolongation can be increased when Octreotide is combined with Goserelin.,increase,risk
Goserelin,Ofloxacin,The risk or severity of QTc prolongation can be increased when Goserelin is combined with Ofloxacin.,increase,risk
Goserelin,Olodaterol,The risk or severity of QTc prolongation can be increased when Olodaterol is combined with Goserelin.,increase,risk
Goserelin,Olsalazine,Olsalazine may decrease the excretion rate of Goserelin which could result in a higher serum level.,decrease,no risk
Goserelin,Ondansetron,The risk or severity of QTc prolongation can be increased when Goserelin is combined with Ondansetron.,increase,risk
Goserelin,Orphenadrine,The risk or severity of QTc prolongation can be increased when Orphenadrine is combined with Goserelin.,increase,risk
Goserelin,Oseltamivir,Goserelin may decrease the excretion rate of Oseltamivir which could result in a higher serum level.,decrease,no risk
Goserelin,Oxaprozin,Oxaprozin may decrease the excretion rate of Goserelin which could result in a higher serum level.,decrease,no risk
Goserelin,Oxazepam,Goserelin may decrease the excretion rate of Oxazepam which could result in a higher serum level.,decrease,no risk
Goserelin,Oxybenzone,Goserelin may decrease the excretion rate of Oxybenzone which could result in a higher serum level.,decrease,no risk
Goserelin,Oxybuprocaine,The risk or severity of methemoglobinemia can be increased when Goserelin is combined with Oxybuprocaine.,increase,risk
Goserelin,Oxyphenbutazone,Oxyphenbutazone may decrease the excretion rate of Goserelin which could result in a higher serum level.,decrease,no risk
Goserelin,Oxytocin,The risk or severity of QTc prolongation can be increased when Oxytocin is combined with Goserelin.,increase,risk
Goserelin,Quetiapine,The risk or severity of QTc prolongation can be increased when Goserelin is combined with Quetiapine.,increase,risk
Goserelin,Quinidine,The risk or severity of QTc prolongation can be increased when Goserelin is combined with Quinidine.,increase,risk
Goserelin,Quizartinib,The risk or severity of QTc prolongation can be increased when Goserelin is combined with Quizartinib.,increase,risk
Goserelin,Valaciclovir,Valaciclovir may decrease the excretion rate of Goserelin which could result in a higher serum level.,decrease,no risk
Goserelin,Valganciclovir,Goserelin may decrease the excretion rate of Valganciclovir which could result in a higher serum level.,decrease,no risk
Goserelin,Valproic acid,The risk or severity of QTc prolongation can be increased when Goserelin is combined with Valproic acid.,increase,risk
Goserelin,Vancomycin,Goserelin may decrease the excretion rate of Vancomycin which could result in a higher serum level.,decrease,no risk
Goserelin,Vandetanib,The risk or severity of QTc prolongation can be increased when Goserelin is combined with Vandetanib.,increase,risk
Goserelin,Vardenafil,The risk or severity of QTc prolongation can be increased when Vardenafil is combined with Goserelin.,increase,risk
Goserelin,Varenicline,Goserelin may decrease the excretion rate of Varenicline which could result in a higher serum level.,decrease,no risk
Goserelin,Vemurafenib,The risk or severity of QTc prolongation can be increased when Goserelin is combined with Vemurafenib.,increase,risk
Goserelin,Venlafaxine,Goserelin may decrease the excretion rate of Venlafaxine which could result in a higher serum level.,decrease,no risk
Goserelin,Verapamil,Goserelin may decrease the excretion rate of Verapamil which could result in a higher serum level.,decrease,no risk
Goserelin,Vernakalant,The risk or severity of QTc prolongation can be increased when Vernakalant is combined with Goserelin.,increase,risk
Goserelin,Vilanterol,The risk or severity of QTc prolongation and ventricular arrhythmias can be increased when Vilanterol is combined with Goserelin.,increase,risk
Goserelin,Vildagliptin,The therapeutic efficacy of Vildagliptin can be decreased when used in combination with Goserelin.,decrease,no risk
Goserelin,Voriconazole,The risk or severity of QTc prolongation can be increased when Voriconazole is combined with Goserelin.,increase,risk
Goserelin,Vortioxetine,Goserelin may decrease the excretion rate of Vortioxetine which could result in a higher serum level.,decrease,no risk
Goserelin,Warfarin,Goserelin may decrease the excretion rate of Warfarin which could result in a higher serum level.,decrease,no risk
Goserelin,Zaleplon,Goserelin may decrease the excretion rate of Zaleplon which could result in a higher serum level.,decrease,no risk
Goserelin,Zanamivir,Goserelin may decrease the excretion rate of Zanamivir which could result in a higher serum level.,decrease,no risk
Goserelin,Ziprasidone,The risk or severity of QTc prolongation can be increased when Goserelin is combined with Ziprasidone.,increase,risk
Goserelin,Zonisamide,Zonisamide may increase the excretion rate of Goserelin which could result in a lower serum level and potentially a reduction in efficacy.,increase,no risk
Goserelin,Zuclopenthixol,The risk or severity of QTc prolongation can be increased when Goserelin is combined with Zuclopenthixol.,increase,risk
Gramicidin D,Benzocaine,The risk or severity of methemoglobinemia can be increased when Gramicidin D is combined with Benzocaine.,increase,risk
Gramicidin D,Benzyl alcohol,The risk or severity of methemoglobinemia can be increased when Gramicidin D is combined with Benzyl alcohol.,increase,risk
Gramicidin D,Bupivacaine,The risk or severity of methemoglobinemia can be increased when Gramicidin D is combined with Bupivacaine.,increase,risk
Gramicidin D,Oxybuprocaine,The risk or severity of methemoglobinemia can be increased when Gramicidin D is combined with Oxybuprocaine.,increase,risk
Gramicidin D,Warfarin,The risk or severity of bleeding can be increased when Gramicidin D is combined with Warfarin.,increase,risk
Human immunoglobulin G,Obinutuzumab,The risk or severity of adverse effects can be increased when Human immunoglobulin G is combined with Obinutuzumab.,increase,risk
Human immunoglobulin G,Ofatumumab,The risk or severity of adverse effects can be increased when Human immunoglobulin G is combined with Ofatumumab.,increase,risk
Human immunoglobulin G,Quinestrol,Quinestrol may increase the thrombogenic activities of Human immunoglobulin G.,increase,no risk
Human immunoglobulin G,Vedolizumab,The risk or severity of adverse effects can be increased when Human immunoglobulin G is combined with Vedolizumab.,increase,risk
Glucagon,Quetiapine,Quetiapine may increase the gastrointestinal motility reducing activities of Glucagon.,increase,no risk
Glucagon,Quinidine,Quinidine may increase the gastrointestinal motility reducing activities of Glucagon.,increase,no risk
Glucagon,Umeclidinium,Umeclidinium may increase the gastrointestinal motility reducing activities of Glucagon.,increase,no risk
Glucagon,Warfarin,The therapeutic efficacy of Warfarin can be increased when used in combination with Glucagon.,increase,no risk
Glucagon,Ziprasidone,Ziprasidone may increase the gastrointestinal motility reducing activities of Glucagon.,increase,no risk
Botulinum toxin type B,Guanfacine,The risk or severity of CNS depression can be increased when Botulinum toxin type B is combined with Guanfacine.,increase,risk
Botulinum toxin type B,Haloperidol,The risk or severity of CNS depression can be increased when Haloperidol is combined with Botulinum toxin type B.,increase,risk
Botulinum toxin type B,Halothane,The risk or severity of CNS depression can be increased when Botulinum toxin type B is combined with Halothane.,increase,risk
Botulinum toxin type B,Hydromorphone,The risk or severity of CNS depression can be increased when Botulinum toxin type B is combined with Hydromorphone.,increase,risk
Botulinum toxin type B,Ketamine,The risk or severity of CNS depression can be increased when Botulinum toxin type B is combined with Ketamine.,increase,risk
Botulinum toxin type B,Ketazolam,The risk or severity of CNS depression can be increased when Botulinum toxin type B is combined with Ketazolam.,increase,risk
Botulinum toxin type B,Olanzapine,The risk or severity of adverse effects can be increased when Olanzapine is combined with Botulinum toxin type B.,increase,risk
Botulinum toxin type B,Ondansetron,The risk or severity of CNS depression can be increased when Botulinum toxin type B is combined with Ondansetron.,increase,risk
Botulinum toxin type B,Orphenadrine,Botulinum toxin type B may increase the central nervous system depressant (CNS depressant) activities of Orphenadrine.,increase,no risk
Botulinum toxin type B,Oxprenolol,The risk or severity of CNS depression can be increased when Botulinum toxin type B is combined with Oxprenolol.,increase,risk
Botulinum toxin type B,Quetiapine,The risk or severity of adverse effects can be increased when Quetiapine is combined with Botulinum toxin type B.,increase,risk
Botulinum toxin type B,Quinidine,The risk or severity of adverse effects can be increased when Quinidine is combined with Botulinum toxin type B.,increase,risk
Botulinum toxin type B,Quinine,The risk or severity of CNS depression can be increased when Botulinum toxin type B is combined with Quinine.,increase,risk
Botulinum toxin type B,Valproic acid,The risk or severity of CNS depression can be increased when Botulinum toxin type B is combined with Valproic acid.,increase,risk
Botulinum toxin type B,Vasopressin,Botulinum toxin type B may increase the hypertensive activities of Vasopressin.,increase,no risk
Botulinum toxin type B,Venlafaxine,The risk or severity of CNS depression can be increased when Botulinum toxin type B is combined with Venlafaxine.,increase,risk
Botulinum toxin type B,Vortioxetine,The risk or severity of CNS depression can be increased when Botulinum toxin type B is combined with Vortioxetine.,increase,risk
Botulinum toxin type B,Zaleplon,The risk or severity of CNS depression can be increased when Botulinum toxin type B is combined with Zaleplon.,increase,risk
Botulinum toxin type B,Zimelidine,The risk or severity of adverse effects can be increased when Botulinum toxin type B is combined with Zimelidine.,increase,risk
Botulinum toxin type B,Ziprasidone,The risk or severity of adverse effects can be increased when Botulinum toxin type B is combined with Ziprasidone.,increase,risk
Botulinum toxin type B,Zonisamide,The risk or severity of CNS depression can be increased when Botulinum toxin type B is combined with Zonisamide.,increase,risk
Botulinum toxin type B,Zuclopenthixol,The risk or severity of CNS depression can be increased when Botulinum toxin type B is combined with Zuclopenthixol.,increase,risk
Omalizumab,Obiltoxaximab,The risk or severity of adverse effects can be increased when Omalizumab is combined with Obiltoxaximab.,increase,risk
Omalizumab,Obinutuzumab,The risk or severity of adverse effects can be increased when Omalizumab is combined with Obinutuzumab.,increase,risk
Omalizumab,Ofatumumab,The risk or severity of adverse effects can be increased when Omalizumab is combined with Ofatumumab.,increase,risk
Omalizumab,Olaratumab,The risk or severity of adverse effects can be increased when Omalizumab is combined with Olaratumab.,increase,risk
Omalizumab,Quinestrol,Quinestrol may increase the thrombogenic activities of Omalizumab.,increase,no risk
Omalizumab,Ustekinumab,The risk or severity of adverse effects can be increased when Omalizumab is combined with Ustekinumab.,increase,risk
Omalizumab,Vedolizumab,The risk or severity of adverse effects can be increased when Omalizumab is combined with Vedolizumab.,increase,risk
Vasopressin,Botulinum toxin type A,Botulinum toxin type A may increase the hypertensive activities of Vasopressin.,increase,no risk
Vasopressin,Botulinum toxin type B,Botulinum toxin type B may increase the hypertensive activities of Vasopressin.,increase,no risk
Vasopressin,Butriptyline,Butriptyline may increase the fluid retaining and vasopressor activities of Vasopressin.,increase,no risk
Vasopressin,Heparin,The therapeutic efficacy of Vasopressin can be decreased when used in combination with Heparin.,decrease,no risk
Vasopressin,Orciprenaline,Vasopressin may increase the hypertensive activities of Orciprenaline.,increase,no risk
Vasopressin,Oxytocin,The risk or severity of hypertension can be increased when Vasopressin is combined with Oxytocin.,increase,risk
Vasopressin,Vincristine,Vincristine may increase the fluid retaining and vasopressor activities of Vasopressin.,increase,no risk
Vasopressin,Zimelidine,Zimelidine may increase the fluid retaining and vasopressor activities of Vasopressin.,increase,no risk
Hyaluronidase (ovine),Quinestrol,The therapeutic efficacy of Hyaluronidase (ovine) can be decreased when used in combination with Quinestrol.,decrease,no risk
Hyaluronidase (ovine),Ziprasidone,The therapeutic efficacy of Hyaluronidase (ovine) can be decreased when used in combination with Ziprasidone.,decrease,no risk
Hyaluronidase (ovine),Zuclopenthixol,The therapeutic efficacy of Hyaluronidase (ovine) can be decreased when used in combination with Zuclopenthixol.,decrease,no risk
Basiliximab,Vilanterol,The risk or severity of adverse effects can be increased when Basiliximab is combined with Vilanterol.,increase,risk
Botulinum toxin type A,Guanfacine,The risk or severity of CNS depression can be increased when Botulinum toxin type A is combined with Guanfacine.,increase,risk
Botulinum toxin type A,Haloperidol,The risk or severity of CNS depression can be increased when Haloperidol is combined with Botulinum toxin type A.,increase,risk
Botulinum toxin type A,Hydrocortisone,The risk or severity of myopathy and weakness can be increased when Botulinum toxin type A is combined with Hydrocortisone.,increase,risk
Botulinum toxin type A,Hydromorphone,The risk or severity of CNS depression can be increased when Botulinum toxin type A is combined with Hydromorphone.,increase,risk
Botulinum toxin type A,Ketamine,The risk or severity of CNS depression can be increased when Botulinum toxin type A is combined with Ketamine.,increase,risk
Botulinum toxin type A,Ketazolam,The risk or severity of CNS depression can be increased when Botulinum toxin type A is combined with Ketazolam.,increase,risk
Botulinum toxin type A,Ketoconazole,The therapeutic efficacy of Botulinum toxin type A can be increased when used in combination with Ketoconazole.,increase,no risk
Botulinum toxin type A,Olanzapine,The risk or severity of adverse effects can be increased when Olanzapine is combined with Botulinum toxin type A.,increase,risk
Botulinum toxin type A,Ondansetron,The risk or severity of CNS depression can be increased when Botulinum toxin type A is combined with Ondansetron.,increase,risk
Botulinum toxin type A,Orphenadrine,The risk or severity of adverse effects can be increased when Orphenadrine is combined with Botulinum toxin type A.,increase,risk
Botulinum toxin type A,Oxprenolol,The risk or severity of CNS depression can be increased when Botulinum toxin type A is combined with Oxprenolol.,increase,risk
Botulinum toxin type A,Quetiapine,The risk or severity of adverse effects can be increased when Quetiapine is combined with Botulinum toxin type A.,increase,risk
Botulinum toxin type A,Quinidine,The risk or severity of adverse effects can be increased when Quinidine is combined with Botulinum toxin type A.,increase,risk
Botulinum toxin type A,Quinine,The therapeutic efficacy of Botulinum toxin type A can be increased when used in combination with Quinine.,increase,no risk
Botulinum toxin type A,Valproic acid,The risk or severity of CNS depression can be increased when Botulinum toxin type A is combined with Valproic acid.,increase,risk
Botulinum toxin type A,Vasopressin,Botulinum toxin type A may increase the hypertensive activities of Vasopressin.,increase,no risk
Botulinum toxin type A,Venlafaxine,The risk or severity of CNS depression can be increased when Botulinum toxin type A is combined with Venlafaxine.,increase,risk
Botulinum toxin type A,Vortioxetine,The risk or severity of CNS depression can be increased when Botulinum toxin type A is combined with Vortioxetine.,increase,risk
Botulinum toxin type A,Zaleplon,The risk or severity of CNS depression can be increased when Botulinum toxin type A is combined with Zaleplon.,increase,risk
Botulinum toxin type A,Zimelidine,The risk or severity of adverse effects can be increased when Botulinum toxin type A is combined with Zimelidine.,increase,risk
Botulinum toxin type A,Ziprasidone,The risk or severity of adverse effects can be increased when Ziprasidone is combined with Botulinum toxin type A.,increase,risk
Botulinum toxin type A,Zonisamide,The risk or severity of CNS depression can be increased when Botulinum toxin type A is combined with Zonisamide.,increase,risk
Botulinum toxin type A,Zuclopenthixol,The risk or severity of CNS depression can be increased when Botulinum toxin type A is combined with Zuclopenthixol.,increase,risk
Octreotide,Gadobenic acid,The risk or severity of QTc prolongation can be increased when Octreotide is combined with Gadobenic acid.,increase,risk
Octreotide,Galantamine,The serum concentration of the active metabolites of Octreotide can be increased when Octreotide is used in combination with Galantamine.,increase,no risk
Octreotide,Gatifloxacin,The risk or severity of hypoglycemia can be increased when Octreotide is combined with Gatifloxacin.,increase,risk
Octreotide,Gliclazide,The therapeutic efficacy of Gliclazide can be decreased when used in combination with Octreotide.,decrease,no risk
Octreotide,Glimepiride,The therapeutic efficacy of Glimepiride can be decreased when used in combination with Octreotide.,decrease,no risk
Octreotide,Glipizide,The therapeutic efficacy of Glipizide can be decreased when used in combination with Octreotide.,decrease,no risk
Octreotide,Gliquidone,The therapeutic efficacy of Gliquidone can be decreased when used in combination with Octreotide.,decrease,no risk
Octreotide,Glyburide,The therapeutic efficacy of Glyburide can be decreased when used in combination with Octreotide.,decrease,no risk
Octreotide,Glymidine,The therapeutic efficacy of Glymidine can be decreased when used in combination with Octreotide.,decrease,no risk
Octreotide,Goserelin,The risk or severity of QTc prolongation can be increased when Octreotide is combined with Goserelin.,increase,risk
Octreotide,Granisetron,The risk or severity of QTc prolongation can be increased when Octreotide is combined with Granisetron.,increase,risk
Octreotide,Grepafloxacin,The risk or severity of QTc prolongation can be increased when Octreotide is combined with Grepafloxacin.,increase,risk
Octreotide,Guanfacine,The serum concentration of the active metabolites of Octreotide can be increased when Octreotide is used in combination with Guanfacine.,increase,no risk
Octreotide,Halofantrine,The risk or severity of QTc prolongation can be increased when Octreotide is combined with Halofantrine.,increase,risk
Octreotide,Histrelin,The risk or severity of QTc prolongation can be increased when Octreotide is combined with Histrelin.,increase,risk
Octreotide,Hydrochlorothiazide,The risk or severity of QTc prolongation can be increased when Octreotide is combined with Hydrochlorothiazide.,increase,risk
Octreotide,Hydroxychloroquine,The risk or severity of QTc prolongation can be increased when Octreotide is combined with Hydroxychloroquine.,increase,risk
Octreotide,Hydroxyzine,The risk or severity of QTc prolongation can be increased when Octreotide is combined with Hydroxyzine.,increase,risk
Octreotide,Ketoconazole,The risk or severity of QTc prolongation can be increased when Octreotide is combined with Ketoconazole.,increase,risk
Octreotide,Ofloxacin,The risk or severity of QTc prolongation can be increased when Octreotide is combined with Ofloxacin.,increase,risk
Octreotide,Olaparib,The serum concentration of Olaparib can be increased when it is combined with Octreotide.,increase,no risk
Octreotide,Olodaterol,The risk or severity of QTc prolongation can be increased when Octreotide is combined with Olodaterol.,increase,risk
Octreotide,Omeprazole,Omeprazole can cause a decrease in the absorption of Octreotide resulting in a reduced serum concentration and potentially a decrease in efficacy.,decrease,no risk
Octreotide,Ondansetron,The risk or severity of QTc prolongation can be increased when Octreotide is combined with Ondansetron.,increase,risk
Octreotide,Orphenadrine,The risk or severity of QTc prolongation can be increased when Octreotide is combined with Orphenadrine.,increase,risk
Octreotide,Oxybuprocaine,The risk or severity of methemoglobinemia can be increased when Octreotide is combined with Oxybuprocaine.,increase,risk
Octreotide,Oxytocin,The risk or severity of QTc prolongation can be increased when Octreotide is combined with Oxytocin.,increase,risk
Octreotide,Quetiapine,The risk or severity of QTc prolongation can be increased when Octreotide is combined with Quetiapine.,increase,risk
Octreotide,Quinidine,The serum concentration of Quinidine can be increased when it is combined with Octreotide.,increase,no risk
Octreotide,Quizartinib,The risk or severity of QTc prolongation can be increased when Octreotide is combined with Quizartinib.,increase,risk
Oxytocin,Gadobenic acid,The risk or severity of QTc prolongation can be increased when Oxytocin is combined with Gadobenic acid.,increase,risk
Oxytocin,Galantamine,The risk or severity of QTc prolongation can be increased when Oxytocin is combined with Galantamine.,increase,risk
Oxytocin,Gatifloxacin,The risk or severity of QTc prolongation can be increased when Oxytocin is combined with Gatifloxacin.,increase,risk
Oxytocin,Goserelin,The risk or severity of QTc prolongation can be increased when Oxytocin is combined with Goserelin.,increase,risk
Oxytocin,Granisetron,The risk or severity of QTc prolongation can be increased when Oxytocin is combined with Granisetron.,increase,risk
Oxytocin,Grepafloxacin,The risk or severity of QTc prolongation can be increased when Oxytocin is combined with Grepafloxacin.,increase,risk
Oxytocin,Halofantrine,The risk or severity of QTc prolongation can be increased when Oxytocin is combined with Halofantrine.,increase,risk
Oxytocin,Histrelin,The risk or severity of QTc prolongation can be increased when Oxytocin is combined with Histrelin.,increase,risk
Oxytocin,Hydrochlorothiazide,The risk or severity of QTc prolongation can be increased when Oxytocin is combined with Hydrochlorothiazide.,increase,risk
Oxytocin,Hydroxychloroquine,The risk or severity of QTc prolongation can be increased when Oxytocin is combined with Hydroxychloroquine.,increase,risk
Oxytocin,Hydroxyzine,The risk or severity of QTc prolongation can be increased when Oxytocin is combined with Hydroxyzine.,increase,risk
Oxytocin,Ketoconazole,The risk or severity of QTc prolongation can be increased when Oxytocin is combined with Ketoconazole.,increase,risk
Oxytocin,Octreotide,The risk or severity of QTc prolongation can be increased when Octreotide is combined with Oxytocin.,increase,risk
Oxytocin,Ofloxacin,The risk or severity of QTc prolongation can be increased when Oxytocin is combined with Ofloxacin.,increase,risk
Oxytocin,Olodaterol,The risk or severity of QTc prolongation can be increased when Oxytocin is combined with Olodaterol.,increase,risk
Oxytocin,Ondansetron,The risk or severity of QTc prolongation can be increased when Oxytocin is combined with Ondansetron.,increase,risk
Oxytocin,Orphenadrine,The risk or severity of QTc prolongation can be increased when Oxytocin is combined with Orphenadrine.,increase,risk
Oxytocin,Oxymetazoline,The risk or severity of hypertension can be increased when Oxymetazoline is combined with Oxytocin.,increase,risk
Oxytocin,Quetiapine,The risk or severity of QTc prolongation can be increased when Oxytocin is combined with Quetiapine.,increase,risk
Oxytocin,Quinidine,The risk or severity of QTc prolongation can be increased when Oxytocin is combined with Quinidine.,increase,risk
Oxytocin,Quizartinib,The risk or severity of QTc prolongation can be increased when Oxytocin is combined with Quizartinib.,increase,risk
Oxytocin,Ulobetasol,The risk or severity of hypertension can be increased when Ulobetasol is combined with Oxytocin.,increase,risk
Oxytocin,Valproic acid,The risk or severity of QTc prolongation can be increased when Oxytocin is combined with Valproic acid.,increase,risk
Oxytocin,Vandetanib,The risk or severity of QTc prolongation can be increased when Oxytocin is combined with Vandetanib.,increase,risk
Oxytocin,Vardenafil,The risk or severity of QTc prolongation can be increased when Oxytocin is combined with Vardenafil.,increase,risk
Oxytocin,Vasopressin,The risk or severity of hypertension can be increased when Vasopressin is combined with Oxytocin.,increase,risk
Oxytocin,Vemurafenib,The risk or severity of QTc prolongation can be increased when Vemurafenib is combined with Oxytocin.,increase,risk
Oxytocin,Vernakalant,The risk or severity of QTc prolongation can be increased when Oxytocin is combined with Vernakalant.,increase,risk
Oxytocin,Voriconazole,The risk or severity of QTc prolongation can be increased when Oxytocin is combined with Voriconazole.,increase,risk
Oxytocin,Xylometazoline,The risk or severity of hypertension can be increased when Xylometazoline is combined with Oxytocin.,increase,risk
